Sample_ID,Sample_date,Process_date,Processed_by,Total_mass_g,Total_mass_post_g,Prey_no,Taxa,Taxa_mass_g,Digestion_code,ID_notes
CYAG_2,6/30/2018,12/13/2018,WR,1.012,0.78756,187,oligochaeta,,4,
CYAG_2,6/30/2018,12/13/2018,WR,1.012,0.78756,188,oligochaeta,,4,
CYAG_2,6/30/2018,12/13/2018,WR,1.012,0.78756,189,oligochaeta,,4,
CYAG_2,6/30/2018,12/13/2018,WR,1.012,0.78756,190,oligochaeta,,4,
CYAG_2,6/30/2018,12/13/2018,WR,1.012,0.78756,191,oligochaeta,,4,
CYAG_2,6/30/2018,12/13/2018,WR,1.012,0.78756,192,oligochaeta,,4,
CYAG_2,6/30/2018,12/13/2018,WR,1.012,0.78756,193,oligochaeta,,4,
CYAG_2,6/30/2018,12/13/2018,WR,1.012,0.78756,194,oligochaeta,,4,
CYAG_2,6/30/2018,12/13/2018,WR,1.012,0.78756,195,oligochaeta,,4,
CYAG_2,6/30/2018,12/13/2018,WR,1.012,0.78756,196,unidentified invertebrates,0.68026,2,
CYAG_21,7/27/18,2/6/19,MB,0.10152,0.09192,1,unidentified,0.07459,2,
CYAG_21,7/27/18,2/6/19,MB,0.10152,0.09192,2,unidentified crustacean,0.00463,2,"claw, carapace, rostrum"
CYAG_21,7/27/18,2/6/19,MB,0.10152,0.09192,3,unidentified invertebrates,0.00686,2,appendages
CYAG_21,7/27/18,2/6/19,MB,0.10152,0.09192,4,unidentified invertebrates,,2,rostrum head only
CYAG_21,7/27/18,2/6/19,MB,0.10152,0.09192,5,unidentified invertebrates,,2,"bits of legs, carapace"
CYAG_21,7/27/18,2/6/19,MB,0.10152,0.09192,6,gammarid amphipod,0.0025,2,"long rostrum, antennae, segmented body"
CYAG_21,7/27/18,2/6/19,MB,0.10152,0.09192,7,limpet,0.00334,2,"oval shape, segmented sides"
CYAG_22,7/27/18,2/6/19,MB,0.0866,0.0862,1,unidentified cephalopod,0.03592,2,"stringy arms, looks like a funnel, 2 eyes on head"
CYAG_22,7/27/18,2/6/19,MB,0.0866,0.0862,2,unidentified,0.04768,2,
CYAG_22,7/27/18,2/6/19,MB,0.0866,0.0862,3,unidentified invertebrates,0.0026,2,carapace
CYAG_22,7/27/18,2/6/19,MB,0.0866,0.0862,4,unidentified invertebrates,,2,"bottom part of invert, tail and legs"
CYAG_5,7/26/18,1/16/19,MB,0.12873,0.10727,1,decapod megalopa,0.0645,3,"can see appendages, long pointed rostrum, claws"
CYAG_5,7/26/18,1/16/19,MB,0.12873,0.10727,2,decapod megalopa,,3,
CYAG_5,7/26/18,1/16/19,MB,0.12873,0.10727,3,decapod megalopa,,3,
CYAG_5,7/26/18,1/16/19,MB,0.12873,0.10727,4,decapod megalopa,,3,
CYAG_5,7/26/18,1/16/19,MB,0.12873,0.10727,5,decapod megalopa,,3,
CYAG_5,7/26/18,1/16/19,MB,0.12873,0.10727,6,decapod megalopa,,3,
CYAG_5,7/26/18,1/16/19,MB,0.12873,0.10727,7,decapod megalopa,,3,
CYAG_5,7/26/18,1/16/19,MB,0.12873,0.10727,8,decapod megalopa,,3,
CYAG_5,7/26/18,1/16/19,MB,0.12873,0.10727,9,decapod megalopa,,3,
CYAG_5,7/26/18,1/16/19,MB,0.12873,0.10727,10,unidentified crustacean,0.03818,2,unattached claws
CYAG_5,7/26/18,1/16/19,MB,0.12873,0.10727,11,unidentified invertebrates,0.00459,2,looks like sea urchin spines
CYAG_6,7/26/18,1/16/19,MB,0.11132,0.10979,1,decapod megalopa,0.01818,3,"long pointed rostrum, claw"
CYAG_6,7/26/18,1/16/19,MB,0.11132,0.10979,2,unidentified,0.09161,1,"very degraded, white/thick and fleshy"
CYAG_6,7/26/18,1/16/19,MB,0.11132,0.10979,3,unidentified isopod,,3,too small to weigh
CYAG_7,7/26/18,1/16/19,MB,0.04356,0.02316,1,unidentified,0.02316,1,"possible invert, no appendages or claws, two unattached eyeballs"
CYAG_8,7/26/18,1/22/19,MB,0.1833,0.1822,1,unidentified decapod,0.00864,3,"segmented body, biramous appendages, antenna"
CYAG_8,7/26/18,1/22/19,MB,0.1833,0.1822,2,unidentified decapod,,2,"exoskeleton of decapod, segmented body, no head, biramous appendages"
CYAG_8,7/26/18,1/22/19,MB,0.1833,0.1822,3,unidentified decapod,0.00235,3,"segmented body, biramous appendages, antenna"
CYAG_8,7/26/18,1/22/19,MB,0.1833,0.1822,4,rock,0.00235,5,
CYAG_8,7/26/18,1/22/19,MB,0.1833,0.1822,5,rock,,5,
CYAG_8,7/26/18,1/22/19,MB,0.1833,0.1822,6,rock,,5,
CYAG_8,7/26/18,1/22/19,MB,0.1833,0.1822,7,unidentified crustacean,0.05059,2,"unattached appendages, half segmented bodies"
CYAG_8,7/26/18,1/22/19,MB,0.1833,0.1822,8,unidentified isopod,0.00277,4,bean shaped body
CYAG_8,7/26/18,1/22/19,MB,0.1833,0.1822,9,cephalopod eye,0.00333,3,looks like cephalopod eye socket
CYAG_8,7/26/18,1/22/19,MB,0.1833,0.1822,10,unidentified,0.11452,2,
CYAG_9,7/26/18,1/16/19,MB,0.12525,0.11016,1,unidentified,0.11016,1,
LEAR_1,6/27/2018,11/30/2018,"WR,MS,MB",0.6565,0.5965,1,hermit crab,0.4862,4,abdomen separate but pooled with main body
LEAR_1,6/27/2018,11/30/2018,"WR,MS,MB",0.6565,0.5965,2,winged ant,0.0005,5,
LEAR_1,6/27/2018,11/30/2018,"WR,MS,MB",0.6565,0.5965,3,crab gateric mill,0.0521,3,
LEAR_1,6/27/2018,11/30/2018,"WR,MS,MB",0.6565,0.5965,4,crab gateric mill,,3,
LEAR_1,6/27/2018,11/30/2018,"WR,MS,MB",0.6565,0.5965,5,gammarid amphipod,0.01392,5,
LEAR_1,6/27/2018,11/30/2018,"WR,MS,MB",0.6565,0.5965,6,gammarid amphipod,,3,
LEAR_1,6/27/2018,11/30/2018,"WR,MS,MB",0.6565,0.5965,7,gammarid amphipod,,3,
LEAR_1,6/27/2018,11/30/2018,"WR,MS,MB",0.6565,0.5965,8,gammarid amphipod,,3,
LEAR_1,6/27/2018,11/30/2018,"WR,MS,MB",0.6565,0.5965,9,gammarid amphipod,,2,
LEAR_1,6/27/2018,11/30/2018,"WR,MS,MB",0.6565,0.5965,10,pill bug,0.02327,3,
LEAR_1,6/27/2018,11/30/2018,"WR,MS,MB",0.6565,0.5965,11,pill bug,,3,
LEAR_1,6/27/2018,11/30/2018,"WR,MS,MB",0.6565,0.5965,12,unidentified invertebrates,0.001,2,
LEAR_1,6/27/2018,11/30/2018,"WR,MS,MB",0.6565,0.5965,13,unidentified,0.01957,2,
LEAR_10,7/22/2018,12/13/2018,MS,0.5436,0.53868,1,cancer crab,0.1033,4,carapace looks like a cancer crab but legs and claws are missing
LEAR_10,7/22/2018,12/13/2018,MS,0.5436,0.53868,2,unidentified crab,0.15134,3,looks similar to first crab but it is more digested
LEAR_10,7/22/2018,12/13/2018,MS,0.5436,0.53868,3,unidentified invertebrates,0.28404,2,mainly crab pieces 
LEAR_11,7/26/2018,12/13/2018,MS,1.4176,1.41187,1,unidentified shrimp,0.38885,3,either pandalus or crangon its head and legs are mangled
LEAR_11,7/26/2018,12/13/2018,MS,1.4176,1.41187,2,crangon,0.07815,5,
LEAR_11,7/26/2018,12/13/2018,MS,1.4176,1.41187,3,unidentified crab,0.93803,5,only hind legs present likely belong to a red rock or dungeness
LEAR_11,7/26/2018,12/13/2018,MS,1.4176,1.41187,4,stick,0.00579,5,small twig
LEAR_11,7/26/2018,12/13/2018,MS,1.4176,1.41187,5,unidentified shrimp,0.00105,2,only small eyes remain
LEAR_12,7/26/2018,12/17/2018,MS,0.6342,0.61051,1,pill bug,0.03511,3,
LEAR_12,7/26/2018,12/17/2018,MS,0.6342,0.61051,2,unidentified,0.5754,2,It looks like it possibly ate a crab or a shrimp
LEAR_13,7/26/2018,12/17/2018,MS,0.3886,0.36877,1,gammarid amphipod,0.07495,4,
LEAR_13,7/26/2018,12/17/2018,MS,0.3886,0.36877,2,gammarid amphipod,,4,
LEAR_13,7/26/2018,12/17/2018,MS,0.3886,0.36877,3,gammarid amphipod,,3,
LEAR_13,7/26/2018,12/17/2018,MS,0.3886,0.36877,4,unidentified crab,0.08806,2,wendel decided it was a crab body
LEAR_13,7/26/2018,12/17/2018,MS,0.3886,0.36877,5,unidentified,0.20576,2,
LEAR_14,7/27/2018,12/17/2018,MS,4.3087,3.96644,1,unidentified fish,0.07287,2,only a spine
LEAR_14,7/27/2018,12/17/2018,MS,4.3087,3.96644,2,unidentified fish,0.12758,2,only a spine
LEAR_14,7/27/2018,12/17/2018,MS,4.3087,3.96644,3,unidentified fish,2.48725,4,only a spine
LEAR_14,7/27/2018,12/17/2018,MS,4.3087,3.96644,4,unidentified,0.92456,2,
LEAR_14,7/27/2018,12/17/2018,MS,4.3087,3.96644,5,pandalus shrimp,0.0776,3,
LEAR_14,7/27/2018,12/17/2018,MS,4.3087,3.96644,6,unidentified fish,0.27658,2,shiny mush
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,1,telmessus,0.34938,5,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,2,pandalus shrimp,3.5545,5,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,3,crangon,0.18375,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,4,crangon,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,5,unidentified shrimp,0.1423,2,likely the bodies from the 2 crangon heads
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,6,idotea ,1.35672,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,7,idotea ,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,8,idotea ,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,9,idotea ,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,10,idotea ,0.44282,3,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,11,idotea ,,3,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,12,idotea ,,3,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,13,three spine stickleback,0.77753,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,14,three spine stickleback,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,15,three spine stickleback,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,16,three spine stickleback,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,17,three spine stickleback,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,18,three spine stickleback,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,19,three spine stickleback,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,20,three spine stickleback,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,21,three spine stickleback,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,22,three spine stickleback,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,23,three spine stickleback,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,24,three spine stickleback,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,25,three spine stickleback,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,26,three spine stickleback,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,27,three spine stickleback,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,28,three spine stickleback,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,29,three spine stickleback,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,30,three spine stickleback,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,31,three spine stickleback,,4,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,32,unidentified fish,0.05468,2,longer than all the three spine sticklebacks
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,33,three spine stickleback,0.125339,3,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,34,three spine stickleback,,3,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,35,three spine stickleback,,3,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,36,three spine stickleback,,3,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,37,unidentified fish,0.59558,2,
LEAR_15,7/27/2018,12/17/2018,MS,8.03333,7.63943,38,pandalus shrimp,0.05678,5,
LEAR_16,7/27/2018,12/17/2018,MS,7.75147,7.53004,1,seagrass,0.14282,4,
LEAR_16,7/27/2018,12/17/2018,MS,7.75147,7.53004,2,three spine stickleback,1.99217,5,
LEAR_16,7/27/2018,12/17/2018,MS,7.75147,7.53004,3,unidentified fish,0.42337,2,
LEAR_16,7/27/2018,12/17/2018,MS,7.75147,7.53004,4,unidentified invertebrates,0.36609,2,
LEAR_16,7/27/2018,12/17/2018,MS,7.75147,7.53004,5,idotea ,0.18084,2,
LEAR_16,7/27/2018,12/17/2018,MS,7.75147,7.53004,6,unidentified fish,0.16513,3,
LEAR_16,7/27/2018,12/17/2018,MS,7.75147,7.53004,7,algae,0.10823,5,
LEAR_16,7/27/2018,12/17/2018,MS,7.75147,7.53004,8,crangon,0.68049,4,
LEAR_16,7/27/2018,12/17/2018,MS,7.75147,7.53004,9,pandalus shrimp,0.31809,3,
LEAR_16,7/27/2018,12/17/2018,MS,7.75147,7.53004,10,unidentified shrimp,1.76451,2,
LEAR_16,7/27/2018,12/17/2018,MS,7.75147,7.53004,11,unidentified,1.3883,2,
LEAR_17,7/27/2018,12/17/2018,MS,5.91423,5.35845,1,unidentified fish,0.55202,2,
LEAR_17,7/27/2018,12/17/2018,MS,5.91423,5.35845,2,unidentified shrimp,0.30214,2,
LEAR_17,7/27/2018,12/17/2018,MS,5.91423,5.35845,3,unidentified ,2.77625,2,
LEAR_17,7/27/2018,12/17/2018,MS,5.91423,5.35845,4,crangon,0.08429,4,
LEAR_17,7/27/2018,12/17/2018,MS,5.91423,5.35845,5,pandalus shrimp,0.40362,4,
LEAR_17,7/27/2018,12/17/2018,MS,5.91423,5.35845,6,three spine stickleback,0.34678,4,
LEAR_17,7/27/2018,12/17/2018,MS,5.91423,5.35845,7,three spine stickleback,,4,
LEAR_17,7/27/2018,12/17/2018,MS,5.91423,5.35845,8,three spine stickleback,,4,
LEAR_17,7/27/2018,12/17/2018,MS,5.91423,5.35845,9,three spine stickleback,,4,
LEAR_17,7/27/2018,12/17/2018,MS,5.91423,5.35845,10,three spine stickleback,,4,
LEAR_17,7/27/2018,12/17/2018,MS,5.91423,5.35845,11,three spine stickleback,,4,
LEAR_17,7/27/2018,12/17/2018,MS,5.91423,5.35845,12,three spine stickleback,,4,
LEAR_17,7/27/2018,12/17/2018,MS,5.91423,5.35845,13,snake prickleback,0.87958,5,
LEAR_17,7/27/2018,12/17/2018,MS,5.91423,5.35845,14,mysidacea,0.01377,5,
LEAR_18,7/27/2018,12/17/2018,MS,0.38501,0.32228,1,idotea ,0.18159,3,
LEAR_18,7/27/2018,12/17/2018,MS,0.38501,0.32228,2,unidentified fish,0.02044,2,only a fleshy spine left 
LEAR_18,7/27/2018,12/17/2018,MS,0.38501,0.32228,3,unidentified,0.12025,2,
LEAR_19,7/27/2018,12/17/2018,MS,0.31922,0.26765,1,gammarid amphipod,0.01944,3,
LEAR_19,7/27/2018,12/17/2018,MS,0.31922,0.26765,2,unidentified,0.13635,2,
LEAR_19,7/27/2018,12/17/2018,MS,0.31922,0.26765,3,bivalve,0.11186,5,siphon
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,1,pill bug,0.8089,5,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,2,pill bug,,5,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,3,pill bug,,4,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,4,pill bug,,3,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,5,pill bug,,5,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,6,pill bug,,4,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,7,pill bug,,4,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,8,pill bug,,4,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,9,pill bug,,3,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,10,pill bug,,4,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,11,pill bug,,3,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,12,pill bug,,4,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,13,pill bug,,3,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,14,pill bug,,3,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,15,pill bug,,4,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,16,pill bug,,4,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,17,pill bug,,4,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,18,pill bug,,3,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,19,pill bug,,4,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,20,algae,0.02685,4,likely ulva
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,21,crab gateric mill,0.02035,3,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,22,dungeness crab,0.5789,5,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,23,dungeness crab,,5,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,24,dungeness crab,,4,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,25,dungeness crab,,4,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,26,pandalus shrimp,0.24351,5,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,27,bivalve,0.15638,5,siphon
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,28,gammarid amphipod,0.00389,3,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,29,unidentified,0.06998,2,
LEAR_2,6/27/2018,12/6/2018,MS,2.15934,1.91501,30,rocks,0.00625,6,
LEAR_20,7/28/2018,12/17/2018,MS,0.71682,0.70972,1,unidentified fish,0.70972,2,
LEAR_21,7/28/2018,12/17/2018,MS,0.20603,0.16788,1,gammarid amphipod,0.00153,3,only a head
LEAR_21,7/28/2018,12/17/2018,MS,0.20603,0.16788,2,gammarid amphipod,,3,only a head
LEAR_21,7/28/2018,12/17/2018,MS,0.20603,0.16788,3,gammarid amphipod,,3,only a head
LEAR_21,7/28/2018,12/17/2018,MS,0.20603,0.16788,4,gammarid amphipod,,4,whole body
LEAR_21,7/28/2018,12/17/2018,MS,0.20603,0.16788,5,snake prickleback,0.05705,3,
LEAR_21,7/28/2018,12/17/2018,MS,0.20603,0.16788,6,staghorn sculpin,0.02824,4,
LEAR_21,7/28/2018,12/17/2018,MS,0.20603,0.16788,7,unidentified,0.08106,2,
LEAR_22,7/28/2018,12/17/2018,MS,0.0884,0.07871,1,pill bug,0.01311,3,
LEAR_22,7/28/2018,12/17/2018,MS,0.0884,0.07871,2,unidentified invertebrates,0.0656,2,contains shrimp legs
LEAR_23,7/28/2018,12/18/2018,MS,2.43078,2.37882,1,pandalus shrimp,2.29162,5,
LEAR_23,7/28/2018,12/18/2018,MS,2.43078,2.37882,2,unidentified,0.0872,2,
LEAR_24,7/28/2018,12/18/2018,MS,1.70538,1.26126,1,hermit crab,0.11855,4,
LEAR_24,7/28/2018,12/18/2018,MS,1.70538,1.26126,2,hermit crab,0.17226,3,
LEAR_24,7/28/2018,12/18/2018,MS,1.70538,1.26126,3,unidentified crab,0.31729,2,likely another hemigrapsus
LEAR_24,7/28/2018,12/18/2018,MS,1.70538,1.26126,4,hemigrapsus oregonensis,0.09571,4,
LEAR_24,7/28/2018,12/18/2018,MS,1.70538,1.26126,5,staghorn sculpin,0.33445,5,
LEAR_24,7/28/2018,12/18/2018,MS,1.70538,1.26126,6,hippolyte,0.0414,4,
LEAR_24,7/28/2018,12/18/2018,MS,1.70538,1.26126,7,unidentified invertebrates,0.1816,2,
LEAR_25,7/28/2018,12/21/2018,MS,0.03347,0.02794,1,gammarid amphipod,0.00314,3,
LEAR_25,7/28/2018,12/21/2018,MS,0.03347,0.02794,2,gammarid amphipod,,3,
LEAR_25,7/28/2018,12/21/2018,MS,0.03347,0.02794,3,gammarid amphipod,,3,
LEAR_25,7/28/2018,12/21/2018,MS,0.03347,0.02794,4,gammarid amphipod,,3,
LEAR_25,7/28/2018,12/21/2018,MS,0.03347,0.02794,5,rocks,0.00174,6,
LEAR_25,7/28/2018,12/21/2018,MS,0.03347,0.02794,6,unidentified invertebrates,0.02306,2,
LEAR_26,7/28/2018,12/21/2018,MS,0.62582,0.45338,1,rocks,0.03148,6,
LEAR_26,7/28/2018,12/21/2018,MS,0.62582,0.45338,2,three spine stickleback,0.12235,4,
LEAR_26,7/28/2018,12/21/2018,MS,0.62582,0.45338,3,three spine stickleback,,4,
LEAR_26,7/28/2018,12/21/2018,MS,0.62582,0.45338,4,three spine stickleback,,4,
LEAR_26,7/28/2018,12/21/2018,MS,0.62582,0.45338,5,tubesnout,0.14983,5,
LEAR_26,7/28/2018,12/21/2018,MS,0.62582,0.45338,6,hippolyte,0.01811,4,
LEAR_26,7/28/2018,12/21/2018,MS,0.62582,0.45338,7,hippolyte,,4,
LEAR_26,7/28/2018,12/21/2018,MS,0.62582,0.45338,8,unidentified fish,0.0209,2,likely another three spine stickleback
LEAR_26,7/28/2018,12/21/2018,MS,0.62582,0.45338,9,unidentified,0.11071,2,
LEAR_27,7/28/2018,12/21/2018,MS,0.02928,0.02922,1,pill bug,0.00334,4,
LEAR_27,7/28/2018,12/21/2018,MS,0.02928,0.02922,2,unidentified invertebrates,0.01802,2,
LEAR_27,7/28/2018,12/21/2018,MS,0.02928,0.02922,3,rocks,0.00763,6,
LEAR_27,7/28/2018,12/21/2018,MS,0.02928,0.02922,4,oligochaeta,0.00023,5,
LEAR_28,7/29/2018,12/21/2018,MS,5.1011,4.58899,1,sand lance,1.86585,4,
LEAR_28,7/29/2018,12/21/2018,MS,5.1011,4.58899,2,unidentified fish,2.56089,3,these are likely sand lance because they look the same as the other fish but they had no face making it difficult to id
LEAR_28,7/29/2018,12/21/2018,MS,5.1011,4.58899,3,unidentified vertebrates,0.16225,2,
LEAR_29,7/29/2018,12/21/2018,MS,5.75765,5.39821,1,unidentified fish,5.39821,3,"seriously digested! no tails remain or jaw, eyes look large and scales are iridescent, could be a sand lance. looks like they might have been 4 individuals eaten"
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,1,annelid worm,0.04483,5,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,2,gammarid amphipod,0.0394,5,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,3,gammarid amphipod,,4,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,4,gammarid amphipod,,4,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,5,gammarid amphipod,,3,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,6,gammarid amphipod,,3,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,7,gammarid amphipod,,3,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,8,pill bug,0.19906,4,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,9,pill bug,,4,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,10,pill bug,,3,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,11,pill bug,,3,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,12,pill bug,,3,
LEAR_3,6/27/2018,12/6/2018,MS,0.9289,0.90392,13,unidentified invertebrates,0.62063,2,It looks like most of this came from the pill bugs
LEAR_30,7/29/2018,12/21/2018,MS,1.28151,1.07208,1,unidentified fish,0.2269,3,"no tail or head, long skinny body fleshy spine"
LEAR_30,7/29/2018,12/21/2018,MS,1.28151,1.07208,2,unidentified fish,0.5169,3,"no tail or head, long skinny body fleshy spine"
LEAR_30,7/29/2018,12/21/2018,MS,1.28151,1.07208,3,pandalus shrimp,0.32828,5,
LEAR_31,7/29/2018,12/31/2018,MS,0.2884,0.28729,1,unidentified fish,0.15483,2,no head iridescent scales present
LEAR_31,7/29/2018,12/31/2018,MS,0.2884,0.28729,2,unidentified,0.12507,2,
LEAR_31,7/29/2018,12/31/2018,MS,0.2884,0.28729,3,polychaete,0.00549,3,professor confirmed it was a polychaete
LEAR_31,7/29/2018,12/31/2018,MS,0.2884,0.28729,4,rocks,0.0019,6,
LEAR_32,7/29/2018,12/31/2018,MS,2.88647,2.70284,1,sand lance,2.70284,4,
LEAR_32,7/29/2018,12/31/2018,MS,2.88647,2.70284,2,sand lance,,4,
LEAR_32,7/29/2018,12/31/2018,MS,2.88647,2.70284,3,sand lance,,4,
LEAR_32,7/29/2018,12/31/2018,MS,2.88647,2.70284,4,sand lance,,4,
LEAR_33,7/29/2018,12/31/2018,MS,0.0247,0.0247,1,unidentified,0.0247,2,some scales present no bones just mushy meat
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,1,rocks,0.62339,6,a lot of rocks present
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,2,pandalus shrimp,0.13143,3,
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,3,crangon,0.60923,4,
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,4,unidentified fish,0.10272,3,"3 otoliths present, only fleshy bones left no head tail or fins"
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,5,unidentified invertebrates,0.05447,2,
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,6,unidentified,0.79744,2,
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,7,shell fragments,0.02854,5,one piece looks like a blue mussel shell
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,8,unidentified shrimp,0.04068,3,"3 faces, 2 bodies non are identifiable"
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,9,unidentified shrimp,,3,
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,10,unidentified shrimp,,3,
LEAR_34,7/29/2018,12/31/2018,MS,3.28506,2.71133,11,gastropod shell,0.32343,5,was full of fish pieces
LEAR_35,7/30/2018,1/2/2019,MS,0.07432,0.07409,1,pill bug,0.0336,5,
LEAR_35,7/30/2018,1/2/2019,MS,0.07432,0.07409,2,unidentified invertebrates,0.038,2,
LEAR_35,7/30/2018,1/2/2019,MS,0.07432,0.07409,3,algae,0.00249,5,
LEAR_36,7/30/2018,1/2/2019,MS,0.13617,0.10019,1,nereid ,0.02564,5,
LEAR_36,7/30/2018,1/2/2019,MS,0.13617,0.10019,2,telmessus,0.03299,3,
LEAR_36,7/30/2018,1/2/2019,MS,0.13617,0.10019,3,unidentified,0.03935,2,
LEAR_36,7/30/2018,1/2/2019,MS,0.13617,0.10019,4,rocks,0.0012,6,
LEAR_36,7/30/2018,1/2/2019,MS,0.13617,0.10019,5,stick,0.00101,6,
