,bay_code,bay_sample,bay_id,place_name,year,date,YYYYMMDD,trans_loc,trans_area_m2,species_common,species_scientific,species_code,death_estimate,width_mm,notes,measurers,latitude,longitude
3585,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Inside ,100,bentnose macoma ,Macoma nasuta ,,Whole,42,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3586,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Inside ,100,bentnose macoma ,Macoma nasuta ,,Whole,39,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3587,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Inside ,100,bentnose macoma ,Macoma nasuta ,,Whole,38,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3588,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Inside ,100,macoma spp,Macoma spp,CLMMAC,Sea Otter,44,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3589,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Inside ,100,macoma spp,Macoma spp,CLMMAC,Sea Otter,44,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3590,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Inside ,100,macoma spp,Macoma spp,CLMMAC,Sea Otter,39,Estimate,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3591,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Inside ,100,macoma spp,Macoma spp,CLMMAC,Sea Otter,37,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3592,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Inside ,100,macoma spp,Macoma spp,CLMMAC,Sea Otter,37,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3593,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Inside ,100,macoma spp,Macoma spp,CLMMAC,Sea Otter,40,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3594,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Inside ,100,macoma spp,Macoma spp,CLMMAC,Whole,45,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3595,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Inside ,100,macoma spp,Macoma spp,CLMMAC,Whole,36,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3596,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Edge,100,butter clam,Saxidomus gigantea ,,Sea Otter,53,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3597,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Edge,100,steamer clam,Protothaca staminea ,,Sea Otter,47,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3598,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Edge,100,steamer clam,Protothaca staminea ,,Sea Otter,45,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3599,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Edge,100,steamer clam,Protothaca staminea ,,Whole,31,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3600,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Edge,100,bentnose macoma ,Macoma nasuta ,,Whole,31,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3601,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,butter clam,Saxidomus gigantea ,,Sea Otter,57,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3602,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,butter clam,Saxidomus gigantea ,,Sea Otter,40,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3603,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,butter clam,Saxidomus gigantea ,,Whole,52,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3604,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,butter clam,Saxidomus gigantea ,,Whole,49,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3605,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,butter clam,Saxidomus gigantea ,,Whole,51,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3606,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,steamer clam,Protothaca staminea ,,Sea Otter,57,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3607,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,steamer clam,Protothaca staminea ,,Sea Otter,51,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3608,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,steamer clam,Protothaca staminea ,,Sea Otter,46,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3609,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,steamer clam,Protothaca staminea ,,Sea Otter,54,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3610,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,steamer clam,Protothaca staminea ,,Sea Otter,65,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3611,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,steamer clam,Protothaca staminea ,,Sea Otter,42,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3612,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,steamer clam,Protothaca staminea ,,Sea Otter,46,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3613,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,steamer clam,Protothaca staminea ,,Sea Otter,34,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3614,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,steamer clam,Protothaca staminea ,,Sea Otter,32,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3615,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,steamer clam,Protothaca staminea ,,Sea Otter,36,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3616,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,steamer clam,Protothaca staminea ,,Sea Otter,45,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3617,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,steamer clam,Protothaca staminea ,,Whole,57,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3618,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,steamer clam,Protothaca staminea ,,Whole,51,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3619,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,steamer clam,Protothaca staminea ,,Whole,39,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3620,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,steamer clam,Protothaca staminea ,,Whole,41,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3621,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,steamer clam,Protothaca staminea ,,Whole,65,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3622,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,steamer clam,Protothaca staminea ,,Whole,42,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3623,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,steamer clam,Protothaca staminea ,,Whole,38,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3624,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,steamer clam,Protothaca staminea ,,Whole,42,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3625,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,cockle,Clinocardium nutallii,CLAMCK,Sea Otter,51,Estimate,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3626,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,cockle,Clinocardium nutallii,CLAMCK,Sea Otter,55,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3627,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,58,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3628,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,bentnose macoma ,Macoma nasuta ,,Sea Otter,43,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3629,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,bentnose macoma ,Macoma nasuta ,,Whole,39,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3630,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,bentnose macoma ,Macoma nasuta ,,Whole,45,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3631,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,macoma spp,Macoma spp,CLMMAC,Sea Otter,30,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3632,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,macoma spp,Macoma spp,CLMMAC,Whole,38,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3633,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,macoma spp,Macoma spp,CLMMAC,Whole,36,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3634,NOSK,E,NOSK_E,Nossuk,2019,4/24/19,20190424,Outside ,100,macoma spp,Macoma spp,CLMMAC,Whole,36,,"Lia, Adri, Claire, Annie",55.70802,-133.34102
3635,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Inside ,100,butter clam,Saxidomus gigantea ,,Whole,54,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3636,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Inside ,100,steamer clam,Protothaca staminea ,,Drill,18,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3637,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Inside ,100,cockle,Clinocardium nutallii,CLAMCK,Sea Otter,67,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3638,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Inside ,100,cockle,Clinocardium nutallii,CLAMCK,Sea Otter,45,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3639,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Inside ,100,cockle,Clinocardium nutallii,CLAMCK,Sea Otter,44,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3640,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Inside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,33,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3641,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Inside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,53,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3642,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Inside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,76,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3643,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Inside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,40,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3644,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Inside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,57,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3645,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Inside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,44,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3646,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Inside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,53,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3647,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Inside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,43,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3648,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Inside ,100,bentnose macoma ,Macoma nasuta,CLAMMB,Sea Otter,56,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3649,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Inside ,100,pointed macoma,Macoma inquinata ,,Drill,36,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3650,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Inside ,100,macoma spp,Macoma spp,CLMMAC,Drill,18,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3651,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Edge,100,butter clam,Saxidomus gigantea ,,Crab,30,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3652,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Edge,100,steamer clam,Protothaca staminea ,,Whole,31,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3653,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Edge,100,cockle,Clinocardium nutallii,CLAMCK,Whole,39,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3654,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Edge,100,cockle,Clinocardium nutallii,CLAMCK,Whole,32,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3655,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Edge,100,cockle,Clinocardium nutallii,CLAMCK,Whole,54,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3656,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Edge,100,cockle,Clinocardium nutallii,CLAMCK,Whole,57,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3657,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Edge,100,cockle,Clinocardium nutallii,CLAMCK,Whole,46,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3658,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Edge,100,cockle,Clinocardium nutallii,CLAMCK,Whole,40,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3659,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Edge,100,cockle,Clinocardium nutallii,CLAMCK,Whole,44,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3660,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Edge,100,cockle,Clinocardium nutallii,CLAMCK,Whole,45,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3661,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Edge,100,cockle,Clinocardium nutallii,CLAMCK,Whole,33,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3662,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Outside ,100,butter clam,Saxidomus gigantea ,,Sea Otter,41,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3663,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Outside ,100,steamer clam,Protothaca staminea ,,Whole,46,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3664,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Outside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,65,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3665,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Outside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,41,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3666,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Outside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,66,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3667,REFU,A,REFU_A,Port Refugio,2019,5/19/19,20190519,Outside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,37,,"Lia, Lassi, Bryce, Ilya ",55.282137,-133.334028
3668,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,65,,"Lia, Bryce, Lassi",55.672389,-133.377184
3669,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,54,,"Lia, Bryce, Lassi",55.672389,-133.377184
3670,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,65,,"Lia, Bryce, Lassi",55.672389,-133.377184
3671,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,69,,"Lia, Bryce, Lassi",55.672389,-133.377184
3672,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,42,,"Lia, Bryce, Lassi",55.672389,-133.377184
3673,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,34,,"Lia, Bryce, Lassi",55.672389,-133.377184
3674,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,47,,"Lia, Bryce, Lassi",55.672389,-133.377184
3675,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,29,,"Lia, Bryce, Lassi",55.672389,-133.377184
3676,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,42,,"Lia, Bryce, Lassi",55.672389,-133.377184
3677,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,47,,"Lia, Bryce, Lassi",55.672389,-133.377184
3678,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,45,,"Lia, Bryce, Lassi",55.672389,-133.377184
3679,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,42,,"Lia, Bryce, Lassi",55.672389,-133.377184
3680,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,34,,"Lia, Bryce, Lassi",55.672389,-133.377184
3681,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Whole,40,,"Lia, Bryce, Lassi",55.672389,-133.377184
3682,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Whole,60,,"Lia, Bryce, Lassi",55.672389,-133.377184
3683,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Whole,37,,"Lia, Bryce, Lassi",55.672389,-133.377184
3684,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Whole,41,,"Lia, Bryce, Lassi",55.672389,-133.377184
3685,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Whole,52,,"Lia, Bryce, Lassi",55.672389,-133.377184
3686,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Whole,38,,"Lia, Bryce, Lassi",55.672389,-133.377184
3687,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Whole,43,,"Lia, Bryce, Lassi",55.672389,-133.377184
3688,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Whole,46,,"Lia, Bryce, Lassi",55.672389,-133.377184
3689,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Whole,42,,"Lia, Bryce, Lassi",55.672389,-133.377184
3690,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Whole,31,,"Lia, Bryce, Lassi",55.672389,-133.377184
3691,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Whole,33,,"Lia, Bryce, Lassi",55.672389,-133.377184
3692,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Whole,34,,"Lia, Bryce, Lassi",55.672389,-133.377184
3693,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Whole,36,,"Lia, Bryce, Lassi",55.672389,-133.377184
3694,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Whole,37,,"Lia, Bryce, Lassi",55.672389,-133.377184
3695,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,butter clam,Saxidomus gigantea,CLAMBU,Whole,31,,"Lia, Bryce, Lassi",55.672389,-133.377184
3696,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,steamer clam,Protothaca staminea,CLAMST,Sea Otter,35,,"Lia, Bryce, Lassi",55.672389,-133.377184
3697,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,steamer clam,Protothaca staminea,CLAMST,Sea Otter,40,,"Lia, Bryce, Lassi",55.672389,-133.377184
3698,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,steamer clam,Protothaca staminea,CLAMST,Sea Otter,34,,"Lia, Bryce, Lassi",55.672389,-133.377184
3699,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,steamer clam,Protothaca staminea,CLAMST,Sea Otter,40,,"Lia, Bryce, Lassi",55.672389,-133.377184
3700,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,steamer clam,Protothaca staminea,CLAMST,Sea Otter,48,,"Lia, Bryce, Lassi",55.672389,-133.377184
3701,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,steamer clam,Protothaca staminea,CLAMST,Sea Otter,40,,"Lia, Bryce, Lassi",55.672389,-133.377184
3702,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,steamer clam,Protothaca staminea,CLAMST,Sea Otter,36,,"Lia, Bryce, Lassi",55.672389,-133.377184
3703,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,steamer clam,Protothaca staminea,CLAMST,Sea Otter,36,,"Lia, Bryce, Lassi",55.672389,-133.377184
3704,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,steamer clam,Protothaca staminea,CLAMST,Sea Otter,32,,"Lia, Bryce, Lassi",55.672389,-133.377184
3705,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,steamer clam,Protothaca staminea,CLAMST,Sea Otter,38,,"Lia, Bryce, Lassi",55.672389,-133.377184
3706,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,steamer clam,Protothaca staminea,CLAMST,Sea Otter,47,,"Lia, Bryce, Lassi",55.672389,-133.377184
3707,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,steamer clam,Protothaca staminea,CLAMST,Sea Otter,35,,"Lia, Bryce, Lassi",55.672389,-133.377184
3708,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,steamer clam,Protothaca staminea,CLAMST,Sea Otter,35,,"Lia, Bryce, Lassi",55.672389,-133.377184
3709,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,steamer clam,Protothaca staminea,CLAMST,Sea Otter,37,,"Lia, Bryce, Lassi",55.672389,-133.377184
3710,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,steamer clam,Protothaca staminea,CLAMST,Sea Otter,40,,"Lia, Bryce, Lassi",55.672389,-133.377184
3711,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,cockle,Clinocardium nutallii,CLAMCK,Sea Otter,41,,"Lia, Bryce, Lassi",55.672389,-133.377184
3712,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,cockle,Clinocardium nutallii,CLAMCK,Sea Otter,38,,"Lia, Bryce, Lassi",55.672389,-133.377184
3713,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,cockle,Clinocardium nutallii,CLAMCK,Sea Otter,32,,"Lia, Bryce, Lassi",55.672389,-133.377184
3714,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,39,,"Lia, Bryce, Lassi",55.672389,-133.377184
3715,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,43,,"Lia, Bryce, Lassi",55.672389,-133.377184
3716,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,37,,"Lia, Bryce, Lassi",55.672389,-133.377184
3717,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,21,,"Lia, Bryce, Lassi",55.672389,-133.377184
3718,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,22,,"Lia, Bryce, Lassi",55.672389,-133.377184
3719,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,30,,"Lia, Bryce, Lassi",55.672389,-133.377184
3720,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,24,,"Lia, Bryce, Lassi",55.672389,-133.377184
3721,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,32,,"Lia, Bryce, Lassi",55.672389,-133.377184
3722,SALA,A,SALA_A,Salt Lake Bay,2019,5/5/19,20190505,Outside ,100,cockle,Clinocardium nutallii,CLAMCK,Whole,39,,"Lia, Bryce, Lassi",55.672389,-133.377184
