"","plant_ID","quadrat_ID","species","length_mm","notes","weight_g"
"603",603,44,"Zostera marina",405,"","NA"
"604",604,44,"Zostera marina",352,"","NA"
"605",605,44,"Zostera marina",376,"","NA"
"606",606,44,"Zostera marina",384,"","NA"
"607",607,44,"Zostera marina",161,"","NA"
"608",608,44,"Zostera marina",434,"","NA"
"609",609,44,"Zostera marina",196,"","NA"
"610",610,44,"Zostera marina",362,"","NA"
"611",611,44,"Zostera marina",160,"","NA"
"612",612,44,"Zostera marina",600,"","NA"
"613",613,44,"Zostera marina",395,"","NA"
"614",614,44,"Zostera marina",200,"","NA"
"615",615,44,"Zostera marina",394,"","NA"
"616",616,44,"Zostera marina",207,"","NA"
"617",617,45,"Zostera marina",171,"","NA"
"618",618,45,"Zostera marina",139,"","NA"
"619",619,45,"Zostera marina",445,"","NA"
"620",620,45,"Zostera marina",182,"","NA"
"621",621,45,"Zostera marina",190,"","NA"
"622",622,45,"Zostera marina",491,"","NA"
"623",623,45,"Zostera marina",402,"","NA"
"624",624,45,"Zostera marina",306,"","NA"
"625",625,45,"Zostera marina",323,"","NA"
"626",626,45,"Zostera marina",391,"","NA"
"627",627,45,"Zostera marina",264,"","NA"
"628",628,45,"Zostera marina",441,"","NA"
"629",629,45,"Zostera marina",355,"","NA"
"630",630,45,"Zostera marina",399,"","NA"
"631",631,45,"Zostera marina",386,"","NA"
"632",632,46,"Zostera marina",239,"","NA"
"633",633,46,"Zostera marina",343,"","NA"
"634",634,46,"Zostera marina",194,"","NA"
"635",635,46,"Zostera marina",383,"","NA"
"636",636,46,"Zostera marina",162,"","NA"
"637",637,46,"Zostera marina",454,"","NA"
"638",638,46,"Zostera marina",170,"","NA"
"639",639,46,"Zostera marina",345,"","NA"
"640",640,46,"Zostera marina",477,"","NA"
"641",641,46,"Zostera marina",381,"","NA"
"642",642,46,"Zostera marina",254,"","NA"
"643",643,46,"Zostera marina",184,"","NA"
"644",644,46,"Zostera marina",235,"","NA"
"645",645,46,"Zostera marina",123,"","NA"
"646",646,46,"Zostera marina",251,"","NA"
"647",647,47,"Zostera marina",355,"","NA"
"648",648,47,"Zostera marina",433,"","NA"
"649",649,47,"Zostera marina",241,"","NA"
"650",650,47,"Zostera marina",242,"","NA"
"651",651,47,"Zostera marina",400,"","NA"
"652",652,47,"Zostera marina",376,"","NA"
"653",653,47,"Zostera marina",252,"","NA"
"654",654,47,"Zostera marina",461,"","NA"
"655",655,47,"Zostera marina",359,"","NA"
"656",656,47,"Zostera marina",321,"","NA"
"657",657,47,"Zostera marina",302,"","NA"
"658",658,47,"Zostera marina",143,"","NA"
"659",659,47,"Zostera marina",169,"","NA"
"660",660,47,"Zostera marina",171,"","NA"
"661",661,47,"Zostera marina",232,"","NA"
"662",662,48,"Zostera marina",289,"","NA"
"663",663,48,"Zostera marina",224,"","NA"
"664",664,48,"Zostera marina",98,"","NA"
"665",665,48,"Zostera marina",288,"","NA"
"666",666,48,"Zostera marina",128,"","NA"
"667",667,48,"Zostera marina",367,"","NA"
"668",668,48,"Zostera marina",236,"","NA"
"669",669,48,"Zostera marina",273,"","NA"
"670",670,48,"Zostera marina",244,"","NA"
"671",671,48,"Zostera marina",279,"","NA"
"672",672,48,"Zostera marina",234,"","NA"
"673",673,48,"Zostera marina",291,"","NA"
"674",674,48,"Zostera marina",300,"","NA"
"675",675,48,"Zostera marina",94,"","NA"
"676",676,48,"Zostera marina",134,"","NA"
"677",677,49,"Zostera marina",218,"","NA"
"678",678,49,"Zostera marina",234,"","NA"
"679",679,49,"Zostera marina",334,"","NA"
"680",680,49,"Zostera marina",343,"","NA"
"681",681,49,"Zostera marina",203,"","NA"
"682",682,49,"Zostera marina",261,"","NA"
"683",683,49,"Zostera marina",202,"","NA"
"684",684,49,"Zostera marina",259,"","NA"
"685",685,49,"Zostera marina",384,"","NA"
"686",686,49,"Zostera marina",106,"","NA"
"687",687,49,"Zostera marina",169,"","NA"
"688",688,49,"Zostera marina",112,"","NA"
"689",689,49,"Zostera marina",287,"","NA"
"690",690,49,"Zostera marina",121,"","NA"
"691",691,49,"Zostera marina",274,"","NA"
"692",692,50,"Zostera marina",225,"","NA"
"693",693,50,"Zostera marina",412,"","NA"
"694",694,50,"Zostera marina",285,"","NA"
"695",695,50,"Zostera marina",297,"","NA"
"696",696,50,"Zostera marina",346,"","NA"
"697",697,50,"Zostera marina",137,"","NA"
"698",698,50,"Zostera marina",290,"","NA"
"699",699,50,"Zostera marina",118,"","NA"
"700",700,50,"Zostera marina",316,"","NA"
"701",701,50,"Zostera marina",184,"","NA"
"702",702,50,"Zostera marina",244,"","NA"
"703",703,50,"Zostera marina",373,"","NA"
"704",704,50,"Zostera marina",205,"","NA"
"705",705,50,"Zostera marina",336,"","NA"
"706",706,50,"Zostera marina",163,"","NA"
"707",707,51,"Zostera marina",377,"","NA"
"708",708,51,"Zostera marina",242,"","NA"
"709",709,51,"Zostera marina",470,"","NA"
"710",710,51,"Zostera marina",316,"","NA"
"711",711,51,"Zostera marina",303,"","NA"
"712",712,51,"Zostera marina",381,"","NA"
"713",713,51,"Zostera marina",326,"","NA"
"714",714,51,"Zostera marina",311,"","NA"
"715",715,51,"Zostera marina",186,"","NA"
"716",716,51,"Zostera marina",463,"","NA"
"717",717,51,"Zostera marina",321,"","NA"
"718",718,51,"Zostera marina",319,"","NA"
"719",719,51,"Zostera marina",261,"","NA"
"720",720,51,"Zostera marina",462,"","NA"
"721",721,51,"Zostera marina",299,"","NA"
"722",722,52,"Zostera marina",406,"","NA"
"723",723,52,"Zostera marina",417,"","NA"
"724",724,52,"Zostera marina",446,"","NA"
"725",725,52,"Zostera marina",480,"","NA"
"726",726,52,"Zostera marina",372,"","NA"
"727",727,52,"Zostera marina",317,"","NA"
"728",728,52,"Zostera marina",324,"","NA"
"729",729,52,"Zostera marina",356,"","NA"
"730",730,52,"Zostera marina",466,"","NA"
"731",731,52,"Zostera marina",454,"","NA"
"732",732,52,"Zostera marina",415,"","NA"
"733",733,52,"Zostera marina",393,"","NA"
"734",734,52,"Zostera marina",270,"","NA"
"735",735,52,"Zostera marina",386,"","NA"
"736",736,52,"Zostera marina",197,"","NA"
"737",737,53,"Zostera marina",353,"","NA"
"738",738,53,"Zostera marina",373,"","NA"
"739",739,53,"Zostera marina",431,"","NA"
"740",740,53,"Zostera marina",345,"","NA"
"741",741,53,"Zostera marina",286,"","NA"
"742",742,53,"Zostera marina",218,"","NA"
"743",743,53,"Zostera marina",312,"","NA"
"744",744,53,"Zostera marina",325,"","NA"
"745",745,53,"Zostera marina",423,"","NA"
"746",746,53,"Zostera marina",201,"","NA"
"747",747,53,"Zostera marina",431,"","NA"
"748",748,53,"Zostera marina",304,"","NA"
"749",749,53,"Zostera marina",395,"","NA"
"750",750,54,"Zostera marina",373,"","NA"
"751",751,54,"Zostera marina",352,"","NA"
"752",752,54,"Zostera marina",394,"","NA"
"753",753,54,"Zostera marina",426,"","NA"
"754",754,54,"Zostera marina",463,"","NA"
"755",755,54,"Zostera marina",335,"","NA"
"756",756,54,"Zostera marina",340,"","NA"
"757",757,54,"Zostera marina",411,"","NA"
"758",758,54,"Zostera marina",390,"","NA"
"759",759,54,"Zostera marina",322,"","NA"
"760",760,54,"Zostera marina",393,"","NA"
"761",761,54,"Zostera marina",166,"","NA"
"762",762,54,"Zostera marina",368,"","NA"
"763",763,54,"Zostera marina",480,"","NA"
"764",764,54,"Zostera marina",419,"","NA"
"765",765,55,"Zostera marina",424,"","NA"
"766",766,55,"Zostera marina",463,"","NA"
"767",767,55,"Zostera marina",408,"","NA"
"768",768,55,"Zostera marina",411,"","NA"
"769",769,55,"Zostera marina",183,"","NA"
"770",770,55,"Zostera marina",211,"","NA"
"771",771,55,"Zostera marina",437,"","NA"
"772",772,55,"Zostera marina",265,"","NA"
"773",773,55,"Zostera marina",204,"","NA"
"774",774,55,"Zostera marina",304,"","NA"
"775",775,55,"Zostera marina",225,"","NA"
"776",776,55,"Zostera marina",316,"","NA"
"777",777,55,"Zostera marina",242,"","NA"
"778",778,55,"Zostera marina",385,"","NA"
"779",779,55,"Zostera marina",177,"","NA"
"780",780,56,"Zostera marina",544,"","NA"
"781",781,56,"Zostera marina",467,"","NA"
"782",782,56,"Zostera marina",356,"","NA"
"783",783,56,"Zostera marina",430,"","NA"
"784",784,56,"Zostera marina",468,"","NA"
"785",785,56,"Zostera marina",452,"","NA"
"786",786,56,"Zostera marina",386,"","NA"
"787",787,56,"Zostera marina",434,"","NA"
"788",788,56,"Zostera marina",473,"","NA"
"789",789,56,"Zostera marina",492,"","NA"
"790",790,56,"Zostera marina",554,"","NA"
"791",791,56,"Zostera marina",398,"","NA"
"792",792,56,"Zostera marina",452,"","NA"
"793",793,56,"Zostera marina",451,"","NA"
"794",794,56,"Zostera marina",383,"","NA"
"795",795,57,"Zostera marina",500,"","NA"
"796",796,57,"Zostera marina",474,"","NA"
"797",797,57,"Zostera marina",545,"","NA"
"798",798,57,"Zostera marina",295,"","NA"
"799",799,57,"Zostera marina",405,"","NA"
"800",800,57,"Zostera marina",200,"","NA"
"801",801,57,"Zostera marina",405,"","NA"
"802",802,57,"Zostera marina",255,"","NA"
"803",803,57,"Zostera marina",385,"","NA"
"804",804,57,"Zostera marina",240,"","NA"
"805",805,57,"Zostera marina",295,"","NA"
"806",806,57,"Zostera marina",401,"","NA"
"807",807,57,"Zostera marina",435,"","NA"
"808",808,57,"Zostera marina",365,"","NA"
"809",809,57,"Zostera marina",265,"","NA"
"810",810,58,"Zostera marina",602,"","NA"
"811",811,58,"Zostera marina",403,"","NA"
"812",812,58,"Zostera marina",248,"","NA"
"813",813,58,"Zostera marina",583,"","NA"
"814",814,58,"Zostera marina",307,"","NA"
"815",815,58,"Zostera marina",272,"","NA"
"816",816,58,"Zostera marina",317,"","NA"
"817",817,58,"Zostera marina",601,"","NA"
"818",818,58,"Zostera marina",306,"","NA"
"819",819,58,"Zostera marina",749,"","NA"
"820",820,58,"Zostera marina",422,"","NA"
"821",821,58,"Zostera marina",537,"","NA"
"822",822,58,"Zostera marina",402,"","NA"
"823",823,58,"Zostera marina",521,"","NA"
"824",824,58,"Zostera marina",449,"","NA"
"825",825,59,"Zostera marina",574,"","NA"
"826",826,59,"Zostera marina",196,"","NA"
"827",827,59,"Zostera marina",421,"","NA"
"828",828,59,"Zostera marina",472,"","NA"
"829",829,59,"Zostera marina",169,"","NA"
"830",830,59,"Zostera marina",297,"","NA"
"831",831,59,"Zostera marina",609,"","NA"
"832",832,59,"Zostera marina",340,"","NA"
"833",833,59,"Zostera marina",686,"","NA"
"834",834,59,"Zostera marina",537,"","NA"
"835",835,59,"Zostera marina",601,"","NA"
"836",836,59,"Zostera marina",252,"","NA"
"837",837,59,"Zostera marina",514,"","NA"
"838",838,59,"Zostera marina",360,"","NA"
"839",839,59,"Zostera marina",605,"","NA"
"840",840,60,"Zostera marina",479,"","NA"
"841",841,60,"Zostera marina",574,"","NA"
"842",842,60,"Zostera marina",513,"","NA"
"843",843,60,"Zostera marina",553,"","NA"
"844",844,60,"Zostera marina",516,"","NA"
"845",845,60,"Zostera marina",798,"","NA"
"846",846,60,"Zostera marina",565,"","NA"
"847",847,60,"Zostera marina",437,"","NA"
"848",848,60,"Zostera marina",554,"","NA"
"849",849,60,"Zostera marina",421,"","NA"
"850",850,60,"Zostera marina",534,"","NA"
"851",851,60,"Zostera marina",544,"","NA"
"852",852,61,"Zostera marina",441,"","NA"
"853",853,61,"Zostera marina",245,"","NA"
"854",854,61,"Zostera marina",394,"","NA"
"855",855,61,"Zostera marina",332,"","NA"
"856",856,61,"Zostera marina",311,"","NA"
"857",857,61,"Zostera marina",465,"","NA"
"858",858,61,"Zostera marina",294,"","NA"
"859",859,61,"Zostera marina",390,"","NA"
"860",860,61,"Zostera marina",401,"","NA"
"861",861,61,"Zostera marina",413,"","NA"
"862",862,61,"Zostera marina",313,"","NA"
"863",863,61,"Zostera marina",388,"","NA"
"864",864,61,"Zostera marina",435,"","NA"
"865",865,61,"Zostera marina",374,"","NA"
"866",866,61,"Zostera marina",352,"","NA"
"867",867,62,"Zostera marina",397,"","NA"
"868",868,62,"Zostera marina",284,"","NA"
"869",869,62,"Zostera marina",508,"","NA"
"870",870,62,"Zostera marina",354,"","NA"
"871",871,62,"Zostera marina",356,"","NA"
"872",872,62,"Zostera marina",220,"","NA"
"873",873,62,"Zostera marina",442,"","NA"
"874",874,62,"Zostera marina",280,"","NA"
"875",875,62,"Zostera marina",199,"","NA"
"876",876,62,"Zostera marina",364,"","NA"
"877",877,62,"Zostera marina",466,"","NA"
"878",878,62,"Zostera marina",308,"","NA"
"879",879,62,"Zostera marina",428,"","NA"
"880",880,62,"Zostera marina",182,"","NA"
"881",881,62,"Zostera marina",300,"","NA"
"882",882,63,"Zostera marina",457,"","NA"
"883",883,63,"Zostera marina",179,"","NA"
"884",884,63,"Zostera marina",361,"","NA"
"885",885,63,"Zostera marina",364,"","NA"
"886",886,63,"Zostera marina",302,"","NA"
"887",887,63,"Zostera marina",367,"","NA"
"888",888,63,"Zostera marina",330,"","NA"
"889",889,63,"Zostera marina",342,"","NA"
"890",890,63,"Zostera marina",353,"","NA"
"891",891,63,"Zostera marina",380,"","NA"
"892",892,63,"Zostera marina",333,"","NA"
"893",893,63,"Zostera marina",341,"","NA"
"894",894,63,"Zostera marina",318,"","NA"
"895",895,63,"Zostera marina",338,"","NA"
"896",896,63,"Zostera marina",414,"","NA"
"897",897,64,"Zostera marina",432,"","NA"
"898",898,64,"Zostera marina",426,"","NA"
"899",899,64,"Zostera marina",443,"","NA"
"900",900,64,"Zostera marina",420,"","NA"
"901",901,64,"Zostera marina",395,"","NA"
"902",902,64,"Zostera marina",322,"","NA"
"903",903,64,"Zostera marina",403,"","NA"
"904",904,64,"Zostera marina",324,"","NA"
"905",905,64,"Zostera marina",384,"","NA"
"906",906,64,"Zostera marina",371,"","NA"
"907",907,64,"Zostera marina",375,"","NA"
"908",908,64,"Zostera marina",397,"","NA"
"909",909,64,"Zostera marina",202,"","NA"
"910",910,64,"Zostera marina",309,"","NA"
"911",911,64,"Zostera marina",290,"","NA"
"912",912,65,"Zostera marina",414,"","NA"
"913",913,65,"Zostera marina",340,"","NA"
"914",914,65,"Zostera marina",320,"","NA"
"915",915,65,"Zostera marina",441,"","NA"
"916",916,65,"Zostera marina",427,"","NA"
"917",917,65,"Zostera marina",417,"","NA"
"918",918,65,"Zostera marina",344,"","NA"
"919",919,65,"Zostera marina",296,"","NA"
"920",920,65,"Zostera marina",382,"","NA"
"921",921,65,"Zostera marina",477,"","NA"
"922",922,65,"Zostera marina",451,"","NA"
"923",923,65,"Zostera marina",373,"","NA"
"924",924,65,"Zostera marina",356,"","NA"
"925",925,65,"Zostera marina",240,"","NA"
"926",926,65,"Zostera marina",339,"","NA"
"927",927,66,"Zostera marina",374,"","NA"
"928",928,66,"Zostera marina",419,"","NA"
"929",929,66,"Zostera marina",396,"","NA"
"930",930,66,"Zostera marina",304,"","NA"
"931",931,66,"Zostera marina",326,"","NA"
"932",932,66,"Zostera marina",331,"","NA"
"933",933,66,"Zostera marina",362,"","NA"
"934",934,66,"Zostera marina",321,"","NA"
"935",935,66,"Zostera marina",332,"","NA"
"936",936,66,"Zostera marina",384,"","NA"
"937",937,66,"Zostera marina",390,"","NA"
"938",938,66,"Zostera marina",321,"","NA"
"939",939,66,"Zostera marina",291,"","NA"
"940",940,66,"Zostera marina",292,"","NA"
"941",941,66,"Zostera marina",339,"","NA"
"942",942,67,"Zostera marina",304,"","NA"
"943",943,67,"Zostera marina",372,"","NA"
"944",944,67,"Zostera marina",453,"","NA"
"945",945,67,"Zostera marina",434,"","NA"
"946",946,67,"Zostera marina",309,"","NA"
"947",947,67,"Zostera marina",407,"","NA"
"948",948,67,"Zostera marina",391,"","NA"
"949",949,67,"Zostera marina",294,"","NA"
"950",950,67,"Zostera marina",434,"","NA"
"951",951,67,"Zostera marina",314,"","NA"
"952",952,67,"Zostera marina",411,"","NA"
"953",953,67,"Zostera marina",422,"","NA"
"954",954,67,"Zostera marina",412,"","NA"
"955",955,67,"Zostera marina",263,"","NA"
"956",956,67,"Zostera marina",419,"","NA"
"957",957,68,"Zostera marina",501,"","NA"
"958",958,68,"Zostera marina",360,"","NA"
"959",959,68,"Zostera marina",369,"","NA"
"960",960,68,"Zostera marina",359,"","NA"
"961",961,68,"Zostera marina",442,"","NA"
"962",962,68,"Zostera marina",481,"","NA"
"963",963,68,"Zostera marina",434,"","NA"
"964",964,68,"Zostera marina",341,"","NA"
"965",965,68,"Zostera marina",331,"","NA"
"966",966,68,"Zostera marina",487,"","NA"
"967",967,68,"Zostera marina",363,"","NA"
"968",968,68,"Zostera marina",477,"","NA"
"969",969,68,"Zostera marina",335,"","NA"
"970",970,68,"Zostera marina",448,"","NA"
"971",971,68,"Zostera marina",365,"","NA"
"972",972,69,"Zostera marina",437,"","NA"
"973",973,69,"Zostera marina",344,"","NA"
"974",974,69,"Zostera marina",372,"","NA"
"975",975,69,"Zostera marina",126,"","NA"
"976",976,69,"Zostera marina",296,"","NA"
"977",977,69,"Zostera marina",161,"","NA"
"978",978,69,"Zostera marina",372,"","NA"
"979",979,69,"Zostera marina",337,"","NA"
"980",980,69,"Zostera marina",420,"","NA"
"981",981,69,"Zostera marina",374,"","NA"
"982",982,69,"Zostera marina",327,"","NA"
"983",983,69,"Zostera marina",276,"","NA"
"984",984,69,"Zostera marina",281,"","NA"
"985",985,69,"Zostera marina",447,"","NA"
"986",986,69,"Zostera marina",247,"","NA"
"987",987,70,"Zostera marina",362,"","NA"
"988",988,70,"Zostera marina",366,"","NA"
"989",989,70,"Zostera marina",427,"","NA"
"990",990,70,"Zostera marina",412,"","NA"
"991",991,70,"Zostera marina",157,"","NA"
"992",992,70,"Zostera marina",426,"","NA"
"993",993,70,"Zostera marina",456,"","NA"
"994",994,70,"Zostera marina",397,"","NA"
"995",995,70,"Zostera marina",231,"","NA"
"996",996,70,"Zostera marina",447,"","NA"
"997",997,70,"Zostera marina",418,"","NA"
"998",998,70,"Zostera marina",382,"","NA"
"999",999,70,"Zostera marina",342,"","NA"
"1000",1000,70,"Zostera marina",269,"","NA"
"1001",1001,70,"Zostera marina",352,"","NA"
"1002",1002,71,"Zostera marina",626,"","NA"
"1003",1003,71,"Zostera marina",333,"","NA"
"1004",1004,71,"Zostera marina",425,"","NA"
"1005",1005,71,"Zostera marina",579,"","NA"
"1006",1006,71,"Zostera marina",638,"","NA"
"1007",1007,71,"Zostera marina",392,"","NA"
"1008",1008,71,"Zostera marina",641,"","NA"
"1009",1009,71,"Zostera marina",425,"","NA"
"1010",1010,71,"Zostera marina",391,"","NA"
"1011",1011,71,"Zostera marina",405,"","NA"
"1012",1012,71,"Zostera marina",498,"","NA"
"1013",1013,71,"Zostera marina",365,"","NA"
"1014",1014,71,"Zostera marina",479,"","NA"
"1015",1015,71,"Zostera marina",225,"","NA"
"1016",1016,71,"Zostera marina",630,"","NA"
"1017",1017,72,"Zostera marina",646,"","NA"
"1018",1018,72,"Zostera marina",514,"","NA"
"1019",1019,72,"Zostera marina",577,"","NA"
"1020",1020,72,"Zostera marina",606,"","NA"
"1021",1021,72,"Zostera marina",552,"","NA"
"1022",1022,72,"Zostera marina",394,"","NA"
"1023",1023,72,"Zostera marina",577,"","NA"
"1024",1024,72,"Zostera marina",348,"","NA"
"1025",1025,72,"Zostera marina",167,"","NA"
"1026",1026,72,"Zostera marina",622,"","NA"
"1027",1027,72,"Zostera marina",521,"","NA"
"1028",1028,72,"Zostera marina",482,"","NA"
"1029",1029,72,"Zostera marina",365,"","NA"
"1030",1030,72,"Zostera marina",522,"","NA"
"1031",1031,72,"Zostera marina",534,"","NA"
"1032",1032,73,"Zostera marina",522,"","NA"
"1033",1033,73,"Zostera marina",321,"","NA"
"1034",1034,73,"Zostera marina",545,"","NA"
"1035",1035,73,"Zostera marina",352,"","NA"
"1036",1036,73,"Zostera marina",596,"","NA"
"1037",1037,73,"Zostera marina",545,"","NA"
"1038",1038,73,"Zostera marina",562,"","NA"
"1039",1039,73,"Zostera marina",642,"","NA"
"1040",1040,73,"Zostera marina",618,"","NA"
"1041",1041,73,"Zostera marina",583,"","NA"
"1042",1042,73,"Zostera marina",452,"","NA"
"1043",1043,73,"Zostera marina",443,"","NA"
"1044",1044,73,"Zostera marina",558,"","NA"
"1045",1045,73,"Zostera marina",458,"","NA"
"1046",1046,73,"Zostera marina",400,"","NA"
"1047",1047,74,"Zostera marina",663,"","NA"
"1048",1048,74,"Zostera marina",316,"","NA"
"1049",1049,74,"Zostera marina",705,"","NA"
"1050",1050,74,"Zostera marina",508,"","NA"
"1051",1051,74,"Zostera marina",659,"","NA"
"1052",1052,74,"Zostera marina",482,"","NA"
"1053",1053,74,"Zostera marina",524,"","NA"
"1054",1054,74,"Zostera marina",750,"","NA"
"1055",1055,74,"Zostera marina",467,"","NA"
"1056",1056,74,"Zostera marina",626,"","NA"
"1057",1057,74,"Zostera marina",438,"","NA"
"1058",1058,74,"Zostera marina",773,"","NA"
"1059",1059,74,"Zostera marina",583,"","NA"
"1060",1060,74,"Zostera marina",261,"","NA"
"1061",1061,74,"Zostera marina",516,"","NA"
"1062",1062,75,"Zostera marina",536,"","NA"
"1063",1063,75,"Zostera marina",485,"","NA"
"1064",1064,75,"Zostera marina",392,"","NA"
"1065",1065,75,"Zostera marina",451,"","NA"
"1066",1066,75,"Zostera marina",286,"","NA"
"1067",1067,75,"Zostera marina",540,"","NA"
"1068",1068,75,"Zostera marina",728,"","NA"
"1069",1069,75,"Zostera marina",527,"","NA"
"1070",1070,75,"Zostera marina",225,"","NA"
"1071",1071,75,"Zostera marina",627,"","NA"
"1072",1072,75,"Zostera marina",481,"","NA"
"1073",1073,75,"Zostera marina",419,"","NA"
"1074",1074,75,"Zostera marina",293,"","NA"
"1075",1075,75,"Zostera marina",515,"","NA"
"1076",1076,75,"Zostera marina",164,"","NA"
"1077",1077,76,"Zostera marina",535,"","NA"
"1078",1078,76,"Zostera marina",700,"","NA"
"1079",1079,76,"Zostera marina",805,"","NA"
"1080",1080,76,"Zostera marina",650,"","NA"
"1081",1081,76,"Zostera marina",660,"","NA"
"1082",1082,76,"Zostera marina",346,"","NA"
"1083",1083,76,"Zostera marina",290,"","NA"
"1084",1084,76,"Zostera marina",435,"","NA"
"1085",1085,76,"Zostera marina",544,"","NA"
"1086",1086,76,"Zostera marina",571,"","NA"
"1087",1087,76,"Zostera marina",136,"","NA"
"1088",1088,76,"Zostera marina",653,"","NA"
"1089",1089,76,"Zostera marina",287,"","NA"
"1090",1090,76,"Zostera marina",282,"","NA"
"1091",1091,76,"Zostera marina",690,"","NA"
"1092",1092,77,"Zostera marina",514,"","NA"
"1093",1093,77,"Zostera marina",649,"","NA"
"1094",1094,77,"Zostera marina",240,"","NA"
"1095",1095,77,"Zostera marina",790,"","NA"
"1096",1096,77,"Zostera marina",410,"","NA"
"1097",1097,77,"Zostera marina",328,"","NA"
"1098",1098,77,"Zostera marina",428,"","NA"
"1099",1099,77,"Zostera marina",357,"","NA"
"1100",1100,77,"Zostera marina",659,"","NA"
"1101",1101,77,"Zostera marina",548,"","NA"
"1102",1102,77,"Zostera marina",453,"","NA"
"1103",1103,77,"Zostera marina",762,"","NA"
"1104",1104,77,"Zostera marina",428,"","NA"
"1105",1105,77,"Zostera marina",279,"","NA"
"1106",1106,77,"Zostera marina",275,"","NA"
"1107",1107,78,"Zostera marina",693,"","NA"
"1108",1108,78,"Zostera marina",285,"","NA"
"1109",1109,78,"Zostera marina",257,"","NA"
"1110",1110,78,"Zostera marina",553,"","NA"
"1111",1111,78,"Zostera marina",750,"","NA"
"1112",1112,78,"Zostera marina",703,"","NA"
"1113",1113,78,"Zostera marina",481,"","NA"
"1114",1114,78,"Zostera marina",395,"","NA"
"1115",1115,78,"Zostera marina",526,"","NA"
"1116",1116,78,"Zostera marina",411,"","NA"
"1117",1117,78,"Zostera marina",568,"","NA"
"1118",1118,78,"Zostera marina",667,"","NA"
"1119",1119,78,"Zostera marina",405,"","NA"
"1120",1120,78,"Zostera marina",211,"","NA"
"1121",1121,78,"Zostera marina",190,"","NA"
"1122",1122,79,"Zostera marina",868,"","NA"
"1123",1123,79,"Zostera marina",903,"","NA"
"1124",1124,79,"Zostera marina",869,"","NA"
"1125",1125,79,"Zostera marina",535,"","NA"
"1126",1126,79,"Zostera marina",506,"","NA"
"1127",1127,79,"Zostera marina",424,"","NA"
"1128",1128,79,"Zostera marina",444,"","NA"
"1129",1129,79,"Zostera marina",395,"","NA"
"1130",1130,79,"Zostera marina",445,"","NA"
"1131",1131,79,"Zostera marina",539,"","NA"
"1132",1132,79,"Zostera marina",862,"","NA"
"1133",1133,79,"Zostera marina",536,"","NA"
"1134",1134,79,"Zostera marina",952,"","NA"
"1135",1135,79,"Zostera marina",665,"","NA"
"1136",1136,79,"Zostera marina",224,"","NA"
"1137",1137,80,"Zostera marina",385,"","NA"
"1138",1138,80,"Zostera marina",240,"","NA"
"1139",1139,80,"Zostera marina",213,"","NA"
"1140",1140,80,"Zostera marina",466,"","NA"
"1141",1141,80,"Zostera marina",159,"","NA"
"1142",1142,80,"Zostera marina",445,"","NA"
"1143",1143,80,"Zostera marina",562,"","NA"
"1144",1144,80,"Zostera marina",369,"","NA"
"1145",1145,80,"Zostera marina",467,"","NA"
"1146",1146,80,"Zostera marina",566,"","NA"
"1147",1147,80,"Zostera marina",483,"","NA"
"1148",1148,80,"Zostera marina",519,"","NA"
"1149",1149,80,"Zostera marina",497,"","NA"
"1150",1150,80,"Zostera marina",294,"","NA"
"1151",1151,80,"Zostera marina",249,"","NA"
"1152",1152,80,"Zostera marina",443,"","NA"
"1153",1153,80,"Zostera marina",447,"","NA"
"1154",1154,81,"Zostera marina",427,"","NA"
"1155",1155,81,"Zostera marina",488,"","NA"
"1156",1156,81,"Zostera marina",557,"","NA"
"1157",1157,81,"Zostera marina",417,"","NA"
"1158",1158,81,"Zostera marina",300,"","NA"
"1159",1159,81,"Zostera marina",184,"","NA"
"1160",1160,81,"Zostera marina",344,"","NA"
"1161",1161,81,"Zostera marina",202,"","NA"
"1162",1162,81,"Zostera marina",513,"","NA"
"1163",1163,81,"Zostera marina",342,"","NA"
"1164",1164,81,"Zostera marina",336,"","NA"
"1165",1165,81,"Zostera marina",182,"","NA"
"1166",1166,81,"Zostera marina",437,"","NA"
"1167",1167,81,"Zostera marina",513,"","NA"
"1168",1168,81,"Zostera marina",414,"","NA"
"1169",1169,82,"Zostera marina",573,"","NA"
"1170",1170,82,"Zostera marina",589,"","NA"
"1171",1171,82,"Zostera marina",581,"","NA"
"1172",1172,82,"Zostera marina",679,"","NA"
"1173",1173,82,"Zostera marina",456,"","NA"
"1174",1174,82,"Zostera marina",524,"","NA"
"1175",1175,82,"Zostera marina",649,"","NA"
"1176",1176,82,"Zostera marina",494,"","NA"
"1177",1177,82,"Zostera marina",748,"","NA"
"1178",1178,82,"Zostera marina",745,"","NA"
"1179",1179,82,"Zostera marina",753,"","NA"
"1180",1180,82,"Zostera marina",432,"","NA"
"1181",1181,82,"Zostera marina",662,"","NA"
"1182",1182,82,"Zostera marina",673,"","NA"
"1183",1183,82,"Zostera marina",677,"","NA"
"1184",1184,83,"Zostera marina",566,"","NA"
"1185",1185,83,"Zostera marina",399,"","NA"
"1186",1186,83,"Zostera marina",414,"","NA"
"1187",1187,83,"Zostera marina",599,"","NA"
"1188",1188,83,"Zostera marina",437,"","NA"
"1189",1189,83,"Zostera marina",375,"","NA"
"1190",1190,83,"Zostera marina",396,"","NA"
"1191",1191,83,"Zostera marina",556,"","NA"
"1192",1192,83,"Zostera marina",540,"","NA"
