"","plant_ID","quadrat_ID","species","length"
"818",818,58,"Zostera marina",306
"819",819,58,"Zostera marina",749
"820",820,58,"Zostera marina",422
"821",821,58,"Zostera marina",537
"822",822,58,"Zostera marina",402
"823",823,58,"Zostera marina",521
"824",824,58,"Zostera marina",449
"825",825,59,"Zostera marina",574
"826",826,59,"Zostera marina",196
"827",827,59,"Zostera marina",421
"828",828,59,"Zostera marina",472
"829",829,59,"Zostera marina",169
"830",830,59,"Zostera marina",297
"831",831,59,"Zostera marina",609
"832",832,59,"Zostera marina",340
"833",833,59,"Zostera marina",686
"834",834,59,"Zostera marina",537
"835",835,59,"Zostera marina",601
"836",836,59,"Zostera marina",252
"837",837,59,"Zostera marina",514
"838",838,59,"Zostera marina",360
"839",839,59,"Zostera marina",605
"840",840,60,"Zostera marina",479
"841",841,60,"Zostera marina",574
"842",842,60,"Zostera marina",513
"843",843,60,"Zostera marina",553
"844",844,60,"Zostera marina",516
"845",845,60,"Zostera marina",798
"846",846,60,"Zostera marina",565
"847",847,60,"Zostera marina",437
"848",848,60,"Zostera marina",554
"849",849,60,"Zostera marina",421
"850",850,60,"Zostera marina",534
"851",851,60,"Zostera marina",544
"852",852,61,"Zostera marina",441
"853",853,61,"Zostera marina",245
"854",854,61,"Zostera marina",394
"855",855,61,"Zostera marina",332
"856",856,61,"Zostera marina",311
"857",857,61,"Zostera marina",465
"858",858,61,"Zostera marina",294
"859",859,61,"Zostera marina",390
"860",860,61,"Zostera marina",401
"861",861,61,"Zostera marina",413
"862",862,61,"Zostera marina",313
"863",863,61,"Zostera marina",388
"864",864,61,"Zostera marina",435
"865",865,61,"Zostera marina",374
"866",866,61,"Zostera marina",352
"867",867,62,"Zostera marina",397
"868",868,62,"Zostera marina",284
"869",869,62,"Zostera marina",508
"870",870,62,"Zostera marina",354
"871",871,62,"Zostera marina",356
"872",872,62,"Zostera marina",220
"873",873,62,"Zostera marina",442
"874",874,62,"Zostera marina",280
"875",875,62,"Zostera marina",199
"876",876,62,"Zostera marina",364
"877",877,62,"Zostera marina",466
"878",878,62,"Zostera marina",308
"879",879,62,"Zostera marina",428
"880",880,62,"Zostera marina",182
"881",881,62,"Zostera marina",300
"882",882,63,"Zostera marina",457
"883",883,63,"Zostera marina",179
"884",884,63,"Zostera marina",361
"885",885,63,"Zostera marina",364
"886",886,63,"Zostera marina",302
"887",887,63,"Zostera marina",367
"888",888,63,"Zostera marina",330
"889",889,63,"Zostera marina",342
"890",890,63,"Zostera marina",353
"891",891,63,"Zostera marina",380
"892",892,63,"Zostera marina",333
"893",893,63,"Zostera marina",341
"894",894,63,"Zostera marina",318
"895",895,63,"Zostera marina",338
"896",896,63,"Zostera marina",414
"897",897,64,"Zostera marina",432
"898",898,64,"Zostera marina",426
"899",899,64,"Zostera marina",443
"900",900,64,"Zostera marina",420
"901",901,64,"Zostera marina",395
"902",902,64,"Zostera marina",322
"903",903,64,"Zostera marina",403
"904",904,64,"Zostera marina",324
"905",905,64,"Zostera marina",384
"906",906,64,"Zostera marina",371
"907",907,64,"Zostera marina",375
"908",908,64,"Zostera marina",397
"909",909,64,"Zostera marina",202
"910",910,64,"Zostera marina",309
"911",911,64,"Zostera marina",290
"912",912,65,"Zostera marina",414
"913",913,65,"Zostera marina",340
"914",914,65,"Zostera marina",320
"915",915,65,"Zostera marina",441
"916",916,65,"Zostera marina",427
"917",917,65,"Zostera marina",417
"918",918,65,"Zostera marina",344
"919",919,65,"Zostera marina",296
"920",920,65,"Zostera marina",382
"921",921,65,"Zostera marina",477
"922",922,65,"Zostera marina",451
"923",923,65,"Zostera marina",373
"924",924,65,"Zostera marina",356
"925",925,65,"Zostera marina",240
"926",926,65,"Zostera marina",339
"927",927,66,"Zostera marina",374
"928",928,66,"Zostera marina",419
"929",929,66,"Zostera marina",396
"930",930,66,"Zostera marina",304
"931",931,66,"Zostera marina",326
"932",932,66,"Zostera marina",331
"933",933,66,"Zostera marina",362
"934",934,66,"Zostera marina",321
"935",935,66,"Zostera marina",332
"936",936,66,"Zostera marina",384
"937",937,66,"Zostera marina",390
"938",938,66,"Zostera marina",321
"939",939,66,"Zostera marina",291
"940",940,66,"Zostera marina",292
"941",941,66,"Zostera marina",339
"942",942,67,"Zostera marina",304
"943",943,67,"Zostera marina",372
"944",944,67,"Zostera marina",453
"945",945,67,"Zostera marina",434
"946",946,67,"Zostera marina",309
"947",947,67,"Zostera marina",407
"948",948,67,"Zostera marina",391
"949",949,67,"Zostera marina",294
"950",950,67,"Zostera marina",434
"951",951,67,"Zostera marina",314
"952",952,67,"Zostera marina",411
"953",953,67,"Zostera marina",422
"954",954,67,"Zostera marina",412
"955",955,67,"Zostera marina",263
"956",956,67,"Zostera marina",419
"957",957,68,"Zostera marina",501
"958",958,68,"Zostera marina",360
"959",959,68,"Zostera marina",369
"960",960,68,"Zostera marina",359
"961",961,68,"Zostera marina",442
"962",962,68,"Zostera marina",481
"963",963,68,"Zostera marina",434
"964",964,68,"Zostera marina",341
"965",965,68,"Zostera marina",331
"966",966,68,"Zostera marina",487
"967",967,68,"Zostera marina",363
"968",968,68,"Zostera marina",477
"969",969,68,"Zostera marina",335
"970",970,68,"Zostera marina",448
"971",971,68,"Zostera marina",365
"972",972,69,"Zostera marina",437
"973",973,69,"Zostera marina",344
"974",974,69,"Zostera marina",372
"975",975,69,"Zostera marina",126
"976",976,69,"Zostera marina",296
"977",977,69,"Zostera marina",161
"978",978,69,"Zostera marina",372
"979",979,69,"Zostera marina",337
"980",980,69,"Zostera marina",420
"981",981,69,"Zostera marina",374
"982",982,69,"Zostera marina",327
"983",983,69,"Zostera marina",276
"984",984,69,"Zostera marina",281
"985",985,69,"Zostera marina",447
"986",986,69,"Zostera marina",247
"987",987,70,"Zostera marina",362
"988",988,70,"Zostera marina",366
"989",989,70,"Zostera marina",427
"990",990,70,"Zostera marina",412
"991",991,70,"Zostera marina",157
"992",992,70,"Zostera marina",426
"993",993,70,"Zostera marina",456
"994",994,70,"Zostera marina",397
"995",995,70,"Zostera marina",231
"996",996,70,"Zostera marina",447
"997",997,70,"Zostera marina",418
"998",998,70,"Zostera marina",382
"999",999,70,"Zostera marina",342
"1000",1000,70,"Zostera marina",269
"1001",1001,70,"Zostera marina",352
"1002",1002,71,"Zostera marina",626
"1003",1003,71,"Zostera marina",333
"1004",1004,71,"Zostera marina",425
"1005",1005,71,"Zostera marina",579
"1006",1006,71,"Zostera marina",638
"1007",1007,71,"Zostera marina",392
"1008",1008,71,"Zostera marina",641
"1009",1009,71,"Zostera marina",425
"1010",1010,71,"Zostera marina",391
"1011",1011,71,"Zostera marina",405
"1012",1012,71,"Zostera marina",498
"1013",1013,71,"Zostera marina",365
"1014",1014,71,"Zostera marina",479
"1015",1015,71,"Zostera marina",225
"1016",1016,71,"Zostera marina",630
"1017",1017,72,"Zostera marina",646
"1018",1018,72,"Zostera marina",514
"1019",1019,72,"Zostera marina",577
"1020",1020,72,"Zostera marina",606
"1021",1021,72,"Zostera marina",552
"1022",1022,72,"Zostera marina",394
"1023",1023,72,"Zostera marina",577
"1024",1024,72,"Zostera marina",348
"1025",1025,72,"Zostera marina",167
"1026",1026,72,"Zostera marina",622
"1027",1027,72,"Zostera marina",521
"1028",1028,72,"Zostera marina",482
"1029",1029,72,"Zostera marina",365
"1030",1030,72,"Zostera marina",522
"1031",1031,72,"Zostera marina",534
"1032",1032,73,"Zostera marina",522
"1033",1033,73,"Zostera marina",321
"1034",1034,73,"Zostera marina",545
"1035",1035,73,"Zostera marina",352
"1036",1036,73,"Zostera marina",596
"1037",1037,73,"Zostera marina",545
"1038",1038,73,"Zostera marina",562
"1039",1039,73,"Zostera marina",642
"1040",1040,73,"Zostera marina",618
"1041",1041,73,"Zostera marina",583
"1042",1042,73,"Zostera marina",452
"1043",1043,73,"Zostera marina",443
"1044",1044,73,"Zostera marina",558
"1045",1045,73,"Zostera marina",458
"1046",1046,73,"Zostera marina",400
"1047",1047,74,"Zostera marina",663
"1048",1048,74,"Zostera marina",316
"1049",1049,74,"Zostera marina",705
"1050",1050,74,"Zostera marina",508
"1051",1051,74,"Zostera marina",659
"1052",1052,74,"Zostera marina",482
"1053",1053,74,"Zostera marina",524
"1054",1054,74,"Zostera marina",750
"1055",1055,74,"Zostera marina",467
"1056",1056,74,"Zostera marina",626
"1057",1057,74,"Zostera marina",438
"1058",1058,74,"Zostera marina",773
"1059",1059,74,"Zostera marina",583
"1060",1060,74,"Zostera marina",261
"1061",1061,74,"Zostera marina",516
"1062",1062,75,"Zostera marina",536
"1063",1063,75,"Zostera marina",485
"1064",1064,75,"Zostera marina",392
"1065",1065,75,"Zostera marina",451
"1066",1066,75,"Zostera marina",286
"1067",1067,75,"Zostera marina",540
"1068",1068,75,"Zostera marina",728
"1069",1069,75,"Zostera marina",527
"1070",1070,75,"Zostera marina",225
"1071",1071,75,"Zostera marina",627
"1072",1072,75,"Zostera marina",481
"1073",1073,75,"Zostera marina",419
"1074",1074,75,"Zostera marina",293
"1075",1075,75,"Zostera marina",515
"1076",1076,75,"Zostera marina",164
"1077",1077,76,"Zostera marina",535
"1078",1078,76,"Zostera marina",700
"1079",1079,76,"Zostera marina",805
"1080",1080,76,"Zostera marina",650
"1081",1081,76,"Zostera marina",660
"1082",1082,76,"Zostera marina",346
"1083",1083,76,"Zostera marina",290
"1084",1084,76,"Zostera marina",435
"1085",1085,76,"Zostera marina",544
"1086",1086,76,"Zostera marina",571
"1087",1087,76,"Zostera marina",136
"1088",1088,76,"Zostera marina",653
"1089",1089,76,"Zostera marina",287
"1090",1090,76,"Zostera marina",282
"1091",1091,76,"Zostera marina",690
"1092",1092,77,"Zostera marina",514
"1093",1093,77,"Zostera marina",649
"1094",1094,77,"Zostera marina",240
"1095",1095,77,"Zostera marina",790
"1096",1096,77,"Zostera marina",410
"1097",1097,77,"Zostera marina",328
"1098",1098,77,"Zostera marina",428
"1099",1099,77,"Zostera marina",357
"1100",1100,77,"Zostera marina",659
"1101",1101,77,"Zostera marina",548
"1102",1102,77,"Zostera marina",453
"1103",1103,77,"Zostera marina",762
"1104",1104,77,"Zostera marina",428
"1105",1105,77,"Zostera marina",279
"1106",1106,77,"Zostera marina",275
"1107",1107,78,"Zostera marina",693
"1108",1108,78,"Zostera marina",285
"1109",1109,78,"Zostera marina",257
"1110",1110,78,"Zostera marina",553
"1111",1111,78,"Zostera marina",750
"1112",1112,78,"Zostera marina",703
"1113",1113,78,"Zostera marina",481
"1114",1114,78,"Zostera marina",395
"1115",1115,78,"Zostera marina",526
"1116",1116,78,"Zostera marina",411
"1117",1117,78,"Zostera marina",568
"1118",1118,78,"Zostera marina",667
"1119",1119,78,"Zostera marina",405
"1120",1120,78,"Zostera marina",211
"1121",1121,78,"Zostera marina",190
"1122",1122,79,"Zostera marina",868
"1123",1123,79,"Zostera marina",903
"1124",1124,79,"Zostera marina",869
"1125",1125,79,"Zostera marina",535
"1126",1126,79,"Zostera marina",506
"1127",1127,79,"Zostera marina",424
"1128",1128,79,"Zostera marina",444
"1129",1129,79,"Zostera marina",395
"1130",1130,79,"Zostera marina",445
"1131",1131,79,"Zostera marina",539
"1132",1132,79,"Zostera marina",862
"1133",1133,79,"Zostera marina",536
"1134",1134,79,"Zostera marina",952
"1135",1135,79,"Zostera marina",665
"1136",1136,79,"Zostera marina",224
"1137",1137,80,"Zostera marina",385
"1138",1138,80,"Zostera marina",240
"1139",1139,80,"Zostera marina",213
"1140",1140,80,"Zostera marina",466
"1141",1141,80,"Zostera marina",159
"1142",1142,80,"Zostera marina",445
"1143",1143,80,"Zostera marina",562
"1144",1144,80,"Zostera marina",369
"1145",1145,80,"Zostera marina",467
"1146",1146,80,"Zostera marina",566
"1147",1147,80,"Zostera marina",483
"1148",1148,80,"Zostera marina",519
"1149",1149,80,"Zostera marina",497
"1150",1150,80,"Zostera marina",294
"1151",1151,80,"Zostera marina",249
"1152",1152,80,"Zostera marina",443
"1153",1153,80,"Zostera marina",447
"1154",1154,81,"Zostera marina",427
"1155",1155,81,"Zostera marina",488
"1156",1156,81,"Zostera marina",557
"1157",1157,81,"Zostera marina",417
"1158",1158,81,"Zostera marina",300
"1159",1159,81,"Zostera marina",184
"1160",1160,81,"Zostera marina",344
"1161",1161,81,"Zostera marina",202
"1162",1162,81,"Zostera marina",513
"1163",1163,81,"Zostera marina",342
"1164",1164,81,"Zostera marina",336
"1165",1165,81,"Zostera marina",182
"1166",1166,81,"Zostera marina",437
"1167",1167,81,"Zostera marina",513
"1168",1168,81,"Zostera marina",414
"1169",1169,82,"Zostera marina",573
"1170",1170,82,"Zostera marina",589
"1171",1171,82,"Zostera marina",581
"1172",1172,82,"Zostera marina",679
"1173",1173,82,"Zostera marina",456
"1174",1174,82,"Zostera marina",524
"1175",1175,82,"Zostera marina",649
"1176",1176,82,"Zostera marina",494
"1177",1177,82,"Zostera marina",748
"1178",1178,82,"Zostera marina",745
"1179",1179,82,"Zostera marina",753
"1180",1180,82,"Zostera marina",432
"1181",1181,82,"Zostera marina",662
"1182",1182,82,"Zostera marina",673
"1183",1183,82,"Zostera marina",677
"1184",1184,83,"Zostera marina",566
"1185",1185,83,"Zostera marina",399
"1186",1186,83,"Zostera marina",414
"1187",1187,83,"Zostera marina",599
"1188",1188,83,"Zostera marina",437
"1189",1189,83,"Zostera marina",375
"1190",1190,83,"Zostera marina",396
"1191",1191,83,"Zostera marina",556
"1192",1192,83,"Zostera marina",540
"1193",1193,83,"Zostera marina",230
"1194",1194,83,"Zostera marina",477
"1195",1195,83,"Zostera marina",372
"1196",1196,83,"Zostera marina",471
"1197",1197,83,"Zostera marina",650
"1198",1198,83,"Zostera marina",254
"1199",1199,84,"Zostera marina",721
"1200",1200,84,"Zostera marina",789
"1201",1201,84,"Zostera marina",579
"1202",1202,84,"Zostera marina",704
"1203",1203,84,"Zostera marina",235
"1204",1204,84,"Zostera marina",496
"1205",1205,84,"Zostera marina",614
"1206",1206,84,"Zostera marina",795
"1207",1207,84,"Zostera marina",655
"1208",1208,84,"Zostera marina",535
"1209",1209,84,"Zostera marina",390
"1210",1210,84,"Zostera marina",691
"1211",1211,84,"Zostera marina",236
"1212",1212,84,"Zostera marina",521
"1213",1213,84,"Zostera marina",446
"1214",1214,85,"Zostera marina",374
"1215",1215,85,"Zostera marina",622
"1216",1216,85,"Zostera marina",347
"1217",1217,85,"Zostera marina",354
"1218",1218,85,"Zostera marina",392
"1219",1219,85,"Zostera marina",391
"1220",1220,85,"Zostera marina",379
"1221",1221,85,"Zostera marina",344
"1222",1222,85,"Zostera marina",499
"1223",1223,85,"Zostera marina",632
"1224",1224,85,"Zostera marina",369
"1225",1225,85,"Zostera marina",504
"1226",1226,85,"Zostera marina",334
"1227",1227,85,"Zostera marina",355
"1228",1228,85,"Zostera marina",383
"1229",1229,86,"Zostera marina",531
"1230",1230,86,"Zostera marina",540
"1231",1231,86,"Zostera marina",563
"1232",1232,86,"Zostera marina",642
"1233",1233,86,"Zostera marina",712
"1234",1234,86,"Zostera marina",591
"1235",1235,86,"Zostera marina",557
"1236",1236,86,"Zostera marina",652
"1237",1237,86,"Zostera marina",472
"1238",1238,86,"Zostera marina",432
"1239",1239,86,"Zostera marina",352
"1240",1240,86,"Zostera marina",509
"1241",1241,86,"Zostera marina",193
"1242",1242,86,"Zostera marina",461
"1243",1243,86,"Zostera marina",291
"1244",1244,87,"Zostera marina",212
"1245",1245,87,"Zostera marina",263
"1246",1246,87,"Zostera marina",320
"1247",1247,87,"Zostera marina",371
"1248",1248,87,"Zostera marina",591
"1249",1249,87,"Zostera marina",444
"1250",1250,87,"Zostera marina",508
"1251",1251,87,"Zostera marina",598
"1252",1252,87,"Zostera marina",381
"1253",1253,87,"Zostera marina",685
"1254",1254,87,"Zostera marina",451
"1255",1255,87,"Zostera marina",572
"1256",1256,87,"Zostera marina",313
"1257",1257,87,"Zostera marina",372
"1258",1258,87,"Zostera marina",229
"1259",1259,88,"Zostera marina",424
"1260",1260,88,"Zostera marina",711
"1261",1261,88,"Zostera marina",301
"1262",1262,88,"Zostera marina",542
"1263",1263,88,"Zostera marina",589
"1264",1264,88,"Zostera marina",462
"1265",1265,88,"Zostera marina",321
"1266",1266,88,"Zostera marina",382
"1267",1267,88,"Zostera marina",669
"1268",1268,88,"Zostera marina",472
"1269",1269,88,"Zostera marina",420
"1270",1270,88,"Zostera marina",708
"1271",1271,88,"Zostera marina",566
"1272",1272,88,"Zostera marina",337
"1273",1273,88,"Zostera marina",428
"1274",1274,89,"Zostera marina",698
"1275",1275,89,"Zostera marina",782
"1276",1276,89,"Zostera marina",721
"1277",1277,89,"Zostera marina",647
"1278",1278,89,"Zostera marina",770
"1279",1279,89,"Zostera marina",812
"1280",1280,89,"Zostera marina",742
"1281",1281,89,"Zostera marina",823
"1282",1282,89,"Zostera marina",708
"1283",1283,89,"Zostera marina",613
"1284",1284,89,"Zostera marina",843
"1285",1285,89,"Zostera marina",687
"1286",1286,89,"Zostera marina",714
"1287",1287,89,"Zostera marina",697
"1288",1288,89,"Zostera marina",310
"1289",1289,90,"Zostera marina",812
"1290",1290,90,"Zostera marina",732
"1291",1291,90,"Zostera marina",586
"1292",1292,90,"Zostera marina",472
"1293",1293,90,"Zostera marina",402
"1294",1294,90,"Zostera marina",332
"1295",1295,90,"Zostera marina",293
"1296",1296,90,"Zostera marina",248
"1297",1297,90,"Zostera marina",231
"1298",1298,90,"Zostera marina",239
"1299",1299,90,"Zostera marina",474
"1300",1300,90,"Zostera marina",113
"1301",1301,90,"Zostera marina",328
"1302",1302,90,"Zostera marina",737
"1303",1303,90,"Zostera marina",393
"1304",1304,91,"Zostera marina",250
"1305",1305,91,"Zostera marina",142
"1306",1306,91,"Zostera marina",133
"1307",1307,91,"Zostera marina",306
"1308",1308,91,"Zostera marina",292
"1309",1309,91,"Zostera marina",258
"1310",1310,91,"Zostera marina",211
"1311",1311,91,"Zostera marina",189
"1312",1312,91,"Zostera marina",269
"1313",1313,91,"Zostera marina",126
"1314",1314,91,"Zostera marina",178
"1315",1315,91,"Zostera marina",156
"1316",1316,91,"Zostera marina",306
"1317",1317,91,"Zostera marina",218
"1318",1318,91,"Zostera marina",230
"1319",1319,92,"Zostera marina",161
"1320",1320,92,"Zostera marina",596
"1321",1321,92,"Zostera marina",140
"1322",1322,92,"Zostera marina",543
"1323",1323,92,"Zostera marina",218
"1324",1324,92,"Zostera marina",364
"1325",1325,92,"Zostera marina",425
"1326",1326,92,"Zostera marina",130
"1327",1327,92,"Zostera marina",516
"1328",1328,92,"Zostera marina",524
"1329",1329,92,"Zostera marina",266
"1330",1330,92,"Zostera marina",362
"1331",1331,92,"Zostera marina",325
"1332",1332,92,"Zostera marina",171
"1333",1333,92,"Zostera marina",369
"1334",1334,93,"Zostera marina",128
"1335",1335,93,"Zostera marina",429
"1336",1336,93,"Zostera marina",354
"1337",1337,93,"Zostera marina",275
"1338",1338,93,"Zostera marina",214
"1339",1339,93,"Zostera marina",483
"1340",1340,93,"Zostera marina",513
"1341",1341,93,"Zostera marina",188
"1342",1342,93,"Zostera marina",583
"1343",1343,93,"Zostera marina",420
"1344",1344,93,"Zostera marina",479
"1345",1345,93,"Zostera marina",351
"1346",1346,93,"Zostera marina",157
"1347",1347,93,"Zostera marina",307
"1348",1348,93,"Zostera marina",548
"1349",1349,94,"Zostera marina",180
"1350",1350,94,"Zostera marina",267
"1351",1351,94,"Zostera marina",304
"1352",1352,94,"Zostera marina",324
"1353",1353,94,"Zostera marina",256
"1354",1354,94,"Zostera marina",233
"1355",1355,94,"Zostera marina",273
"1356",1356,94,"Zostera marina",220
"1357",1357,94,"Zostera marina",184
"1358",1358,94,"Zostera marina",279
"1359",1359,94,"Zostera marina",90
"1360",1360,94,"Zostera marina",163
"1361",1361,94,"Zostera marina",279
"1362",1362,94,"Zostera marina",164
"1363",1363,94,"Zostera marina",123
"1364",1364,95,"Zostera marina",298
"1365",1365,95,"Zostera marina",259
"1366",1366,95,"Zostera marina",246
"1367",1367,95,"Zostera marina",69
"1368",1368,95,"Zostera marina",270
"1369",1369,95,"Zostera marina",178
"1370",1370,95,"Zostera marina",226
"1371",1371,95,"Zostera marina",155
"1372",1372,95,"Zostera marina",216
"1373",1373,95,"Zostera marina",337
"1374",1374,95,"Zostera marina",345
"1375",1375,95,"Zostera marina",309
"1376",1376,95,"Zostera marina",272
"1377",1377,95,"Zostera marina",212
"1378",1378,95,"Zostera marina",138
"1379",1379,95,"Zostera marina",306
"1380",1380,96,"Zostera marina",201
"1381",1381,96,"Zostera marina",299
"1382",1382,96,"Zostera marina",63
"1383",1383,96,"Zostera marina",245
"1384",1384,96,"Zostera marina",155
"1385",1385,96,"Zostera marina",315
"1386",1386,96,"Zostera marina",90
"1387",1387,96,"Zostera marina",150
"1388",1388,96,"Zostera marina",63
"1389",1389,96,"Zostera marina",205
"1390",1390,96,"Zostera marina",185
"1391",1391,96,"Zostera marina",233
"1392",1392,96,"Zostera marina",292
"1393",1393,96,"Zostera marina",198
"1394",1394,96,"Zostera marina",175
"1395",1395,97,"Zostera marina",334
"1396",1396,97,"Zostera marina",214
"1397",1397,97,"Zostera marina",229
"1398",1398,97,"Zostera marina",201
"1399",1399,97,"Zostera marina",170
"1400",1400,97,"Zostera marina",323
"1401",1401,97,"Zostera marina",288
"1402",1402,97,"Zostera marina",165
"1403",1403,97,"Zostera marina",295
"1404",1404,97,"Zostera marina",215
"1405",1405,97,"Zostera marina",356
"1406",1406,97,"Zostera marina",264
"1407",1407,97,"Zostera marina",246
"1408",1408,97,"Zostera marina",262
"1409",1409,97,"Zostera marina",296
"1410",1410,98,"Zostera marina",171
"1411",1411,98,"Zostera marina",323
"1412",1412,98,"Zostera marina",210
"1413",1413,98,"Zostera marina",286
"1414",1414,98,"Zostera marina",324
"1415",1415,98,"Zostera marina",453
"1416",1416,98,"Zostera marina",364
"1417",1417,98,"Zostera marina",325
"1418",1418,98,"Zostera marina",152
"1419",1419,98,"Zostera marina",260
"1420",1420,98,"Zostera marina",332
"1421",1421,98,"Zostera marina",249
"1422",1422,98,"Zostera marina",304
"1423",1423,98,"Zostera marina",280
"1424",1424,98,"Zostera marina",284
"1425",1425,99,"Zostera marina",348
"1426",1426,99,"Zostera marina",192
"1427",1427,99,"Zostera marina",238
"1428",1428,99,"Zostera marina",282
"1429",1429,99,"Zostera marina",285
"1430",1430,99,"Zostera marina",235
"1431",1431,99,"Zostera marina",287
"1432",1432,99,"Zostera marina",270
"1433",1433,99,"Zostera marina",291
"1434",1434,99,"Zostera marina",81
"1435",1435,99,"Zostera marina",347
"1436",1436,99,"Zostera marina",208
"1437",1437,99,"Zostera marina",270
"1438",1438,99,"Zostera marina",203
"1439",1439,99,"Zostera marina",205
"1440",1440,100,"Zostera marina",356
"1441",1441,100,"Zostera marina",156
"1442",1442,100,"Zostera marina",171
"1443",1443,100,"Zostera marina",341
"1444",1444,100,"Zostera marina",126
"1445",1445,100,"Zostera marina",210
"1446",1446,100,"Zostera marina",315
"1447",1447,100,"Zostera marina",382
"1448",1448,100,"Zostera marina",405
"1449",1449,100,"Zostera marina",91
"1450",1450,100,"Zostera marina",516
"1451",1451,100,"Zostera marina",417
"1452",1452,100,"Zostera marina",240
"1453",1453,100,"Zostera marina",338
"1454",1454,100,"Zostera marina",342
"1455",1455,101,"Zostera marina",334
"1456",1456,101,"Zostera marina",478
"1457",1457,101,"Zostera marina",375
"1458",1458,101,"Zostera marina",424
"1459",1459,101,"Zostera marina",452
"1460",1460,101,"Zostera marina",136
"1461",1461,101,"Zostera marina",342
"1462",1462,101,"Zostera marina",259
"1463",1463,101,"Zostera marina",457
"1464",1464,101,"Zostera marina",304
"1465",1465,101,"Zostera marina",369
"1466",1466,101,"Zostera marina",349
"1467",1467,101,"Zostera marina",299
"1468",1468,101,"Zostera marina",372
"1469",1469,101,"Zostera marina",206
"1470",1470,102,"Zostera marina",417
"1471",1471,102,"Zostera marina",456
"1472",1472,102,"Zostera marina",445
"1473",1473,102,"Zostera marina",376
"1474",1474,102,"Zostera marina",239
"1475",1475,102,"Zostera marina",447
"1476",1476,102,"Zostera marina",325
"1477",1477,102,"Zostera marina",452
"1478",1478,102,"Zostera marina",406
"1479",1479,102,"Zostera marina",429
"1480",1480,102,"Zostera marina",192
"1481",1481,102,"Zostera marina",408
"1482",1482,102,"Zostera marina",399
"1483",1483,102,"Zostera marina",410
"1484",1484,102,"Zostera marina",279
"1485",1485,103,"Zostera marina",344
"1486",1486,103,"Zostera marina",389
"1487",1487,103,"Zostera marina",344
"1488",1488,103,"Zostera marina",369
"1489",1489,103,"Zostera marina",327
"1490",1490,103,"Zostera marina",306
"1491",1491,103,"Zostera marina",366
"1492",1492,103,"Zostera marina",254
"1493",1493,103,"Zostera marina",284
"1494",1494,103,"Zostera marina",360
"1495",1495,103,"Zostera marina",185
"1496",1496,103,"Zostera marina",241
"1497",1497,103,"Zostera marina",261
"1498",1498,103,"Zostera marina",262
"1499",1499,103,"Zostera marina",275
"1500",1500,104,"Zostera marina",387
"1501",1501,104,"Zostera marina",424
"1502",1502,104,"Zostera marina",247
"1503",1503,104,"Zostera marina",289
"1504",1504,104,"Zostera marina",304
"1505",1505,104,"Zostera marina",319
"1506",1506,104,"Zostera marina",406
"1507",1507,104,"Zostera marina",264
"1508",1508,104,"Zostera marina",246
"1509",1509,104,"Zostera marina",335
"1510",1510,104,"Zostera marina",311
"1511",1511,104,"Zostera marina",294
"1512",1512,104,"Zostera marina",247
"1513",1513,104,"Zostera marina",292
"1514",1514,104,"Zostera marina",279
"1515",1515,105,"Zostera marina",317
"1516",1516,105,"Zostera marina",346
"1517",1517,105,"Zostera marina",328
"1518",1518,105,"Zostera marina",371
"1519",1519,105,"Zostera marina",379
"1520",1520,105,"Zostera marina",373
"1521",1521,105,"Zostera marina",371
"1522",1522,105,"Zostera marina",279
"1523",1523,105,"Zostera marina",317
"1524",1524,105,"Zostera marina",376
"1525",1525,105,"Zostera marina",380
"1526",1526,105,"Zostera marina",282
"1527",1527,105,"Zostera marina",434
"1528",1528,105,"Zostera marina",300
"1529",1529,105,"Zostera marina",403
"1530",1530,106,"Saacharina spp",939
"1531",1531,106,"Saacharina spp",328
"1532",1532,106,"Saacharina spp",304
"1533",1533,106,"Saacharina spp",336
"1534",1534,106,"Stephanocystis",270
"1535",1535,106,"Chorda filum",748
"1536",1536,106,"Chorda filum",727
"1537",1537,106,"Chorda filum",397
"1538",1538,106,"Chorda filum",1004
"1539",1539,106,"Chorda filum",866
"1540",1540,107,"Saacharina spp",374
"1541",1541,107,"Saacharina spp",117
"1542",1542,107,"Saacharina spp",205
"1543",1543,107,"Saacharina spp",173
"1544",1544,107,"Chorda filum",1401
"1545",1545,107,"Chorda filum",1434
"1546",1546,107,"Chorda filum",592
"1547",1547,107,"Chorda filum",698
"1548",1548,107,"Chorda filum",1022
"1549",1549,108,"Chorda filum",633
"1550",1550,108,"Chorda filum",1511
"1551",1551,108,"Chorda filum",535
"1552",1552,108,"Chorda filum",1056
"1553",1553,109,"Phyllospadix",301
"1554",1554,109,"Phyllospadix",505
"1555",1555,109,"Phyllospadix",421
"1556",1556,109,"Phyllospadix",315
"1557",1557,109,"Phyllospadix",354
"1558",1558,109,"Phyllospadix",434
"1559",1559,109,"Chorda filum",785
"1560",1560,109,"Chorda filum",550
"1561",1561,109,"Chorda filum",483
"1562",1562,109,"Chorda filum",1074
"1563",1563,110,"Saacharina spp",684
"1564",1564,110,"Saacharina spp",454
"1565",1565,110,"Saacharina spp",236
"1566",1566,110,"Saacharina spp",201
"1567",1567,110,"Saacharina spp",385
"1568",1568,110,"Chorda filum",1170
"1569",1569,110,"Chorda filum",745
"1570",1570,110,"Chorda filum",902
