plant_ID,quadrat_ID,species,length,notes
993,70,Zostera marina,456,
994,70,Zostera marina,397,
995,70,Zostera marina,231,
996,70,Zostera marina,447,
997,70,Zostera marina,418,
998,70,Zostera marina,382,
999,70,Zostera marina,342,
1000,70,Zostera marina,269,
1001,70,Zostera marina,352,
1002,71,Zostera marina,626,
1003,71,Zostera marina,333,
1004,71,Zostera marina,425,
1005,71,Zostera marina,579,
1006,71,Zostera marina,638,
1007,71,Zostera marina,392,
1008,71,Zostera marina,641,
1009,71,Zostera marina,425,
1010,71,Zostera marina,391,
1011,71,Zostera marina,405,
1012,71,Zostera marina,498,
1013,71,Zostera marina,365,
1014,71,Zostera marina,479,
1015,71,Zostera marina,225,
1016,71,Zostera marina,630,
1017,72,Zostera marina,646,
1018,72,Zostera marina,514,
1019,72,Zostera marina,577,
1020,72,Zostera marina,606,
1021,72,Zostera marina,552,
1022,72,Zostera marina,394,
1023,72,Zostera marina,577,
1024,72,Zostera marina,348,
1025,72,Zostera marina,167,
1026,72,Zostera marina,622,
1027,72,Zostera marina,521,
1028,72,Zostera marina,482,
1029,72,Zostera marina,365,
1030,72,Zostera marina,522,
1031,72,Zostera marina,534,
1032,73,Zostera marina,522,
1033,73,Zostera marina,321,
1034,73,Zostera marina,545,
1035,73,Zostera marina,352,
1036,73,Zostera marina,596,
1037,73,Zostera marina,545,
1038,73,Zostera marina,562,
1039,73,Zostera marina,642,
1040,73,Zostera marina,618,
1041,73,Zostera marina,583,
1042,73,Zostera marina,452,
1043,73,Zostera marina,443,
1044,73,Zostera marina,558,
1045,73,Zostera marina,458,
1046,73,Zostera marina,400,
1047,74,Zostera marina,663,
1048,74,Zostera marina,316,
1049,74,Zostera marina,705,
1050,74,Zostera marina,508,
1051,74,Zostera marina,659,
1052,74,Zostera marina,482,
1053,74,Zostera marina,524,
1054,74,Zostera marina,750,
1055,74,Zostera marina,467,
1056,74,Zostera marina,626,
1057,74,Zostera marina,438,
1058,74,Zostera marina,773,
1059,74,Zostera marina,583,
1060,74,Zostera marina,261,
1061,74,Zostera marina,516,
1062,75,Zostera marina,536,
1063,75,Zostera marina,485,
1064,75,Zostera marina,392,
1065,75,Zostera marina,451,
1066,75,Zostera marina,286,
1067,75,Zostera marina,540,
1068,75,Zostera marina,728,
1069,75,Zostera marina,527,
1070,75,Zostera marina,225,
1071,75,Zostera marina,627,
1072,75,Zostera marina,481,
1073,75,Zostera marina,419,
1074,75,Zostera marina,293,
1075,75,Zostera marina,515,
1076,75,Zostera marina,164,
1077,76,Zostera marina,535,
1078,76,Zostera marina,700,
1079,76,Zostera marina,805,
1080,76,Zostera marina,650,
1081,76,Zostera marina,660,
1082,76,Zostera marina,346,
1083,76,Zostera marina,290,
1084,76,Zostera marina,435,
1085,76,Zostera marina,544,
1086,76,Zostera marina,571,
1087,76,Zostera marina,136,
1088,76,Zostera marina,653,
1089,76,Zostera marina,287,
1090,76,Zostera marina,282,
1091,76,Zostera marina,690,
1092,77,Zostera marina,514,
1093,77,Zostera marina,649,
1094,77,Zostera marina,240,
1095,77,Zostera marina,790,
1096,77,Zostera marina,410,
1097,77,Zostera marina,328,
1098,77,Zostera marina,428,
1099,77,Zostera marina,357,
1100,77,Zostera marina,659,
1101,77,Zostera marina,548,
1102,77,Zostera marina,453,
1103,77,Zostera marina,762,
1104,77,Zostera marina,428,
1105,77,Zostera marina,279,
1106,77,Zostera marina,275,
1107,78,Zostera marina,693,
1108,78,Zostera marina,285,
1109,78,Zostera marina,257,
1110,78,Zostera marina,553,
1111,78,Zostera marina,750,
1112,78,Zostera marina,703,
1113,78,Zostera marina,481,
1114,78,Zostera marina,395,
1115,78,Zostera marina,526,
1116,78,Zostera marina,411,
1117,78,Zostera marina,568,
1118,78,Zostera marina,667,
1119,78,Zostera marina,405,
1120,78,Zostera marina,211,
1121,78,Zostera marina,190,
1122,79,Zostera marina,868,
1123,79,Zostera marina,903,
1124,79,Zostera marina,869,
1125,79,Zostera marina,535,
1126,79,Zostera marina,506,
1127,79,Zostera marina,424,
1128,79,Zostera marina,444,
1129,79,Zostera marina,395,
1130,79,Zostera marina,445,
1131,79,Zostera marina,539,
1132,79,Zostera marina,862,
1133,79,Zostera marina,536,
1134,79,Zostera marina,952,
1135,79,Zostera marina,665,
1136,79,Zostera marina,224,
1137,80,Zostera marina,385,
1138,80,Zostera marina,240,
1139,80,Zostera marina,213,
1140,80,Zostera marina,466,
1141,80,Zostera marina,159,
1142,80,Zostera marina,445,
1143,80,Zostera marina,562,
1144,80,Zostera marina,369,
1145,80,Zostera marina,467,
1146,80,Zostera marina,566,
1147,80,Zostera marina,483,
1148,80,Zostera marina,519,
1149,80,Zostera marina,497,
1150,80,Zostera marina,294,
1151,80,Zostera marina,249,
1152,80,Zostera marina,443,
1153,80,Zostera marina,447,
1154,81,Zostera marina,427,
1155,81,Zostera marina,488,
1156,81,Zostera marina,557,
1157,81,Zostera marina,417,
1158,81,Zostera marina,300,
1159,81,Zostera marina,184,
1160,81,Zostera marina,344,
1161,81,Zostera marina,202,
1162,81,Zostera marina,513,
1163,81,Zostera marina,342,
1164,81,Zostera marina,336,
1165,81,Zostera marina,182,
1166,81,Zostera marina,437,
1167,81,Zostera marina,513,
1168,81,Zostera marina,414,
1169,82,Zostera marina,573,
1170,82,Zostera marina,589,
1171,82,Zostera marina,581,
1172,82,Zostera marina,679,
1173,82,Zostera marina,456,
1174,82,Zostera marina,524,
1175,82,Zostera marina,649,
1176,82,Zostera marina,494,
1177,82,Zostera marina,748,
1178,82,Zostera marina,745,
1179,82,Zostera marina,753,
1180,82,Zostera marina,432,
1181,82,Zostera marina,662,
1182,82,Zostera marina,673,
1183,82,Zostera marina,677,
1184,83,Zostera marina,566,
1185,83,Zostera marina,399,
1186,83,Zostera marina,414,
1187,83,Zostera marina,599,
1188,83,Zostera marina,437,
1189,83,Zostera marina,375,
1190,83,Zostera marina,396,
1191,83,Zostera marina,556,
1192,83,Zostera marina,540,
1193,83,Zostera marina,230,
1194,83,Zostera marina,477,
1195,83,Zostera marina,372,
1196,83,Zostera marina,471,
1197,83,Zostera marina,650,
1198,83,Zostera marina,254,
1199,84,Zostera marina,721,
1200,84,Zostera marina,789,
1201,84,Zostera marina,579,
1202,84,Zostera marina,704,
1203,84,Zostera marina,235,
1204,84,Zostera marina,496,
1205,84,Zostera marina,614,
1206,84,Zostera marina,795,
1207,84,Zostera marina,655,
1208,84,Zostera marina,535,
1209,84,Zostera marina,390,
1210,84,Zostera marina,691,
1211,84,Zostera marina,236,
1212,84,Zostera marina,521,
1213,84,Zostera marina,446,
1214,85,Zostera marina,374,
1215,85,Zostera marina,622,
1216,85,Zostera marina,347,
1217,85,Zostera marina,354,
1218,85,Zostera marina,392,
1219,85,Zostera marina,391,
1220,85,Zostera marina,379,
1221,85,Zostera marina,344,
1222,85,Zostera marina,499,
1223,85,Zostera marina,632,
1224,85,Zostera marina,369,
1225,85,Zostera marina,504,
1226,85,Zostera marina,334,
1227,85,Zostera marina,355,
1228,85,Zostera marina,383,
1229,86,Zostera marina,531,
1230,86,Zostera marina,540,
1231,86,Zostera marina,563,
1232,86,Zostera marina,642,
1233,86,Zostera marina,712,
1234,86,Zostera marina,591,
1235,86,Zostera marina,557,
1236,86,Zostera marina,652,
1237,86,Zostera marina,472,
1238,86,Zostera marina,432,
1239,86,Zostera marina,352,
1240,86,Zostera marina,509,
1241,86,Zostera marina,193,
1242,86,Zostera marina,461,
1243,86,Zostera marina,291,
1244,87,Zostera marina,212,
1245,87,Zostera marina,263,
1246,87,Zostera marina,320,
1247,87,Zostera marina,371,
1248,87,Zostera marina,591,
1249,87,Zostera marina,444,
1250,87,Zostera marina,508,
1251,87,Zostera marina,598,
1252,87,Zostera marina,381,
1253,87,Zostera marina,685,
1254,87,Zostera marina,451,
1255,87,Zostera marina,572,
1256,87,Zostera marina,313,
1257,87,Zostera marina,372,
1258,87,Zostera marina,229,
1259,88,Zostera marina,424,
1260,88,Zostera marina,711,
1261,88,Zostera marina,301,
1262,88,Zostera marina,542,
1263,88,Zostera marina,589,
1264,88,Zostera marina,462,
1265,88,Zostera marina,321,
1266,88,Zostera marina,382,
1267,88,Zostera marina,669,
1268,88,Zostera marina,472,
1269,88,Zostera marina,420,
1270,88,Zostera marina,708,
1271,88,Zostera marina,566,
1272,88,Zostera marina,337,
1273,88,Zostera marina,428,
1274,89,Zostera marina,698,
1275,89,Zostera marina,782,
1276,89,Zostera marina,721,
1277,89,Zostera marina,647,
1278,89,Zostera marina,770,
1279,89,Zostera marina,812,
1280,89,Zostera marina,742,
1281,89,Zostera marina,823,
1282,89,Zostera marina,708,
1283,89,Zostera marina,613,
1284,89,Zostera marina,843,
1285,89,Zostera marina,687,
1286,89,Zostera marina,714,
1287,89,Zostera marina,697,
1288,89,Zostera marina,310,
1289,90,Zostera marina,812,
1290,90,Zostera marina,732,
1291,90,Zostera marina,586,
1292,90,Zostera marina,472,
1293,90,Zostera marina,402,
1294,90,Zostera marina,332,
1295,90,Zostera marina,293,
1296,90,Zostera marina,248,
1297,90,Zostera marina,231,
1298,90,Zostera marina,239,
1299,90,Zostera marina,474,
1300,90,Zostera marina,113,
1301,90,Zostera marina,328,
1302,90,Zostera marina,737,
1303,90,Zostera marina,393,
1304,91,Zostera marina,250,
1305,91,Zostera marina,142,
1306,91,Zostera marina,133,
1307,91,Zostera marina,306,
1308,91,Zostera marina,292,
1309,91,Zostera marina,258,
1310,91,Zostera marina,211,
1311,91,Zostera marina,189,
1312,91,Zostera marina,269,
1313,91,Zostera marina,126,
1314,91,Zostera marina,178,
1315,91,Zostera marina,156,
1316,91,Zostera marina,306,
1317,91,Zostera marina,218,
1318,91,Zostera marina,230,
1319,92,Zostera marina,161,
1320,92,Zostera marina,596,
1321,92,Zostera marina,140,
1322,92,Zostera marina,543,
1323,92,Zostera marina,218,
1324,92,Zostera marina,364,
1325,92,Zostera marina,425,
1326,92,Zostera marina,130,
1327,92,Zostera marina,516,
1328,92,Zostera marina,524,
1329,92,Zostera marina,266,
1330,92,Zostera marina,362,
1331,92,Zostera marina,325,
1332,92,Zostera marina,171,
1333,92,Zostera marina,369,
1334,93,Zostera marina,128,
1335,93,Zostera marina,429,
1336,93,Zostera marina,354,
1337,93,Zostera marina,275,
1338,93,Zostera marina,214,
1339,93,Zostera marina,483,
1340,93,Zostera marina,513,
1341,93,Zostera marina,188,
1342,93,Zostera marina,583,
1343,93,Zostera marina,420,
1344,93,Zostera marina,479,
1345,93,Zostera marina,351,
1346,93,Zostera marina,157,
1347,93,Zostera marina,307,
1348,93,Zostera marina,548,
1349,94,Zostera marina,180,
1350,94,Zostera marina,267,
1351,94,Zostera marina,304,
1352,94,Zostera marina,324,
1353,94,Zostera marina,256,
1354,94,Zostera marina,233,
1355,94,Zostera marina,273,
1356,94,Zostera marina,220,
1357,94,Zostera marina,184,
1358,94,Zostera marina,279,
1359,94,Zostera marina,90,
1360,94,Zostera marina,163,
1361,94,Zostera marina,279,
1362,94,Zostera marina,164,
1363,94,Zostera marina,123,
1364,95,Zostera marina,298,
1365,95,Zostera marina,259,
1366,95,Zostera marina,246,
1367,95,Zostera marina,69,
1368,95,Zostera marina,270,
1369,95,Zostera marina,178,
1370,95,Zostera marina,226,
1371,95,Zostera marina,155,
1372,95,Zostera marina,216,
1373,95,Zostera marina,337,
1374,95,Zostera marina,345,
1375,95,Zostera marina,309,
1376,95,Zostera marina,272,
1377,95,Zostera marina,212,
1378,95,Zostera marina,138,
1379,95,Zostera marina,306,
1380,96,Zostera marina,201,
1381,96,Zostera marina,299,
1382,96,Zostera marina,63,
1383,96,Zostera marina,245,
1384,96,Zostera marina,155,
1385,96,Zostera marina,315,
1386,96,Zostera marina,90,
1387,96,Zostera marina,150,
1388,96,Zostera marina,63,
1389,96,Zostera marina,205,
1390,96,Zostera marina,185,
1391,96,Zostera marina,233,
1392,96,Zostera marina,292,
1393,96,Zostera marina,198,
1394,96,Zostera marina,175,
1395,97,Zostera marina,334,
1396,97,Zostera marina,214,
1397,97,Zostera marina,229,
1398,97,Zostera marina,201,
1399,97,Zostera marina,170,
1400,97,Zostera marina,323,
1401,97,Zostera marina,288,
1402,97,Zostera marina,165,
1403,97,Zostera marina,295,
1404,97,Zostera marina,215,
1405,97,Zostera marina,356,
1406,97,Zostera marina,264,
1407,97,Zostera marina,246,
1408,97,Zostera marina,262,
1409,97,Zostera marina,296,
1410,98,Zostera marina,171,
1411,98,Zostera marina,323,
1412,98,Zostera marina,210,
1413,98,Zostera marina,286,
1414,98,Zostera marina,324,
1415,98,Zostera marina,453,
1416,98,Zostera marina,364,
1417,98,Zostera marina,325,
1418,98,Zostera marina,152,
1419,98,Zostera marina,260,
1420,98,Zostera marina,332,
1421,98,Zostera marina,249,
1422,98,Zostera marina,304,
1423,98,Zostera marina,280,
1424,98,Zostera marina,284,
1425,99,Zostera marina,348,
1426,99,Zostera marina,192,
1427,99,Zostera marina,238,
1428,99,Zostera marina,282,
1429,99,Zostera marina,285,
1430,99,Zostera marina,235,
1431,99,Zostera marina,287,
1432,99,Zostera marina,270,
1433,99,Zostera marina,291,
1434,99,Zostera marina,81,
1435,99,Zostera marina,347,
1436,99,Zostera marina,208,
1437,99,Zostera marina,270,
1438,99,Zostera marina,203,
1439,99,Zostera marina,205,
1440,100,Zostera marina,356,
1441,100,Zostera marina,156,
1442,100,Zostera marina,171,
1443,100,Zostera marina,341,
1444,100,Zostera marina,126,
1445,100,Zostera marina,210,
1446,100,Zostera marina,315,
1447,100,Zostera marina,382,
1448,100,Zostera marina,405,
1449,100,Zostera marina,91,
1450,100,Zostera marina,516,
1451,100,Zostera marina,417,
1452,100,Zostera marina,240,
1453,100,Zostera marina,338,
1454,100,Zostera marina,342,
1455,101,Zostera marina,334,
1456,101,Zostera marina,478,
1457,101,Zostera marina,375,
1458,101,Zostera marina,424,
1459,101,Zostera marina,452,
1460,101,Zostera marina,136,
1461,101,Zostera marina,342,
1462,101,Zostera marina,259,
1463,101,Zostera marina,457,
1464,101,Zostera marina,304,
1465,101,Zostera marina,369,
1466,101,Zostera marina,349,
1467,101,Zostera marina,299,
1468,101,Zostera marina,372,
1469,101,Zostera marina,206,
1470,102,Zostera marina,417,
1471,102,Zostera marina,456,
1472,102,Zostera marina,445,
1473,102,Zostera marina,376,
1474,102,Zostera marina,239,
1475,102,Zostera marina,447,
1476,102,Zostera marina,325,
1477,102,Zostera marina,452,
1478,102,Zostera marina,406,
1479,102,Zostera marina,429,
1480,102,Zostera marina,192,
1481,102,Zostera marina,408,
1482,102,Zostera marina,399,
1483,102,Zostera marina,410,
1484,102,Zostera marina,279,
1485,103,Zostera marina,344,
1486,103,Zostera marina,389,
1487,103,Zostera marina,344,
1488,103,Zostera marina,369,
1489,103,Zostera marina,327,
1490,103,Zostera marina,306,
1491,103,Zostera marina,366,
1492,103,Zostera marina,254,
1493,103,Zostera marina,284,
1494,103,Zostera marina,360,
1495,103,Zostera marina,185,
1496,103,Zostera marina,241,
1497,103,Zostera marina,261,
1498,103,Zostera marina,262,
1499,103,Zostera marina,275,
1500,104,Zostera marina,387,
1501,104,Zostera marina,424,
1502,104,Zostera marina,247,
1503,104,Zostera marina,289,
1504,104,Zostera marina,304,
1505,104,Zostera marina,319,
1506,104,Zostera marina,406,
1507,104,Zostera marina,264,
1508,104,Zostera marina,246,
1509,104,Zostera marina,335,
1510,104,Zostera marina,311,
1511,104,Zostera marina,294,
1512,104,Zostera marina,247,
1513,104,Zostera marina,292,
1514,104,Zostera marina,279,
1515,105,Zostera marina,317,
1516,105,Zostera marina,346,
1517,105,Zostera marina,328,
1518,105,Zostera marina,371,
1519,105,Zostera marina,379,
1520,105,Zostera marina,373,
1521,105,Zostera marina,371,
1522,105,Zostera marina,279,
1523,105,Zostera marina,317,
1524,105,Zostera marina,376,
1525,105,Zostera marina,380,
1526,105,Zostera marina,282,
1527,105,Zostera marina,434,
1528,105,Zostera marina,300,
1529,105,Zostera marina,403,
1530,106,Saacharina spp,939,
1531,106,Saacharina spp,328,
1532,106,Saacharina spp,304,
1533,106,Saacharina spp,336,
1534,106,Stephanocystis,270,
1535,106,Chorda filum,748,
1536,106,Chorda filum,727,
1537,106,Chorda filum,397,
1538,106,Chorda filum,1004,
1539,106,Chorda filum,866,
1540,107,Saacharina spp,374,
1541,107,Saacharina spp,117,
1542,107,Saacharina spp,205,
1543,107,Saacharina spp,173,
1544,107,Chorda filum,1401,
1545,107,Chorda filum,1434,
1546,107,Chorda filum,592,
1547,107,Chorda filum,698,
1548,107,Chorda filum,1022,
1549,108,Chorda filum,633,
1550,108,Chorda filum,1511,
1551,108,Chorda filum,535,
1552,108,Chorda filum,1056,
1553,109,Phyllospadix,301,
1554,109,Phyllospadix,505,
1555,109,Phyllospadix,421,
1556,109,Phyllospadix,315,
1557,109,Phyllospadix,354,
1558,109,Phyllospadix,434,
1559,109,Chorda filum,785,
1560,109,Chorda filum,550,
1561,109,Chorda filum,483,
1562,109,Chorda filum,1074,
1563,110,Saacharina spp,684,
1564,110,Saacharina spp,454,
1565,110,Saacharina spp,236,
1566,110,Saacharina spp,201,
1567,110,Saacharina spp,385,
1568,110,Chorda filum,1170,
1569,110,Chorda filum,745,
1570,110,Chorda filum,902,
1571,110,Chorda filum,889,
1572,111,Zostera marina,661,
1573,111,Zostera marina,389,
1574,111,Zostera marina,604,
1575,111,Zostera marina,402,
1576,111,Zostera marina,511,
1577,111,Zostera marina,866,
1578,111,Zostera marina,403,
1579,111,Zostera marina,424,
1580,111,Zostera marina,347,
1581,111,Zostera marina,345,
1582,111,Zostera marina,559,
1583,111,Phyllospadix scouleri,598,
1584,111,Phyllospadix scouleri,653,
1585,111,Phyllospadix scouleri,779,
1586,111,Phyllospadix scouleri,421,
1587,111,Phyllospadix scouleri,538,
1588,111,Fucus distichus,72,
1589,111,Fucus distichus,143,
1590,111,Fucus distichus,83,
1591,111,Fucus distichus,91,
1592,111,Neorhodomela aculeata,126,
1593,111,Neorhodomela aculeata,119,
1594,111,Neorhodomela aculeata,70,
1595,111,Neorhodomela aculeata,105,
1596,111,Neorhodomela aculeata,113,
1597,111,Neorhodomela aculeata,59,
1598,112,Fucus distichus,118,
1599,112,Fucus distichus,57,
1600,112,Fucus distichus,76,
1601,112,Phyllospadix scouleri,571,
1602,112,Phyllospadix scouleri,580,
1603,112,Phyllospadix scouleri,564,
1604,112,Phyllospadix scouleri,609,
1605,112,Zostera marina,528,
1606,113,Fucus distichus,93,
1607,113,Fucus distichus,81,
1608,113,Fucus distichus,74,
1609,113,Neorhodomela aculeata,132,
1610,113,Neorhodomela aculeata,84,
1611,113,Neorhodomela aculeata,102,
1612,113,Phyllospadix scouleri,692,
1613,113,Phyllospadix scouleri,557,
1614,113,Phyllospadix scouleri,651,
1615,113,Zostera marina,557,
1616,113,Zostera marina,634,
1617,113,Zostera marina,562,
1618,113,Zostera marina,442,
1619,114,Fucus distichus,90,
1620,114,Fucus distichus,93,
1621,114,Fucus distichus,125,
1622,114,Laminaria saccharina,192,This name is currently regarded as a synonym of Saccharina latissima
1623,114,Neorhodomela aculeata,208,
1624,114,Neorhodomela aculeata,135,
1625,114,Neorhodomela aculeata,139,
1626,114,Neorhodomela aculeata,134,
1627,114,Neorhodomela aculeata,214,
1628,114,Zostera marina,695,
1629,114,Zostera marina,561,
1630,114,Zostera marina,390,
1631,114,Zostera marina,620,
1632,114,Phyllospadix scouleri,551,
1633,114,Phyllospadix scouleri,844,
1634,114,Phyllospadix scouleri,710,
1635,114,Phyllospadix scouleri,701,
1636,114,Phyllospadix scouleri,687,
1637,114,Phyllospadix scouleri,451,
1638,114,Phyllospadix scouleri,630,
1639,115,Fucus distichus,92,
1640,115,Fucus distichus,146,
1641,115,Fucus distichus,79,
1642,115,Fucus distichus,91,
1643,115,Fucus distichus,89,
1644,115,Fucus distichus,103,
1645,115,Fucus distichus,52,
1646,115,Laminaria saccharina,132,This name is currently regarded as a synonym of Saccharina latissima
1647,115,Laminaria saccharina,184,This name is currently regarded as a synonym of Saccharina latissima
1648,115,Phyllospadix scouleri,540,
1649,115,Phyllospadix scouleri,645,
1650,115,Phyllospadix scouleri,632,
1651,115,Phyllospadix scouleri,565,
1652,115,Phyllospadix scouleri,682,
1653,115,Zostera marina,710,
1654,115,Zostera marina,657,
1655,115,Zostera marina,689,
1656,115,Zostera marina,501,
1657,115,Zostera marina,381,
1658,116,Saccharina latissima,183,
1659,116,Saccharina groenlandica,861,
1660,116,Ulva spp,75,
1661,116,Ulva spp,92,
1662,116,Fucus distichus,132,
1663,116,Fucus distichus,174,
1664,116,Fucus distichus,137,
1665,116,Fucus distichus,269,
1666,116,Fucus distichus,276,
1667,116,Neorhodomela aculeata,194,
1668,116,Neorhodomela aculeata,191,
1669,116,Neorhodomela aculeata,56,
1670,116,Neorhodomela aculeata,143,
1671,116,Neorhodomela aculeata,63,
1672,116,Constantinia spp,104,
1673,116,Palmaria spp,42,
1674,116,Palmaria spp,48,
1675,116,Palmaria spp,51,
1676,117,Neorhodomela aculeata,291,
1677,117,Ulva spp,355,
1678,117,Ulva spp,197,
1679,117,Ulva spp,244,
1680,117,Ulva spp,424,
1681,117,Ulva spp,367,
1682,117,Fucus distichus,283,
1683,117,Fucus distichus,285,
1684,117,Fucus distichus,214,
1685,117,Fucus distichus,206,
1686,117,Fucus distichus,169,
1687,117,Laminaria yezoensis,717,
1688,117,Saccharina groenlandica,729,
1689,117,Palmaria spp,112,
1690,117,Palmaria spp,184,
1691,117,Palmaria spp,72,
1692,117,Palmaria spp,85,
1693,117,Palmaria spp,63,
1694,117,Analipus japonicus,76,
1695,117,Analipus japonicus,101,
1696,118,Fucus distichus,185,
1697,118,Fucus distichus,278,
1698,118,Fucus distichus,283,
1699,118,Sargassum spp,604,
1700,118,Saccharina latissima,1090,
1701,118,Saccharina latissima,593,
1702,118,Saccharina latissima,158,
1703,118,Saccharina latissima,225,
1704,118,Saccharina latissima,301,
1705,118,Saccharina latissima,300,
1706,118,Palmaria spp,96,
1707,118,Palmaria spp,70,
1708,118,Palmaria spp,103,
1709,118,Palmaria spp,56,
1710,118,Palmaria spp,82,
1711,118,Palmaria spp,55,
1712,118,Ulva spp,300,
1713,118,Ulva spp,605,
1714,118,Ulva spp,143,
1715,118,Ulva spp,163,
1716,118,Desmersita spp,401,
1717,118,Desmersita spp,422,
1718,118,Neorhodomela aculeata,85,
1719,118,Neorhodomela aculeata,80,
1720,118,Neorhodomela aculeata,85,
1721,118,Neorhodomela aculeata,55,
1722,118,Odonthalia spp,217,
1723,118,Saccharina latissima,567,
1724,118,Saccharina latissima,275,
1725,118,Saccharina latissima,119,
1726,119,Fucus distichus,239,
1727,119,Fucus distichus,295,
1728,119,Fucus distichus,164,
1729,119,Petalonia fascia,159,
1730,119,Petalonia fascia,121,
1731,119,Saccharina latissima,121,
1732,119,Saccharina latissima,102,
1733,119,Saccharina latissima,165,
1734,119,Saccharina latissima,325,
1735,119,Saccharina latissima,298,
1736,119,Palmaria spp,178,
1737,119,Palmaria spp,192,
1738,119,Palmaria spp,101,
1739,119,Palmaria spp,138,
1740,119,Palmaria spp,89,
1741,119,Ulva lactuca,119,
1742,119,Ulva lactuca,115,
1743,119,Ulva lactuca,325,
1744,119,Ulva lactuca,309,
1745,119,Ulva lactuca,158,
1746,119,Saccharina groenlandica,152,
1747,119,Saccharina groenlandica,183,
1748,120,Ulva spp,262,
1749,120,Ulva spp,559,
1750,120,Ulva spp,549,
1751,120,Ulva spp,446,
1752,120,Laminaria yezoensis,549,
1753,120,Palmaria spp,81,
1754,120,Palmaria spp,69,
1755,120,Palmaria spp,125,
1756,120,Palmaria spp,84,
1757,120,Saccharina latissima,1448,
1758,120,Saccharina groenlandica,291,
1759,120,Sargassum spp,524,
1760,120,Sargassum spp,71,
1761,120,Fucus distichus,204,
1762,120,Neorhodomela aculeata,89,
1763,120,Neorhodomela aculeata,42,
1764,121,Saccharina spp,208,
1765,121,Saccharina spp,277,
1766,121,Saccharina spp,140,
1767,121,Saccharina spp,174,
1768,121,Saccharina spp,129,
1769,121,Neorhodomela aculeata,308,
1770,121,Neorhodomela aculeata,124,
1771,121,Neorhodomela aculeata,327,
1772,121,Neorhodomela aculeata,177,
1773,121,Neorhodomela aculeata,78,
1774,121,Sparangia pertula,114,
1775,121,Sparangia pertula,74,
1776,121,Sparangia pertula,145,
1777,121,Sparangia pertula,73,
1778,121,Sparangia pertula,182,
1779,121,Ulva spp,97,
1780,121,Ulva spp,135,
1781,121,Ulva spp,75,
1782,121,Ulva spp,140,
1783,121,Ulva spp,91,
1784,121,Polyneura latissima,137,
1785,121,Polyneura latissima,125,
1786,121,Polyneura latissima,151,
1787,121,Polyneura latissima,70,
1788,121,Polyneura latissima,67,
1789,121,Corallina vancouveriensis,37,
1790,121,Corallina vancouveriensis,21,
1791,121,Corallina vancouveriensis,42,
1792,121,Corallina vancouveriensis,34,
1793,121,Corallina vancouveriensis,32,
1794,121,Palmaria callophyllis,95,
1795,121,Palmaria callophyllis,85,
1796,121,Palmaria callophyllis,65,
1797,121,Palmaria callophyllis,44,
1798,121,Palmaria callophyllis,40,
1799,121,Odonthalia spp,136,
1800,121,Odonthalia spp,126,
1801,121,Odonthalia spp,95,
1802,121,Odonthalia spp,81,
1803,121,Odonthalia spp,155,
1804,121,Odonthalia spp,145,
1805,121,Odonthalia spp,140,
1806,121,Odonthalia spp,84,
1807,121,Odonthalia spp,200,
1808,121,Odonthalia spp,158,
1809,121,Falonia mollis,48,
1810,121,Falonia mollis,45,
1811,121,Falonia mollis,32,
1812,121,Falonia mollis,43,
1813,121,Falonia mollis,40,
1814,122,Saccharina spp,570,
1815,122,Saccharina spp,680,
1816,122,Saccharina spp,1150,
1817,122,Saccharina spp,1413,
1818,122,Saccharina spp,415,
1819,123,Saccharina latissima,125,
1820,123,Sargassum muticum,186,
1821,123,Sargassum muticum,157,
1822,123,Sargassum muticum,120,
1823,123,Sargassum muticum,190,
1824,123,Sargassum muticum,127,
1825,123,Palmaria mollis,75,
1826,123,Palmaria mollis,51,
1827,123,Palmaria mollis,93,
1828,123,Palmaria mollis,50,
1829,123,Sparlingia pertusa,106,
1830,123,Sparlingia pertusa,95,
1831,123,Falonia mollis,39,
1832,123,Falonia mollis,43,
1833,123,Falonia mollis,26,
1834,123,Cumantamnion decipiens,70,
1835,123,Cumantamnion decipiens,107,
1836,123,Cumantamnion decipiens,93,
1837,123,Cumantamnion decipiens,58,
1838,123,Cumantamnion decipiens,77,
1839,124,Saccharina spp,850,
1840,124,Neorhodomela aculeata,72,
1841,124,Neorhodomela aculeata,360,
1842,124,Neorhodomela aculeata,195,
1843,124,Sargassum muticum,324,
1844,124,Sargassum muticum,171,
1845,124,Sargassum muticum,274,
1846,124,Sargassum muticum,258,
1847,124,Sargassum muticum,296,
1848,124,Sargassum muticum,257,
1849,124,Sargassum muticum,167,
1850,124,Sargassum muticum,223,
1851,124,Sargassum muticum,207,
1852,124,Odonthalia spp,131,
1853,124,Odonthalia spp,88,
1854,124,Odonthalia spp,99,
1855,124,Odonthalia spp,62,
1856,124,Odonthalia spp,110,
1857,124,Odonthalia spp,76,
1858,124,Sparlingia pertusa,115,
1859,124,Sparlingia pertusa,166,
1860,124,Sparlingia pertusa,104,
1861,124,Sparlingia pertusa,71,
1862,124,Polyneura latissima,61,
1863,124,Polyneura latissima,91,
1864,124,Polyneura latissima,86,
1865,124,Polyneura latissima,44,
1866,125,Saccharina spp,1110,
1867,125,Saccharina spp,550,
1868,125,Neorhodomela aculeata,135,
1869,125,Neorhodomela aculeata,36,
1870,125,Neorhodomela aculeata,72,
