"","X","plant_ID","quadrat_ID","species","length_mm","weight_g","notes"
"539",539,539,31,"Neorhodomela aculeata",77,NA,""
"540",540,540,31,"Pterosiphonia spp",305,NA,""
"541",541,541,31,"Pterosiphonia spp",238,NA,""
"542",542,542,31,"Pterosiphonia spp",203,NA,""
"543",543,543,31,"Pterosiphonia spp",172,NA,""
"544",544,544,31,"Pterosiphonia spp",112,NA,""
"545",545,545,31,"Pterosiphonia spp",160,NA,""
"546",546,546,31,"Pterosiphonia spp",156,NA,""
"547",547,547,31,"Ceramiales (order)",109,NA,""
"548",548,548,32,"Saccharina latissima",575,NA,""
"549",549,549,32,"Saccharina latissima",133,NA,""
"550",550,550,32,"Saccharina latissima",108,NA,""
"551",551,551,32,"Palmaria hecatensis",43,NA,""
"552",552,552,32,"Palmaria hecatensis",79,NA,""
"553",553,553,32,"Palmaria hecatensis",23,NA,""
"554",554,554,32,"Chordaria flagelliformis",251,NA,""
"555",555,555,32,"Neorhodomela aculeata",75,NA,""
"556",556,556,32,"Neorhodomela aculeata",58,NA,""
"557",557,557,32,"Neorhodomela aculeata",243,NA,""
"558",558,558,32,"Neorhodomela aculeata",88,NA,""
"559",559,559,32,"Neorhodomela aculeata",125,NA,""
"560",560,560,32,"Ceramiales (order)",105,NA,""
"561",561,561,32,"Ceramiales (order)",73,NA,""
"562",562,562,32,"Ceramiales (order)",134,NA,""
"563",563,563,32,"Pterosiphonia spp",142,NA,""
"564",564,564,32,"Pterosiphonia spp",220,NA,""
"565",565,565,32,"Pterosiphonia spp",161,NA,""
"566",566,566,32,"Pterosiphonia spp",90,NA,""
"567",567,567,32,"Pterosiphonia spp",162,NA,""
"568",568,568,32,"Pterosiphonia spp",195,NA,""
"569",569,569,32,"Pterosiphonia spp",184,NA,""
"570",570,570,32,"Pterosiphonia spp",218,NA,""
"571",571,571,32,"Pterosiphonia spp",79,NA,""
"572",572,572,32,"Pterosiphonia spp",89,NA,""
"573",573,573,32,"Pterosiphonia spp",125,NA,""
"574",574,574,33,"Saccharina latissima",968,NA,""
"575",575,575,33,"Saccharina latissima",523,NA,""
"576",576,576,33,"Saccharina latissima",675,NA,""
"577",577,577,33,"Saccharina latissima",1938,NA,""
"578",578,578,33,"Saccharina latissima",359,NA,""
"579",579,579,33,"Saccharina latissima",772,NA,""
"580",580,580,33,"Sparlingia pertusa",236,NA,""
"581",581,581,33,"Sparlingia pertusa",131,NA,""
"582",582,582,33,"Sparlingia pertusa",142,NA,""
"583",583,583,33,"Desmarestia viridis",320,NA,""
"584",584,584,33,"Desmarestia viridis",483,NA,""
"585",585,585,33,"Desmarestia viridis",407,NA,""
"586",586,586,33,"Desmarestia viridis",194,NA,""
"587",587,587,33,"Neorhodomela aculeata",75,NA,""
"588",588,588,33,"Pterosiphonia spp",168,NA,""
"589",589,589,33,"Pterosiphonia spp",66,NA,""
"590",590,590,33,"Pterosiphonia spp",120,NA,""
"591",591,591,33,"Pterosiphonia spp",111,NA,""
"592",592,592,33,"Pterosiphonia spp",143,NA,""
"593",593,593,33,"Pterosiphonia spp",95,NA,""
"594",594,594,33,"Pterosiphonia spp",94,NA,""
"595",595,595,33,"Pterosiphonia spp",71,NA,""
"596",596,596,33,"Pterosiphonia spp",104,NA,""
"597",597,597,33,"Pterosiphonia spp",62,NA,""
"598",598,598,34,"Polyneura latissima",97,NA,""
"599",599,599,34,"Polyneura latissima",115,NA,""
"600",600,600,34,"Polyneura latissima",123,NA,""
"601",601,601,34,"Polyneura latissima",75,NA,""
"602",602,602,34,"Polyneura latissima",81,NA,""
"603",603,603,34,"Polyneura latissima",107,NA,""
"604",604,604,34,"Polyneura latissima",76,NA,""
"605",605,605,34,"Palmaria hecatensis",175,NA,""
"606",606,606,34,"Palmaria hecatensis",200,NA,""
"607",607,607,34,"Palmaria hecatensis",152,NA,""
"608",608,608,34,"Palmaria hecatensis",93,NA,""
"609",609,609,34,"Palmaria hecatensis",121,NA,""
"610",610,610,34,"Fucus distichus",45,NA,""
"611",611,611,34,"Fucus distichus",41,NA,""
"612",612,612,34,"Mazzaella phyllocarpa",52,NA,""
"613",613,613,34,"Mazzaella phyllocarpa",43,NA,""
"614",614,614,34,"Mazzaella phyllocarpa",41,NA,""
"615",615,615,34,"Mazzaella phyllocarpa",25,NA,""
"616",616,616,34,"Mazzaella phyllocarpa",40,NA,""
"617",617,617,34,"Mazzaella phyllocarpa",48,NA,""
"618",618,618,34,"Mazzaella phyllocarpa",27,NA,""
"619",619,619,34,"Mazzaella phyllocarpa",39,NA,""
"620",620,620,34,"Mazzaella phyllocarpa",29,NA,""
"621",621,621,34,"Pterosiphonia spp",61,NA,""
"622",622,622,34,"Pterosiphonia spp",74,NA,""
"623",623,623,34,"Pterosiphonia spp",59,NA,""
"624",624,624,34,"Neorhodomela aculeata",72,NA,""
"625",625,625,34,"Neorhodomela aculeata",53,NA,""
"626",626,626,34,"Neorhodomela aculeata",56,NA,""
"627",627,627,34,"Neorhodomela aculeata",48,NA,""
"628",628,628,34,"Neorhodomela aculeata",31,NA,""
"629",629,629,34,"Neorhodomela aculeata",34,NA,""
"630",630,630,34,"Neorhodomela aculeata",54,NA,""
"631",631,631,34,"Neorhodomela aculeata",59,NA,""
"632",632,632,34,"Neorhodomela aculeata",40,NA,""
"633",633,633,34,"Neorhodomela aculeata",43,NA,""
"634",634,634,34,"Neorhodomela aculeata",29,NA,""
"635",635,635,34,"Neorhodomela aculeata",40,NA,""
"636",636,636,34,"Cryptosiphonia woodii",97,NA,""
"637",637,637,34,"Cryptosiphonia woodii",87,NA,""
"638",638,638,35,"Saccharina latissima",235,NA,""
"639",639,639,35,"Saccharina latissima",312,NA,""
"640",640,640,35,"Saccharina latissima",232,NA,""
"641",641,641,35,"Saccharina latissima",75,NA,""
"642",642,642,35,"Saccharina latissima",98,NA,""
"643",643,643,35,"Costaria costata",429,NA,""
"644",644,644,35,"Neorhodomela aculeata",110,NA,""
"645",645,645,35,"Neorhodomela aculeata",101,NA,""
"646",646,646,35,"Neorhodomela aculeata",124,NA,""
"647",647,647,35,"Neorhodomela aculeata",55,NA,""
"648",648,648,35,"Neorhodomela aculeata",81,NA,""
"649",649,649,35,"Neorhodomela aculeata",109,NA,""
"650",650,650,35,"Neorhodomela aculeata",72,NA,""
"651",651,651,35,"Neorhodomela aculeata",90,NA,""
"652",652,652,35,"Neorhodomela aculeata",86,NA,""
"653",653,653,35,"Neorhodomela aculeata",142,NA,""
"654",654,654,35,"Neorhodomela aculeata",79,NA,""
"655",655,655,35,"Neorhodomela aculeata",97,NA,""
"656",656,656,35,"Neorhodomela aculeata",64,NA,""
"657",657,657,35,"Neorhodomela aculeata",132,NA,""
"658",658,658,35,"Neorhodomela aculeata",121,NA,""
"659",659,659,35,"Neorhodomela aculeata",137,NA,""
"660",660,660,35,"Neorhodomela aculeata",163,NA,""
"661",661,661,35,"Neorhodomela aculeata",61,NA,""
"662",662,662,35,"Neorhodomela aculeata",94,NA,""
"663",663,663,35,"Pterosiphonia spp",159,NA,""
"664",664,664,35,"Pterosiphonia spp",98,NA,""
"665",665,665,35,"Pterosiphonia spp",101,NA,""
"666",666,666,35,"Pterosiphonia spp",83,NA,""
"667",667,667,35,"Pterosiphonia spp",168,NA,""
"668",668,668,35,"Pterosiphonia spp",83,NA,""
"669",669,669,35,"Pterosiphonia spp",91,NA,""
"670",670,670,35,"Pterosiphonia spp",66,NA,""
"671",671,671,35,"Pterosiphonia spp",78,NA,""
"672",672,672,35,"Pterosiphonia spp",39,NA,""
"673",673,673,35,"Palmaria mollis",92,NA,""
"674",674,674,35,"Palmaria mollis",49,NA,""
"675",675,675,35,"Palmaria mollis",38,NA,""
"676",676,676,35,"Palmaria mollis",71,NA,""
"677",677,677,35,"Palmaria mollis",31,NA,""
"678",678,678,35,"Palmaria mollis",44,NA,""
"679",679,679,35,"Palmaria mollis",62,NA,""
"680",680,680,35,"Palmaria mollis",37,NA,""
"681",681,681,35,"Palmaria mollis",59,NA,""
"682",682,682,35,"Palmaria mollis",57,NA,""
"683",683,683,35,"Palmaria mollis",50,NA,""
"684",684,684,35,"Palmaria mollis",48,NA,""
"685",685,685,35,"Fucus distichus",129,NA,""
"686",686,686,35,"Fucus distichus",40,NA,""
"687",687,687,35,"Cryptosiphonia woodii",85,NA,""
"688",688,688,35,"Neorhodomela larix",75,NA,""
"689",689,689,35,"Neorhodomela larix",84,NA,""
"690",690,690,35,"Neorhodomela larix",92,NA,""
"691",691,691,35,"Neorhodomela larix",95,NA,""
"692",692,692,35,"Neorhodomela larix",45,NA,""
"693",693,693,35,"Neorhodomela larix",51,NA,""
"694",694,694,35,"Neorhodomela larix",37,NA,""
"695",695,695,35,"Neorhodomela larix",86,NA,""
"696",696,696,35,"Neorhodomela larix",113,NA,""
"697",697,697,35,"Neorhodomela larix",63,NA,""
"698",698,698,35,"Neorhodomela larix",84,NA,""
"699",699,699,35,"Neorhodomela larix",73,NA,""
"700",700,700,35,"Neorhodomela larix",131,NA,""
"701",701,701,35,"Neorhodomela larix",61,NA,""
"702",702,702,35,"Neorhodomela larix",93,NA,""
"703",703,703,35,"Neorhodomela larix",52,NA,""
"704",704,704,36,"Saccharina latissima",926,NA,""
"705",705,705,36,"Saccharina latissima",1423,NA,""
"706",706,706,36,"Saccharina latissima",957,NA,""
"707",707,707,36,"Ptilota serrata",128,NA,""
"708",708,708,36,"Ptilota serrata",58,NA,""
"709",709,709,36,"Ptilota serrata",62,NA,""
"710",710,710,36,"Ptilota serrata",84,NA,""
"711",711,711,36,"Ptilota serrata",66,NA,""
"712",712,712,36,"Ptilota serrata",32,NA,""
"713",713,713,36,"Ptilota serrata",35,NA,""
"714",714,714,36,"Ptilota serrata",81,NA,""
"715",715,715,36,"Ptilota serrata",45,NA,""
"716",716,716,36,"Ptilota serrata",103,NA,""
"717",717,717,36,"Neorhodomela aculeata",45,NA,""
"718",718,718,36,"Neorhodomela aculeata",41,NA,""
"719",719,719,36,"Neorhodomela aculeata",32,NA,""
"720",720,720,36,"Neorhodomela aculeata",61,NA,""
"721",721,721,36,"Palmaria mollis",95,NA,""
"722",722,722,36,"Palmaria mollis",54,NA,""
"723",723,723,37,"Saccharina latissima",1184,NA,""
"724",724,724,37,"Saccharina latissima",1041,NA,""
"725",725,725,37,"Saccharina latissima",487,NA,""
"726",726,726,37,"Saccharina latissima",1534,NA,""
"727",727,727,37,"Ptilota serrata",51,NA,""
"728",728,728,37,"Ptilota serrata",45,NA,""
"729",729,729,37,"Ptilota serrata",40,NA,""
"730",730,730,37,"Ptilota serrata",38,NA,""
"731",731,731,37,"Ptilota serrata",32,NA,""
"732",732,732,37,"Ptilota serrata",41,NA,""
"733",733,733,37,"Ptilota serrata",62,NA,""
"734",734,734,37,"Ptilota serrata",21,NA,""
"735",735,735,37,"Ptilota serrata",33,NA,""
"736",736,736,37,"Ptilota serrata",43,NA,""
"737",737,737,37,"Ptilota serrata",42,NA,""
"738",738,738,38,"Halosaccion glandiforme",42,NA,""
"739",739,739,38,"Fucus distichus",131,NA,""
"740",740,740,38,"Fucus distichus",150,NA,""
"741",741,741,38,"Fucus distichus",141,NA,""
"742",742,742,38,"Fucus distichus",220,NA,""
"743",743,743,38,"Fucus distichus",135,NA,""
"744",744,744,38,"Fucus distichus",110,NA,""
"745",745,745,38,"Fucus distichus",110,NA,""
"746",746,746,38,"Fucus distichus",113,NA,""
"747",747,747,38,"Fucus distichus",124,NA,""
"748",748,748,38,"Fucus distichus",121,NA,""
"749",749,749,38,"Fucus distichus",115,NA,""
"750",750,750,38,"Fucus distichus",105,NA,""
"751",751,751,38,"Fucus distichus",100,NA,""
"752",752,752,38,"Fucus distichus",150,NA,""
"753",753,753,38,"Fucus distichus",143,NA,""
"754",754,754,38,"Ptilota serrata",27,NA,""
"755",755,755,38,"Ptilota serrata",36,NA,""
"756",756,756,38,"Ptilota serrata",72,NA,""
"757",757,757,38,"Ptilota serrata",51,NA,""
"758",758,758,38,"Ptilota serrata",42,NA,""
"759",759,759,38,"Ptilota serrata",53,NA,""
"760",760,760,38,"Ptilota serrata",41,NA,""
"761",761,761,38,"Ptilota serrata",37,NA,""
"762",762,762,38,"Microcladia borealis",73,NA,""
"763",763,763,38,"Neorhodomela aculeata",101,NA,""
"764",764,764,38,"Neorhodomela aculeata",90,NA,""
"765",765,765,38,"Neorhodomela aculeata",52,NA,""
"766",766,766,38,"Neorhodomela aculeata",55,NA,""
"767",767,767,38,"Neorhodomela aculeata",66,NA,""
"768",768,768,38,"Neorhodomela aculeata",68,NA,""
"769",769,769,38,"Neorhodomela aculeata",41,NA,""
"770",770,770,38,"Neorhodomela aculeata",58,NA,""
"771",771,771,38,"Neorhodomela aculeata",61,NA,""
"772",772,772,38,"Neorhodomela aculeata",60,NA,""
"773",773,773,38,"Neorhodomela aculeata",63,NA,""
"774",774,774,38,"Neorhodomela aculeata",38,NA,""
"775",775,775,38,"Neorhodomela aculeata",40,NA,""
"776",776,776,38,"Neorhodomela aculeata",91,NA,""
"777",777,777,38,"Palmaria mollis",80,NA,""
"778",778,778,38,"Palmaria mollis",72,NA,""
"779",779,779,38,"Palmaria mollis",50,NA,""
"780",780,780,38,"Palmaria mollis",43,NA,""
"781",781,781,38,"Palmaria mollis",34,NA,""
"782",782,782,38,"Odonthalia floccosa f. comosa",70,NA,""
"783",783,783,38,"Odonthalia floccosa f. comosa",68,NA,""
"784",784,784,38,"Odonthalia floccosa f. comosa",64,NA,""
"785",785,785,38,"Odonthalia floccosa f. comosa",82,NA,""
"786",786,786,38,"Odonthalia floccosa f. comosa",63,NA,""
"787",787,787,38,"Odonthalia floccosa f. comosa",104,NA,""
"788",788,788,38,"Odonthalia floccosa f. comosa",73,NA,""
"789",789,789,38,"Odonthalia floccosa f. comosa",73,NA,""
"790",790,790,38,"Odonthalia floccosa f. comosa",74,NA,""
"791",791,791,39,"Neorhodomela aculeata",185,NA,""
"792",792,792,39,"Neorhodomela aculeata",75,NA,""
"793",793,793,39,"Neorhodomela aculeata",162,NA,""
"794",794,794,39,"Neorhodomela aculeata",91,NA,""
"795",795,795,39,"Neorhodomela aculeata",73,NA,""
"796",796,796,39,"Neorhodomela aculeata",74,NA,""
"797",797,797,39,"Neorhodomela aculeata",58,NA,""
"798",798,798,39,"Neorhodomela aculeata",61,NA,""
"799",799,799,39,"Neorhodomela aculeata",67,NA,""
"800",800,800,39,"Neorhodomela aculeata",91,NA,""
"801",801,801,39,"Neorhodomela aculeata",92,NA,""
"802",802,802,39,"Neorhodomela aculeata",88,NA,""
"803",803,803,39,"Neorhodomela aculeata",71,NA,""
"804",804,804,39,"Neorhodomela aculeata",132,NA,""
"805",805,805,39,"Neorhodomela aculeata",129,NA,""
"806",806,806,39,"Halosaccion glandiforme",40,NA,""
"807",807,807,39,"Halosaccion glandiforme",62,NA,""
"808",808,808,39,"Halosaccion glandiforme",36,NA,""
"809",809,809,39,"Halosaccion glandiforme",30,NA,""
"810",810,810,39,"Halosaccion glandiforme",28,NA,""
"811",811,811,39,"Microcladia borealis",32,NA,""
"812",812,812,39,"Microcladia borealis",48,NA,""
"813",813,813,39,"Microcladia borealis",51,NA,""
"814",814,814,39,"Microcladia borealis",53,NA,""
"815",815,815,39,"Microcladia borealis",56,NA,""
"816",816,816,39,"Microcladia borealis",34,NA,""
"817",817,817,39,"Microcladia borealis",41,NA,""
"818",818,818,39,"Microcladia borealis",62,NA,""
"819",819,819,39,"Microcladia borealis",42,NA,""
"820",820,820,39,"Microcladia borealis",37,NA,""
"821",821,821,39,"Microcladia borealis",40,NA,""
"822",822,822,39,"Microcladia borealis",41,NA,""
"823",823,823,39,"Microcladia borealis",53,NA,""
"824",824,824,39,"Microcladia borealis",54,NA,""
"825",825,825,39,"Microcladia borealis",40,NA,""
"826",826,826,39,"Chondracanthus exasperatus",81,NA,""
"827",827,827,39,"Chondracanthus exasperatus",114,NA,""
"828",828,828,39,"Mazzaella splendens",88,NA,""
"829",829,829,39,"Odonthalia floccosa f. comosa",51,NA,""
"830",830,830,39,"Odonthalia floccosa f. comosa",38,NA,""
"831",831,831,39,"Palmaria mollis",42,NA,""
"832",832,832,39,"Palmaria mollis",43,NA,""
"833",833,833,39,"Palmaria mollis",57,NA,""
"834",834,834,39,"Palmaria mollis",48,NA,""
"835",835,835,39,"Palmaria mollis",47,NA,""
"836",836,836,39,"Palmaria mollis",58,NA,""
"837",837,837,39,"Palmaria mollis",32,NA,""
"838",838,838,39,"Palmaria mollis",72,NA,""
"839",839,839,39,"Palmaria mollis",32,NA,""
"840",840,840,39,"Palmaria mollis",51,NA,""
"841",841,841,39,"Palmaria mollis",39,NA,""
"842",842,842,40,"Saccharina latissima",1290,NA,""
"843",843,843,40,"Saccharina latissima",1352,NA,""
"844",844,844,40,"Saccharina latissima",1170,NA,""
"845",845,845,41,"Zostera marina",981,NA,""
"846",846,846,41,"Zostera marina",1005,NA,""
"847",847,847,41,"Zostera marina",847,NA,""
"848",848,848,41,"Zostera marina",876,NA,""
"849",849,849,41,"Zostera marina",958,NA,""
"850",850,850,41,"Zostera marina",913,NA,""
"851",851,851,41,"Zostera marina",1092,NA,""
"852",852,852,41,"Zostera marina",611,NA,""
"853",853,853,41,"Zostera marina",913,NA,""
"854",854,854,41,"Zostera marina",825,NA,""
"855",855,855,41,"Zostera marina",456,NA,""
"856",856,856,41,"Zostera marina",472,NA,""
"857",857,857,41,"Zostera marina",965,NA,"Flowering"
"858",858,858,41,"Zostera marina",1447,NA,"Flowering"
"859",859,859,41,"Zostera marina",1519,NA,"Flowering"
"860",860,860,42,"Zostera marina",1132,NA,""
"861",861,861,42,"Zostera marina",1034,NA,""
"862",862,862,42,"Zostera marina",1167,NA,""
"863",863,863,42,"Zostera marina",439,NA,""
"864",864,864,42,"Zostera marina",1112,NA,""
"865",865,865,42,"Zostera marina",171,NA,""
"866",866,866,42,"Zostera marina",1097,NA,""
"867",867,867,42,"Zostera marina",988,NA,""
"868",868,868,42,"Zostera marina",1022,NA,""
"869",869,869,42,"Zostera marina",334,NA,""
"870",870,870,42,"Zostera marina",517,NA,""
"871",871,871,42,"Zostera marina",891,NA,""
"872",872,872,42,"Zostera marina",1242,NA,""
"873",873,873,42,"Zostera marina",435,NA,""
"874",874,874,42,"Zostera marina",1000,NA,""
"875",875,875,42,"Zostera marina",378,NA,""
"876",876,876,43,"Zostera marina",698,NA,""
"877",877,877,43,"Zostera marina",1095,NA,""
"878",878,878,43,"Zostera marina",888,NA,""
"879",879,879,43,"Zostera marina",593,NA,""
"880",880,880,43,"Zostera marina",874,NA,""
"881",881,881,43,"Zostera marina",381,NA,""
"882",882,882,43,"Zostera marina",985,NA,""
"883",883,883,43,"Zostera marina",279,NA,""
"884",884,884,43,"Zostera marina",717,NA,""
"885",885,885,43,"Zostera marina",1094,NA,""
"886",886,886,43,"Zostera marina",390,NA,""
"887",887,887,43,"Zostera marina",971,NA,""
"888",888,888,43,"Zostera marina",1001,NA,""
"889",889,889,43,"Zostera marina",985,NA,""
"890",890,890,43,"Zostera marina",667,NA,""
"891",891,891,44,"Zostera marina",1083,NA,""
"892",892,892,44,"Zostera marina",340,NA,""
"893",893,893,44,"Zostera marina",605,NA,""
"894",894,894,44,"Zostera marina",881,NA,""
"895",895,895,44,"Zostera marina",877,NA,""
"896",896,896,44,"Zostera marina",949,NA,""
"897",897,897,44,"Zostera marina",1156,NA,""
"898",898,898,44,"Zostera marina",406,NA,""
"899",899,899,44,"Zostera marina",816,NA,""
"900",900,900,44,"Zostera marina",757,NA,""
"901",901,901,44,"Zostera marina",635,NA,""
"902",902,902,44,"Zostera marina",994,NA,""
"903",903,903,44,"Zostera marina",390,NA,""
"904",904,904,44,"Zostera marina",344,NA,""
"905",905,905,44,"Zostera marina",728,NA,""
"906",906,906,44,"Zostera marina",1011,NA,""
"907",907,907,45,"Zostera marina",443,NA,""
"908",908,908,45,"Zostera marina",1166,NA,""
"909",909,909,45,"Zostera marina",753,NA,""
"910",910,910,45,"Zostera marina",1098,NA,""
"911",911,911,45,"Zostera marina",1331,NA,""
"912",912,912,45,"Zostera marina",1209,NA,""
"913",913,913,45,"Zostera marina",818,NA,""
"914",914,914,45,"Zostera marina",681,NA,""
"915",915,915,45,"Zostera marina",450,NA,""
"916",916,916,45,"Zostera marina",1115,NA,""
"917",917,917,45,"Zostera marina",865,NA,""
"918",918,918,45,"Zostera marina",970,NA,""
"919",919,919,45,"Zostera marina",951,NA,""
"920",920,920,45,"Zostera marina",1024,NA,""
"921",921,921,45,"Zostera marina",839,NA,""
"922",922,922,46,"Zostera marina",511,NA,""
"923",923,923,46,"Zostera marina",670,NA,""
"924",924,924,46,"Zostera marina",584,NA,""
"925",925,925,46,"Zostera marina",287,NA,""
"926",926,926,46,"Zostera marina",319,NA,""
"927",927,927,46,"Zostera marina",755,NA,""
"928",928,928,46,"Zostera marina",479,NA,""
"929",929,929,46,"Zostera marina",176,NA,""
"930",930,930,46,"Zostera marina",402,NA,""
"931",931,931,46,"Zostera marina",256,NA,""
"932",932,932,46,"Zostera marina",612,NA,""
"933",933,933,46,"Zostera marina",283,NA,""
"934",934,934,46,"Zostera marina",651,NA,""
"935",935,935,46,"Zostera marina",374,NA,""
"936",936,936,46,"Zostera marina",491,NA,""
"937",937,937,47,"Zostera marina",622,NA,""
"938",938,938,47,"Zostera marina",719,NA,""
"939",939,939,47,"Zostera marina",610,NA,""
"940",940,940,47,"Zostera marina",315,NA,""
"941",941,941,47,"Zostera marina",452,NA,""
"942",942,942,47,"Zostera marina",316,NA,""
"943",943,943,47,"Zostera marina",234,NA,""
"944",944,944,47,"Zostera marina",587,NA,""
"945",945,945,47,"Zostera marina",475,NA,""
"946",946,946,47,"Zostera marina",538,NA,""
"947",947,947,47,"Zostera marina",342,NA,""
"948",948,948,47,"Zostera marina",637,NA,""
"949",949,949,47,"Zostera marina",482,NA,""
"950",950,950,47,"Zostera marina",539,NA,""
"951",951,951,47,"Zostera marina",270,NA,""
"952",952,952,47,"Zostera marina",253,NA,""
"953",953,953,47,"Zostera marina",584,NA,""
"954",954,954,47,"Zostera marina",519,NA,""
"955",955,955,48,"Zostera marina",769,NA,""
"956",956,956,48,"Zostera marina",522,NA,""
"957",957,957,48,"Zostera marina",493,NA,""
"958",958,958,48,"Zostera marina",861,NA,""
"959",959,959,48,"Zostera marina",243,NA,""
"960",960,960,48,"Zostera marina",681,NA,""
"961",961,961,48,"Zostera marina",671,NA,""
"962",962,962,48,"Zostera marina",663,NA,""
"963",963,963,48,"Zostera marina",537,NA,""
"964",964,964,48,"Zostera marina",510,NA,""
"965",965,965,48,"Zostera marina",486,NA,""
"966",966,966,48,"Zostera marina",231,NA,""
"967",967,967,48,"Zostera marina",582,NA,""
"968",968,968,48,"Zostera marina",632,NA,""
"969",969,969,48,"Zostera marina",679,NA,""
"970",970,970,48,"Zostera marina",352,NA,""
"971",971,971,48,"Zostera marina",187,NA,""
"972",972,972,48,"Zostera marina",255,NA,""
"973",973,973,49,"Zostera marina",641,NA,""
"974",974,974,49,"Zostera marina",437,NA,""
"975",975,975,49,"Zostera marina",825,NA,""
"976",976,976,49,"Zostera marina",653,NA,""
"977",977,977,49,"Zostera marina",491,NA,""
"978",978,978,49,"Zostera marina",770,NA,""
"979",979,979,49,"Zostera marina",380,NA,""
"980",980,980,49,"Zostera marina",632,NA,""
"981",981,981,49,"Zostera marina",465,NA,""
"982",982,982,49,"Zostera marina",237,NA,""
"983",983,983,49,"Zostera marina",521,NA,""
"984",984,984,49,"Zostera marina",579,NA,""
"985",985,985,49,"Zostera marina",443,NA,""
"986",986,986,49,"Zostera marina",384,NA,""
"987",987,987,49,"Zostera marina",618,NA,""
"988",988,988,49,"Zostera marina",347,NA,""
"989",989,989,50,"Zostera marina",635,NA,""
"990",990,990,50,"Zostera marina",291,NA,""
"991",991,991,50,"Zostera marina",373,NA,""
"992",992,992,50,"Zostera marina",500,NA,""
"993",993,993,50,"Zostera marina",484,NA,""
"994",994,994,50,"Zostera marina",856,NA,""
"995",995,995,50,"Zostera marina",582,NA,""
"996",996,996,50,"Zostera marina",661,NA,""
"997",997,997,50,"Zostera marina",473,NA,""
"998",998,998,50,"Zostera marina",738,NA,""
"999",999,999,50,"Zostera marina",317,NA,""
"1000",1000,1000,50,"Zostera marina",475,NA,""
"1001",1001,1001,50,"Zostera marina",483,NA,""
"1002",1002,1002,50,"Zostera marina",570,NA,""
"1003",1003,1003,50,"Zostera marina",197,NA,""
"1004",1004,1004,50,"Zostera marina",379,NA,""
"1005",1005,1005,50,"Zostera marina",592,NA,""
"1006",1006,1006,50,"Zostera marina",465,NA,""
"1007",1007,1007,50,"Zostera marina",466,NA,""
"1008",1008,1008,50,"Zostera marina",440,NA,""
"1009",1009,1009,50,"Zostera marina",490,NA,""
"1010",1010,1010,50,"Zostera marina",591,NA,""
"1011",1011,1011,50,"Zostera marina",589,NA,""
"1012",1012,1012,51,"Zostera marina",510,NA,""
"1013",1013,1013,51,"Zostera marina",244,NA,""
"1014",1014,1014,51,"Zostera marina",505,NA,""
"1015",1015,1015,51,"Zostera marina",220,NA,""
"1016",1016,1016,51,"Zostera marina",616,NA,""
"1017",1017,1017,51,"Zostera marina",515,NA,""
"1018",1018,1018,51,"Zostera marina",374,NA,""
"1019",1019,1019,51,"Zostera marina",179,NA,""
"1020",1020,1020,51,"Zostera marina",334,NA,""
"1021",1021,1021,51,"Zostera marina",561,NA,""
"1022",1022,1022,51,"Zostera marina",518,NA,""
"1023",1023,1023,51,"Zostera marina",230,NA,""
"1024",1024,1024,51,"Zostera marina",113,NA,""
"1025",1025,1025,51,"Zostera marina",426,NA,""
"1026",1026,1026,51,"Zostera marina",343,NA,""
"1027",1027,1027,52,"Zostera marina",400,NA,""
"1028",1028,1028,52,"Zostera marina",226,NA,""
"1029",1029,1029,52,"Zostera marina",205,NA,""
"1030",1030,1030,52,"Zostera marina",236,NA,""
"1031",1031,1031,52,"Zostera marina",371,NA,""
"1032",1032,1032,52,"Zostera marina",225,NA,""
"1033",1033,1033,52,"Zostera marina",491,NA,""
"1034",1034,1034,52,"Zostera marina",309,NA,""
"1035",1035,1035,52,"Zostera marina",115,NA,""
"1036",1036,1036,52,"Zostera marina",370,NA,""
"1037",1037,1037,52,"Zostera marina",395,NA,""
"1038",1038,1038,52,"Zostera marina",244,NA,""
"1039",1039,1039,52,"Zostera marina",545,NA,""
"1040",1040,1040,52,"Zostera marina",461,NA,""
"1041",1041,1041,52,"Zostera marina",203,NA,""
"1042",1042,1042,53,"Zostera marina",486,NA,""
"1043",1043,1043,53,"Zostera marina",173,NA,""
"1044",1044,1044,53,"Zostera marina",432,NA,""
"1045",1045,1045,53,"Zostera marina",340,NA,""
"1046",1046,1046,53,"Zostera marina",462,NA,""
"1047",1047,1047,53,"Zostera marina",316,NA,""
"1048",1048,1048,53,"Zostera marina",529,NA,""
"1049",1049,1049,53,"Zostera marina",368,NA,""
"1050",1050,1050,53,"Zostera marina",426,NA,""
"1051",1051,1051,53,"Zostera marina",631,NA,""
"1052",1052,1052,53,"Zostera marina",304,NA,""
"1053",1053,1053,53,"Zostera marina",292,NA,""
"1054",1054,1054,53,"Zostera marina",200,NA,""
"1055",1055,1055,53,"Zostera marina",516,NA,""
"1056",1056,1056,53,"Zostera marina",217,NA,""
"1057",1057,1057,54,"Zostera marina",217,NA,""
"1058",1058,1058,54,"Zostera marina",499,NA,""
"1059",1059,1059,54,"Zostera marina",454,NA,""
"1060",1060,1060,54,"Zostera marina",500,NA,""
"1061",1061,1061,54,"Zostera marina",434,NA,""
"1062",1062,1062,54,"Zostera marina",531,NA,""
"1063",1063,1063,54,"Zostera marina",285,NA,""
"1064",1064,1064,54,"Zostera marina",198,NA,""
