"","plant_ID","quadrat_ID","species","length_mm","weight_g","notes","length_cm","fit","lwr","upr"
"317",248,22,"Zostera marina",634,NA,"",63.4,0.302852713564601,0.291704391757981,0.314427100533817
"318",249,22,"Zostera marina",516,NA,"",51.6,0.218937742626085,0.212286726141145,0.225797137755734
"319",250,22,"Zostera marina",384,NA,"",38.4,0.137453745580191,0.133598699949531,0.141420030143715
"320",251,22,"Zostera marina",621,NA,"",62.1,0.293126970167222,0.282561160041452,0.304087867656016
"321",252,22,"Zostera marina",440,NA,"",44,0.170334116249499,0.165583374349321,0.175221161378735
"322",253,22,"Zostera marina",181,NA,"",18.1,0.0420261558344968,0.0397286531577159,0.0444565227825344
"323",254,23,"Zostera marina",621,NA,"",62.1,0.293126970167222,0.282561160041452,0.304087867656016
"324",255,23,"Zostera marina",672,NA,"",67.2,0.331940158899289,0.318971585693561,0.345436001299315
"325",256,23,"Zostera marina",736,NA,"",73.6,0.383093673301558,0.366675106914912,0.400247411825907
"326",257,23,"Zostera marina",608,NA,"",60.8,0.283517698072049,0.273513510342783,0.293887804735254
"327",258,23,"Zostera marina",537,NA,"",53.7,0.233139192612721,0.225821548013166,0.24069396215875
"328",259,23,"Zostera marina",559,NA,"",55.9,0.248363557991174,0.240283791441678,0.256715014225199
"329",260,23,"Zostera marina",638,NA,"",63.8,0.305868523442705,0.294536803249841,0.317636209128208
"330",261,23,"Zostera marina",481,NA,"",48.1,0.196002226093745,0.190326956015123,0.201846724384384
"331",262,23,"Zostera marina",672,NA,"",67.2,0.331940158899289,0.318971585693561,0.345436001299315
"332",263,23,"Zostera marina",230,NA,"",23,0.0612982245874081,0.0586247265340606,0.0640936437526111
"333",264,23,"Zostera marina",660,NA,"",66,0.322649563722185,0.310274520789881,0.335518175018358
"334",265,23,"Zostera marina",488,NA,"",48.8,0.200514961081622,0.194658235336266,0.20654789944083
"335",266,23,"Zostera marina",623,NA,"",62.3,0.294615683293205,0.283961609292659,0.305669491937783
"336",267,23,"Zostera marina",471,NA,"",47.1,0.189620809549329,0.184192805153287,0.195208772591416
"337",268,23,"Zostera marina",744,NA,"",74.4,0.38967458440935,0.37279168938673,0.407322067679132
"338",269,24,"Zostera marina",315,NA,"",31.5,0.100607916302608,0.097399450370422,0.103922073320306
"339",270,24,"Zostera marina",319,NA,"",31.9,0.102628037755778,0.099391265518621,0.105970218596604
"340",271,24,"Zostera marina",478,NA,"",47.8,0.1940797049308,0.188480092653336,0.199845677788932
"341",272,24,"Zostera marina",426,NA,"",42.6,0.161873948232622,0.157385409021935,0.166490497939142
"342",273,24,"Zostera marina",363,NA,"",36.3,0.125798640230711,0.122183455384096,0.129520791781075
"343",274,24,"Zostera marina",359,NA,"",35.9,0.123621618913183,0.120047140789669,0.127302529341301
"344",275,24,"Zostera marina",396,NA,"",39.6,0.144281723919602,0.140267897462531,0.148410407754014
"345",276,24,"Zostera marina",622,NA,"",62.2,0.293870982383413,0.283261102061273,0.304878268348725
"346",277,24,"Zostera marina",325,NA,"",32.5,0.105685627881986,0.10240489795324,0.109071462049693
"347",278,24,"Zostera marina",485,NA,"",48.5,0.198576337988976,0.192798221899892,0.204527622820022
"348",279,24,"Zostera marina",320,NA,"",32,0.10313535716808,0.0998913880204074,0.106484674094371
"349",280,24,"Zostera marina",385,NA,"",38.5,0.138018117361637,0.134150473772573,0.141997267578382
"350",281,24,"Zostera marina",416,NA,"",41.6,0.155927894852801,0.151610491854369,0.160368244280751
"351",282,24,"Zostera marina",308,NA,"",30.8,0.0971081454915303,0.0939475290587563,0.100375092514743
"352",283,24,"Zostera marina",240,NA,"",24,0.0655493298900032,0.0628103695601994,0.0684077275633662
"353",284,25,"Zostera marina",730,NA,"",73,0.378184910510605,0.362109822581404,0.394973617446574
"354",285,25,"Zostera marina",956,NA,"",95.6,0.578427436356568,0.546680731714998,0.612017727569111
"355",286,25,"Zostera marina",912,NA,"",91.2,0.53704368569637,0.508778492092978,0.566879152379016
"356",287,25,"Zostera marina",327,NA,"",32.7,0.106712094865085,0.103416278144468,0.110112947350389
"357",288,25,"Zostera marina",700,NA,"",70,0.353990196323429,0.339570670881067,0.369022032344451
"358",289,25,"Zostera marina",809,NA,"",80.9,0.444642871154303,0.423721607512471,0.466597122646202
"359",290,25,"Zostera marina",820,NA,"",82,0.454205181766847,0.432554303548638,0.476939763288374
"360",291,25,"Zostera marina",691,NA,"",69.1,0.346846255850271,0.332903117002953,0.361373381782679
"361",292,25,"Zostera marina",370,NA,"",37,0.129641714287237,0.125951614211629,0.133439926026622
"362",293,25,"Zostera marina",589,NA,"",58.9,0.269685076692997,0.260463598008164,0.27923303351061
"363",294,25,"Zostera marina",679,NA,"",67.9,0.337404039263351,0.324081356648572,0.351274404947251
"364",295,25,"Zostera marina",760,NA,"",76,0.402958770642184,0.385125540043183,0.42161776863527
"365",296,25,"Zostera marina",529,NA,"",52.9,0.227690703448903,0.220634092465536,0.2349730082859
"366",297,25,"Zostera marina",420,NA,"",42,0.15829655923589,0.153912290893755,0.162805715647614
"367",298,25,"Zostera marina",698,NA,"",69.8,0.352398058710416,0.338085211515535,0.367316840704708
"368",299,26,"Zostera marina",390,NA,"",39,0.14085262130521,0.136920280178468,0.144897899001444
"369",300,26,"Zostera marina",501,NA,"",50.1,0.208994827758095,0.202782893141698,0.215397055209754
"370",301,26,"Zostera marina",536,NA,"",53.6,0.2324555597742,0.225171017769998,0.239975765109928
"371",302,26,"Zostera marina",355,NA,"",35.5,0.121458512437836,0.11792328678961,0.125099720718704
"372",303,26,"Zostera marina",539,NA,"",53.9,0.234508656776242,0.227124402605484,0.242132987350208
"373",304,26,"Zostera marina",368,NA,"",36.8,0.128539385240001,0.124871180835627,0.132315346481959
"374",305,26,"Zostera marina",604,NA,"",60.4,0.280584592834498,0.27074896927136,0.290777519663225
"375",306,26,"Zostera marina",408,NA,"",40.8,0.151229832846365,0.14703991930345,0.155539138290339
"376",307,26,"Zostera marina",635,NA,"",63.5,0.303605642480784,0.292411654016759,0.3152281548289
"377",308,26,"Zostera marina",561,NA,"",56.1,0.249764975230217,0.241612740776467,0.258192273517005
"378",309,26,"Zostera marina",526,NA,"",52.6,0.225659676007702,0.218698713398365,0.232842199136056
"379",310,26,"Zostera marina",535,NA,"",53.5,0.231772660537651,0.224521086149637,0.23925844602809
"380",311,26,"Zostera marina",497,NA,"",49.7,0.206371983260759,0.200271859475189,0.212657912033095
"381",312,26,"Zostera marina",183,NA,"",18.3,0.0427600988352802,0.0404450271488708,0.0452076851295668
"382",313,26,"Zostera marina",666,NA,"",66.6,0.327282819297883,0.314613152128889,0.340462701837998
"383",314,26,"Zostera marina",457,NA,"",45.7,0.180817185263533,0.175711705987388,0.186071009343985
"384",315,26,"Zostera marina",492,NA,"",49.2,0.203110476526056,0.197146973943547,0.209254369212153
"385",331,27,"Zostera marina",510,NA,"",51,0.214940329801592,0.208468683595223,0.221612880066537
"386",332,27,"Zostera marina",518,NA,"",51.8,0.220276184466486,0.21356427568368,0.227199035455636
"387",333,27,"Zostera marina",239,NA,"",23.9,0.0651195456828348,0.0623870096116865,0.0679717661790999
"388",334,27,"Zostera marina",578,NA,"",57.8,0.261792792800215,0.25300346779278,0.2708874584212
"389",335,27,"Zostera marina",486,NA,"",48.6,0.199221781167767,0.193417602264261,0.205200134977536
"390",336,27,"Zostera marina",516,NA,"",51.6,0.218937742626085,0.212286726141145,0.225797137755734
"391",337,27,"Zostera marina",492,NA,"",49.2,0.203110476526056,0.197146973943547,0.209254369212153
"392",338,27,"Zostera marina",306,NA,"",30.6,0.0961165450399435,0.092969247662356,0.0993703881951085
"393",339,27,"Zostera marina",321,NA,"",32.1,0.103643589763533,0.100392373403017,0.107000097068616
"394",340,27,"Zostera marina",366,NA,"",36.6,0.127440498513038,0.123793793152348,0.131194628160917
"395",341,27,"Zostera marina",476,NA,"",47.6,0.192801873763205,0.187251996325403,0.198516241514484
"396",342,27,"Zostera marina",362,NA,"",36.2,0.125253083973603,0.121648215452433,0.128964777547705
"397",343,27,"Zostera marina",480,NA,"",48,0.195360616694489,0.189710706583718,0.201178790815417
"398",344,27,"Zostera marina",480,NA,"",48,0.195360616694489,0.189710706583718,0.201178790815417
"399",345,27,"Zostera marina",162,NA,"",16.2,0.0352889402782976,0.0331693400822812,0.0375439879984373
"400",346,28,"Zostera marina",412,NA,"",41.2,0.1535723014818,0.149319674141975,0.157946043734281
"401",347,28,"Zostera marina",452,NA,"",45.2,0.177710217609425,0.172713256075296,0.182851751859865
"402",348,28,"Zostera marina",412,NA,"",41.2,0.1535723014818,0.149319674141975,0.157946043734281
"403",349,28,"Zostera marina",294,NA,"",29.4,0.0902454871845593,0.0871754426322845,0.0934236490376284
"404",350,28,"Zostera marina",360,NA,"",36,0.124164572294561,0.120580056198289,0.127855646274861
"405",351,28,"Zostera marina",358,NA,"",35.8,0.12307953520434,0.119515004154494,0.126750378274966
"406",352,28,"Zostera marina",522,NA,"",52.2,0.222961995094416,0.216126654289483,0.230013514158681
"407",353,28,"Zostera marina",390,NA,"",39,0.14085262130521,0.136920280178468,0.144897899001444
"408",354,28,"Zostera marina",432,NA,"",43.2,0.165480452086241,0.160882808693415,0.170209485059715
"409",355,28,"Zostera marina",480,NA,"",48,0.195360616694489,0.189710706583718,0.201178790815417
"410",356,28,"Zostera marina",172,NA,"",17.2,0.0387813063356309,0.0365655515682411,0.0411313287122499
"411",357,28,"Zostera marina",310,NA,"",31,0.0981034584323025,0.0949293735575517,0.101383672889653
"412",358,28,"Zostera marina",187,NA,"",18.7,0.0442418556989372,0.0418922800243133,0.0467232099697029
"413",359,28,"Zostera marina",100,NA,"",10,0.0165025285646392,0.0151105461547326,0.0180227402926425
"414",360,28,"Zostera marina",135,NA,"",13.5,0.0264782705216421,0.0246475747174616,0.0284449410481173
"415",361,29,"Zostera marina",557,NA,"",55.7,0.246965023287098,0.23895719775481,0.255241203446734
"416",362,29,"Zostera marina",610,NA,"",61,0.284988424928177,0.274899203729551,0.295447935974914
"417",363,29,"Zostera marina",524,NA,"",52.4,0.224309354175479,0.217411475673802,0.231426083718373
"418",364,29,"Zostera marina",285,NA,"",28.5,0.0859315273347053,0.0829171828312734,0.0890554543453464
"419",365,29,"Zostera marina",491,NA,"",49.1,0.202460454867063,0.19652385672462,0.208576385931687
"420",366,29,"Zostera marina",292,NA,"",29.2,0.0892801675338206,0.0862226331215167,0.0924461249476494
"421",367,29,"Zostera marina",565,NA,"",56.5,0.252576439867436,0.244277693485371,0.261157116173315
"422",368,29,"Zostera marina",302,NA,"",30.2,0.0941445228263329,0.0910234495469469,0.097372613566206
"423",369,29,"Zostera marina",565,NA,"",56.5,0.252576439867436,0.244277693485371,0.261157116173315
"424",370,29,"Zostera marina",542,NA,"",54.2,0.236568340580029,0.229083163200441,0.244298092373648
"425",371,29,"Zostera marina",551,NA,"",55.1,0.242786758390274,0.234991583202671,0.250840516269977
"426",372,29,"Zostera marina",294,NA,"",29.4,0.0902454871845593,0.0871754426322845,0.0934236490376284
"427",373,29,"Zostera marina",678,NA,"",67.8,0.336621491003416,0.323349749490404,0.350437965033046
"428",374,29,"Zostera marina",612,NA,"",61.2,0.286461929436301,0.276287175151753,0.297011386689577
"429",375,29,"Zostera marina",622,NA,"",62.2,0.293870982383413,0.283261102061273,0.304878268348725
"430",376,29,"Zostera marina",372,NA,"",37.2,0.130747477743394,0.12703507837255,0.134568366117947
"431",377,30,"Zostera marina",460,NA,"",46,0.182690791466041,0.17751851932649,0.188013765623539
"432",378,30,"Zostera marina",382,NA,"",38.2,0.1363275384649,0.132497353009956,0.140268445532662
"433",379,30,"Zostera marina",307,NA,"",30.7,0.0966118805642339,0.0934579417973598,0.099872255761805
"434",380,30,"Zostera marina",275,NA,"",27.5,0.0812294137961247,0.0782756961642312,0.0842945893680491
"435",381,30,"Zostera marina",470,NA,"",47,0.188986918883639,0.183582866626148,0.194550047972962
"436",382,30,"Zostera marina",474,NA,"",47.4,0.191527128679861,0.18602642291631,0.19719048748712
"437",383,30,"Zostera marina",378,NA,"",37.8,0.134085296357434,0.130303509434101,0.137976841739273
"438",384,30,"Zostera marina",452,NA,"",45.2,0.177710217609425,0.172713256075296,0.182851751859865
"439",385,30,"Zostera marina",245,NA,"",24.5,0.0677136917171667,0.0649429651567854,0.0706026285510375
"440",386,30,"Zostera marina",332,NA,"",33.2,0.109294076476063,0.105959510834186,0.11273358152293
"441",387,30,"Zostera marina",427,NA,"",42.7,0.162473015040572,0.157966629299161,0.167107956493659
"442",388,30,"Zostera marina",512,NA,"",51.2,0.216269810359502,0.209738926116562,0.223004054321043
"443",389,30,"Zostera marina",377,NA,"",37.7,0.133526860550027,0.129756902396802,0.137406351099714
"444",390,30,"Zostera marina",378,NA,"",37.8,0.134085296357434,0.130303509434101,0.137976841739273
"445",391,30,"Zostera marina",424,NA,"",42.4,0.16067824163848,0.156224992957383,0.165258431748347
"446",395,31,"Zostera marina",450,NA,"",45,0.176472945954909,0.171518412438678,0.181570597647284
"447",396,31,"Zostera marina",474,NA,"",47.4,0.191527128679861,0.18602642291631,0.19719048748712
"448",397,31,"Zostera marina",189,NA,"",18.9,0.0449896272495757,0.0426231114936609,0.0474875364356446
"449",398,31,"Zostera marina",691,NA,"",69.1,0.346846255850271,0.332903117002953,0.361373381782679
"450",399,31,"Zostera marina",750,NA,"",75,0.39463708551783,0.377401193470376,0.412660139820761
"451",400,31,"Zostera marina",553,NA,"",55.3,0.2441766190635,0.236311090351694,0.252303949038311
"452",401,31,"Zostera marina",714,NA,"",71.4,0.365208343602751,0.350029103034377,0.381045841848087
"453",402,31,"Zostera marina",224,NA,"",22.4,0.0587978702665111,0.0561651064764762,0.0615540460040872
"454",403,31,"Zostera marina",297,NA,"",29.7,0.0917005630076148,0.0886115809038527,0.0948972264137534
"455",404,31,"Zostera marina",623,NA,"",62.3,0.294615683293205,0.283961609292659,0.305669491937783
"456",405,31,"Zostera marina",481,NA,"",48.1,0.196002226093745,0.190326956015123,0.201846724384384
"457",406,31,"Zostera marina",635,NA,"",63.5,0.303605642480784,0.292411654016759,0.3152281548289
"458",407,31,"Zostera marina",622,NA,"",62.2,0.293870982383413,0.283261102061273,0.304878268348725
"459",408,31,"Zostera marina",595,NA,"",59.5,0.274025948141648,0.26456223141567,0.283828193665898
"460",409,31,"Zostera marina",676,NA,"",67.6,0.335058386736762,0.321888173731832,0.348767465486848
"461",410,32,"Zostera marina",529,NA,"",52.9,0.227690703448903,0.220634092465536,0.2349730082859
"462",411,32,"Zostera marina",459,NA,"",45.9,0.182065472299139,0.176915604820772,0.187365248176325
"463",412,32,"Zostera marina",672,NA,"",67.2,0.331940158899289,0.318971585693561,0.345436001299315
"464",413,32,"Zostera marina",495,NA,"",49.5,0.205065103491364,0.199020047674187,0.21129377246842
"465",414,32,"Zostera marina",520,NA,"",52,0.221617603578106,0.214844253020317,0.228604496165219
"466",415,32,"Zostera marina",626,NA,"",62.6,0.296853913494602,0.286066518713014,0.308048094385578
"467",416,32,"Zostera marina",647,NA,"",64.7,0.312693908285662,0.300942431930355,0.324904267077865
"468",417,32,"Zostera marina",737,NA,"",73.7,0.383914046827729,0.367437836178684,0.401129064128194
"469",418,32,"Zostera marina",541,NA,"",54.1,0.235881048404666,0.228429646421091,0.243575515998991
"470",419,32,"Zostera marina",469,NA,"",46.9,0.18835380390436,0.182973562968438,0.193892247982085
"471",420,32,"Zostera marina",615,NA,"",61.5,0.28867738586354,0.278373397288333,0.299362776474977
"472",421,32,"Zostera marina",480,NA,"",48,0.195360616694489,0.189710706583718,0.201178790815417
"473",422,32,"Zostera marina",368,NA,"",36.8,0.128539385240001,0.124871180835627,0.132315346481959
"474",423,32,"Zostera marina",458,NA,"",45.8,0.181440936656376,0.176313333441934,0.186717662539033
"475",424,32,"Zostera marina",760,NA,"",76,0.402958770642184,0.385125540043183,0.42161776863527
"476",425,33,"Zostera marina",770,NA,"",77,0.411343709661537,0.392901927802056,0.430651100198621
"477",426,33,"Zostera marina",513,NA,"",51.3,0.216935672960661,0.210374962502146,0.223700984390739
"478",427,33,"Zostera marina",619,NA,"",61.9,0.291641013699007,0.281162973057443,0.302509537249796
"479",428,33,"Zostera marina",688,NA,"",68.8,0.344476782923728,0.330690340285209,0.358837980786308
"480",429,33,"Zostera marina",649,NA,"",64.9,0.314218121893213,0.302372035239601,0.326528304933562
"481",430,33,"Zostera marina",421,NA,"",42.1,0.158890761451414,0.154489447239618,0.163417466537066
"482",431,33,"Zostera marina",702,NA,"",70.2,0.355584953961109,0.341058285946122,0.37073035517307
"483",432,33,"Zostera marina",690,NA,"",69,0.346055772387008,0.332164982504527,0.360527460478881
"484",433,33,"Zostera marina",632,NA,"",63.2,0.301348905578772,0.290291550559647,0.312827440958756
"485",434,33,"Zostera marina",617,NA,"",61.7,0.290157817666117,0.279767051187811,0.300934505315441
"486",435,33,"Zostera marina",681,NA,"",68.1,0.338971125960046,0.325546207875921,0.352949662612612
"487",436,33,"Zostera marina",216,NA,"",21.6,0.0555236409859978,0.0529471620884141,0.0582254947525614
"488",437,33,"Zostera marina",558,NA,"",55.8,0.24766393004846,0.239620199939528,0.255977677435074
"489",438,33,"Zostera marina",523,NA,"",52.3,0.223635303990817,0.216768762704155,0.230719355349748
"490",439,33,"Zostera marina",359,NA,"",35.9,0.123621618913183,0.120047140789669,0.127302529341301
"491",440,33,"Zostera marina",543,NA,"",54.3,0.237256362898821,0.229737275984655,0.245021542519452
"492",441,34,"Zostera marina",452,NA,"",45.2,0.177710217609425,0.172713256075296,0.182851751859865
"493",442,34,"Zostera marina",568,NA,"",56.8,0.254692572680669,0.2462825677031,0.263389760727597
"494",443,34,"Zostera marina",537,NA,"",53.7,0.233139192612721,0.225821548013166,0.24069396215875
"495",444,34,"Zostera marina",605,NA,"",60.5,0.281316824367167,0.271439247917902,0.291553842265153
"496",445,34,"Zostera marina",731,NA,"",73.1,0.37900143121685,0.362869381380923,0.39585066206959
"497",446,34,"Zostera marina",245,NA,"",24.5,0.0677136917171667,0.0649429651567854,0.0706026285510375
"498",447,34,"Zostera marina",451,NA,"",45.1,0.177091187084978,0.172115509384566,0.182210706375651
"499",448,34,"Zostera marina",827,NA,"",82.7,0.46032890011137,0.438206841330238,0.48356774995681
"500",449,34,"Zostera marina",576,NA,"",57.6,0.260367048128324,0.251654624031566,0.269381101229254
"501",450,34,"Zostera marina",775,NA,"",77.5,0.415559789736581,0.396809544859383,0.435196030647669
"502",451,34,"Zostera marina",801,NA,"",80.1,0.437735253455158,0.417336289183645,0.459131297909092
"503",452,34,"Zostera marina",365,NA,"",36.5,0.126892348508748,0.123256246156796,0.130635717151263
"504",453,34,"Zostera marina",791,NA,"",79.1,0.429156423655879,0.409400429662933,0.449865761295705
"505",454,34,"Zostera marina",344,NA,"",34.4,0.115582263535881,0.112147992972862,0.119121700620272
"506",455,34,"Zostera marina",745,NA,"",74.5,0.390500074363896,0.373558628815188,0.408209839943626
"507",456,35,"Zostera marina",913,NA,"",91.3,0.537971725288359,0.509629670803654,0.567889967539267
"508",457,35,"Zostera marina",626,NA,"",62.6,0.296853913494602,0.286066518713014,0.308048094385578
"509",458,35,"Zostera marina",790,NA,"",79,0.428301955582084,0.408609651716418,0.448943299270741
"510",459,35,"Zostera marina",813,NA,"",81.3,0.448111473844878,0.426926427652066,0.470347769510953
"511",460,35,"Zostera marina",832,NA,"",83.2,0.464721298439426,0.442259415644909,0.488323996241667
"512",461,35,"Zostera marina",624,NA,"",62.4,0.295361072427104,0.284662681381031,0.306461537852648
"513",462,35,"Zostera marina",603,NA,"",60.3,0.279853058634572,0.270059262313183,0.290002030503593
"514",463,35,"Zostera marina",711,NA,"",71.1,0.362793701403912,0.347779161991912,0.378456457898451
"515",464,35,"Zostera marina",791,NA,"",79.1,0.429156423655879,0.409400429662933,0.449865761295705
"516",465,35,"Zostera marina",629,NA,"",62.9,0.299098325100728,0.288176502303574,0.310434082456249
"517",466,35,"Zostera marina",497,NA,"",49.7,0.206371983260759,0.200271859475189,0.212657912033095
"518",467,35,"Zostera marina",709,NA,"",70.9,0.361187192716269,0.346281877884321,0.376734090098239
"519",468,35,"Zostera marina",500,NA,"",50,0.208337982625747,0.202154209854329,0.21471091319762
"520",469,35,"Zostera marina",756,NA,"",75.6,0.39962248630167,0.382029539833266,0.418025610343189
"521",470,35,"Zostera marina",745,NA,"",74.5,0.390500074363896,0.373558628815188,0.408209839943626
"522",471,36,"Zostera marina",826,NA,"",82.6,0.459452249943428,0.43739782957202,0.482618695626884
"523",472,36,"Zostera marina",466,NA,"",46.6,0.186459120112472,0.181149468385353,0.191924402445161
"524",473,36,"Zostera marina",231,NA,"",23.1,0.0617186388704415,0.059038464677272,0.0645204851589983
"525",474,36,"Zostera marina",470,NA,"",47,0.188986918883639,0.183582866626148,0.194550047972962
"526",475,36,"Zostera marina",690,NA,"",69,0.346055772387008,0.332164982504527,0.360527460478881
"527",476,36,"Zostera marina",685,NA,"",68.5,0.342113248487623,0.328482448778835,0.356309675679377
"528",477,36,"Zostera marina",967,NA,"",96.7,0.588947820833634,0.556299037774428,0.623512737056598
"529",478,36,"Zostera marina",941,NA,"",94.1,0.564193421721791,0.533656442667297,0.596477792947011
"530",479,36,"Zostera marina",866,NA,"",86.6,0.494991207032386,0.470146745863966,0.521148550308742
"531",480,36,"Zostera marina",769,NA,"",76.9,0.410502379361858,0.392121955604264,0.429744371753088
"532",481,36,"Zostera marina",971,NA,"",97.1,0.592790564315361,0.559810625371609,0.627713439536915
"533",482,36,"Zostera marina",336,NA,"",33.6,0.11137585122111,0.108009153947402,0.114847490067995
"534",483,36,"Zostera marina",396,NA,"",39.6,0.144281723919602,0.140267897462531,0.148410407754014
"535",484,36,"Zostera marina",352,NA,"",35.2,0.119845354067445,0.116338650473987,0.123457757443754
"536",485,36,"Zostera marina",830,NA,"",83,0.462962510859777,0.44063688389599,0.486419304181948
"537",486,36,"Zostera marina",620,NA,"",62,0.292383647115203,0.281861783588299,0.303298290431794
"538",489,37,"Zostera marina",270,NA,"",27,0.0789147847398573,0.0759911714347307,0.0819508784107493
"539",490,37,"Zostera marina",1269,NA,"",126.9,0.903731931984524,0.841498174230105,0.970568243520809
"540",491,37,"Zostera marina",445,NA,"",44.5,0.173393607350448,0.168542704552691,0.178384126146511
"541",492,37,"Zostera marina",794,NA,"",79.4,0.431723557876894,0.411775830750606,0.452637616166376
"542",493,37,"Zostera marina",720,NA,"",72,0.370055154732745,0.354543407490076,0.386245561618879
"543",494,38,"Zostera marina",700,NA,"",70,0.353990196323429,0.339570670881067,0.369022032344451
"544",495,38,"Zostera marina",696,NA,"",69.6,0.350808544306374,0.33660191041747,0.365614783961636
"545",496,38,"Zostera marina",636,NA,"",63.6,0.304359254069607,0.293119476916994,0.316030024726198
"546",497,38,"Zostera marina",794,NA,"",79.4,0.431723557876894,0.411775830750606,0.452637616166376
"547",498,38,"Zostera marina",796,NA,"",79.6,0.433438085696861,0.413361984675796,0.454489239691227
"548",501,41,"Zostera marina",512,NA,"",51.2,0.216269810359502,0.209738926116562,0.223004054321043
"549",502,41,"Zostera marina",765,NA,"",76.5,0.407143355446211,0.389007247288908,0.426124996485963
"550",503,41,"Zostera marina",837,NA,"",83.7,0.469128914038631,0.446324491103369,0.493098502040512
"551",504,41,"Zostera marina",534,NA,"",53.4,0.231090495484863,0.223871753595188,0.238542005616324
"552",505,41,"Zostera marina",764,NA,"",76.4,0.406305175531723,0.388229866798926,0.425222039265117
"553",506,41,"Zostera marina",277,NA,"",27.7,0.0821620930719126,0.0791963122291508,0.0852389378740903
"554",507,41,"Zostera marina",715,NA,"",71.5,0.366014523896869,0.350780152754165,0.381910523305287
"555",508,41,"Zostera marina",563,NA,"",56.3,0.251169270637254,0.242944042528155,0.259672975949345
"556",509,41,"Zostera marina",741,NA,"",74.1,0.38720194564107,0.370494023553851,0.404663333756687
"557",510,41,"Zostera marina",425,NA,"",42.5,0.161275690162835,0.156804863197462,0.165873989537844
"558",511,41,"Zostera marina",810,NA,"",81,0.445509098668342,0.42452205373785,0.467533677576248
"559",512,41,"Zostera marina",314,NA,"",31.4,0.100105181127442,0.0969036768540969,0.103412456718709
"560",513,41,"Zostera marina",833,NA,"",83.3,0.465601605419345,0.443071431721588,0.489277438012053
"561",514,41,"Zostera marina",667,NA,"",66.7,0.328057372549179,0.315338184519446,0.341289589929868
"562",515,41,"Zostera marina",870,NA,"",87,0.498598079434698,0.473465129607263,0.525065161656535
"563",516,42,"Zostera marina",634,NA,"",63.4,0.302852713564601,0.291704391757981,0.314427100533817
"564",517,42,"Zostera marina",761,NA,"",76.1,0.403794423945974,0.385900841860007,0.422517701759796
"565",518,42,"Zostera marina",595,NA,"",59.5,0.274025948141648,0.26456223141567,0.283828193665898
"566",519,42,"Zostera marina",441,NA,"",44.1,0.170944422110622,0.166173924599862,0.175851870388807
"567",520,42,"Zostera marina",580,NA,"",58,0.263221379395181,0.254354637233467,0.272397214079907
"568",521,42,"Zostera marina",688,NA,"",68.8,0.344476782923728,0.330690340285209,0.358837980786308
"569",522,42,"Zostera marina",908,NA,"",90.8,0.5333373842909,0.505378576159053,0.562842943688096
"570",523,42,"Zostera marina",581,NA,"",58.1,0.263936737111686,0.255031093123652,0.273153364728697
"571",524,42,"Zostera marina",801,NA,"",80.1,0.437735253455158,0.417336289183645,0.459131297909092
"572",525,42,"Zostera marina",735,NA,"",73.5,0.382273940984147,0.365912905294544,0.399366526408573
"573",526,42,"Zostera marina",592,NA,"",59.2,0.271852347569694,0.262510322182209,0.281526830125396
"574",527,42,"Zostera marina",564,NA,"",56.4,0.251872496295147,0.243610574556036,0.26041461667074
"575",528,42,"Zostera marina",456,NA,"",45.6,0.180194218848653,0.175110723262837,0.185425289219665
"576",529,42,"Zostera marina",705,NA,"",70.5,0.357981996030025,0.343293744878831,0.37329870233107
"577",530,42,"Zostera marina",662,NA,"",66.2,0.324191300546628,0.311718526522433,0.337163146902502
"578",531,43,"Zostera marina",850,NA,"",85,0.480659654963853,0.456951952646106,0.50559736657674
"579",532,43,"Zostera marina",563,NA,"",56.3,0.251169270637254,0.242944042528155,0.259672975949345
"580",533,43,"Zostera marina",700,NA,"",70,0.353990196323429,0.339570670881067,0.369022032344451
"581",534,43,"Zostera marina",419,NA,"",41.9,0.157703170643098,0.153335815971437,0.162194917562631
"582",535,43,"Zostera marina",573,NA,"",57.3,0.258233768886266,0.249635725790518,0.267127948862432
"583",536,43,"Zostera marina",332,NA,"",33.2,0.109294076476063,0.105959510834186,0.11273358152293
"584",537,43,"Zostera marina",479,NA,"",47.9,0.194719776079865,0.18909508524666,0.200511775052929
"585",538,43,"Zostera marina",780,NA,"",78,0.419791552520778,0.400730061981455,0.439759739253006
"586",539,43,"Zostera marina",430,NA,"",43,0.164275059861072,0.159714325708152,0.168966028392915
"587",540,43,"Zostera marina",382,NA,"",38.2,0.1363275384649,0.132497353009956,0.140268445532662
"588",541,43,"Zostera marina",420,NA,"",42,0.15829655923589,0.153912290893755,0.162805715647614
"589",542,43,"Zostera marina",349,NA,"",34.9,0.118240088477656,0.114761150214368,0.121824489359759
"590",543,43,"Zostera marina",852,NA,"",85.2,0.482442679529506,0.458594390118871,0.507531151812125
"591",544,43,"Zostera marina",596,NA,"",59.6,0.274751885916702,0.265247351657161,0.284596993497434
"592",545,43,"Zostera marina",828,NA,"",82.8,0.461206160528641,0.439016354484163,0.484517536389965
"593",546,44,"Zostera marina",212,NA,"",21.2,0.0539123557527319,0.0513649452931896,0.0565861033476951
"594",547,44,"Zostera marina",376,NA,"",37.6,0.132969276539701,0.129211040397469,0.136836824849509
"595",548,44,"Zostera marina",301,NA,"",30.1,0.0936538537602902,0.0905392564444927,0.0968755948369327
