site_name,bay_code,bay_sample,sample_date,quadrat_location_m,quadrat_no,primary_sediment,secondary_sediment,common_name,scientific_name,species_code,size_mm,size_mm_checked,IF function,samplers,notes,,
North Fish Egg Island,NFEI,A,20220717,2,1,4,3,Pointed macoma,Macoma inquinata,CLAMMP,33.2,33.2,YES,,,,
North Fish Egg Island,NFEI,A,20220717,2,1,4,3,Pointed macoma,Macoma inquinata,CLAMMP,31.4,31.4,YES,,,,
North Fish Egg Island,NFEI,A,20220717,16,2,4,3,Butter clam,Saxidomus gigantea,CLAMBU,42.9,42.9,YES,,,,
North Fish Egg Island,NFEI,A,20220717,16,2,4,3,Butter clam,Saxidomus gigantea,CLAMBU,33.9,33.9,YES,,"estimate, smashed by shovel",,
North Fish Egg Island,NFEI,A,20220717,16,2,4,3,Butter clam,Saxidomus gigantea,CLAMBU,28.6,28.6,YES,,,,
North Fish Egg Island,NFEI,A,20220717,16,2,4,3,Bentnose macoma,Macoma nasuta,CLAMMB,36.4,36.4,YES,,,,
North Fish Egg Island,NFEI,A,20220717,16,2,4,3,Pointed macoma,Macoma inquinata,CLAMMP,28,28,YES,,,,
North Fish Egg Island,NFEI,A,20220717,27,3,4,3,Butter clam,Saxidomus gigantea,CLAMBU,22.8,22.8,YES,,,,
North Fish Egg Island,NFEI,A,20220717,27,3,4,3,Steamer clam,Protothaca staminea,CLAMST,47.8,47.8,YES,,,,
North Fish Egg Island,NFEI,A,20220717,27,3,4,3,Bentnose macoma,Macoma nasuta,CLAMMB,31.5,31.5,YES,,,,
North Fish Egg Island,NFEI,A,20220717,27,3,4,3,Bentnose macoma,Macoma nasuta,CLAMMB,39.2,39.2,YES,,,,
North Fish Egg Island,NFEI,A,20220717,34,4,4,3,Cockle,Clinocardium nutallii,CLAMCK,31.7,31.7,YES,,,,
North Fish Egg Island,NFEI,A,20220717,34,4,4,3,Bentnose macoma,Macoma nasuta,CLAMMB,40.5,40.5,YES,,,,
North Fish Egg Island,NFEI,A,20220717,34,4,4,3,Bentnose macoma,Macoma nasuta,CLAMMB,31.5,31.5,YES,,,,
North Fish Egg Island,NFEI,A,20220717,34,4,4,3,Bentnose macoma,Macoma nasuta,CLAMMB,45.9,45.9,YES,,,,
North Fish Egg Island,NFEI,A,20220717,50,5,4,3,Bentnose macoma,Macoma nasuta,CLAMMB,43.5,43.5,YES,,,,
North Fish Egg Island,NFEI,A,20220717,60,6,4,3,Butter clam,Saxidomus gigantea,CLAMBU,52.9,52.9,YES,,"estimate, smashed by shovel",,
North Fish Egg Island,NFEI,A,20220717,60,6,4,3,Bentnose macoma,Macoma nasuta,CLAMMB,29.9,29.9,YES,,,,
North Fish Egg Island,NFEI,A,20220717,67,7,4,3,Cockle,Clinocardium nutallii,CLAMCK,36.6,36.6,YES,,,,
North Fish Egg Island,NFEI,A,20220717,76,8,4,4,Steamer clam,Protothaca staminea,CLAMST,51,51,YES,,,,
North Fish Egg Island,NFEI,A,20220717,76,8,4,4,Bentnose macoma,Macoma nasuta,CLAMMB,36.6,36.6,YES,,,,
North Fish Egg Island,NFEI,A,20220717,76,8,4,4,Bentnose macoma,Macoma nasuta,CLAMMB,38.9,38.9,YES,,,,
North Fish Egg Island,NFEI,A,20220717,76,8,4,4,Pointed macoma,Macoma inquinata,CLAMMP,34,34,YES,,,,
North Fish Egg Island,NFEI,A,20220717,76,8,4,4,Pointed macoma,Macoma inquinata,CLAMMP,32,32,YES,,,,
North Fish Egg Island,NFEI,A,20220717,80,9,4,3,Cockle,Clinocardium nutallii,CLAMCK,36.7,36.7,YES,,,,
North Fish Egg Island,NFEI,A,20220717,80,9,4,3,Bentnose macoma,Macoma nasuta,CLAMMB,34.9,34.9,YES,,,,
North Fish Egg Island,NFEI,A,20220717,80,9,4,3,Pointed macoma,Macoma inquinata,CLAMMP,29.9,29.9,YES,,,,
North Fish Egg Island,NFEI,A,20220717,96,10,3,4,Butter clam,Saxidomus gigantea,CLAMBU,31.3,31.3,YES,,,,
North Fish Egg Island,NFEI,A,20220717,96,10,3,4,Bentnose macoma,Macoma nasuta,CLAMMB,19.8,19.8,YES,,,,
North Fish Egg Island,NFEI,A,20220717,96,10,3,4,Bentnose macoma,Macoma nasuta,CLAMMB,48.7,48.7,YES,,,,
