bay_code,bay_sample,place_name,year,date,YYYYMMDD,trans_loc,trans_area_m2,species_common,species_scientific,species_code,death_estimate,width_mm,notes,measurers
REFU,A,Refugio,2020,7/22/20,20200722,Inside,100,NA,NA,NA,NA,0,no shells,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,whole,69,measured at site,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Edge,100,Butter clam,Saxidomus gigantea,CLAMBU,whole,60,measured at site,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,50,measured at site,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,60,measured at site,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,48,measured at site,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,63,measured at site,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,35,measured at site,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,35,measured at site,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,55,measured at site,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,80,measured at site,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,35,measured at site,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,50,measured at site,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,50,measured at site,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,70,measured at site,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,55,measured at site,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,50,measured at site,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,60,measured at site,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,52,measured at site,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,55,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,60,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,60,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,55,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,65,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,60,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,50,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,60,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,45,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,50,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,50,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,50,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,30,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,70,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,30,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,60,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,45,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,60,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,70,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,60,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,55,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,55,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,48,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,55,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,50,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,crab,60,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,crab,45,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,crab,38,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,crab,30,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,sea otter,58,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,sea otter,70,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,sea otter,50,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Steamer clam,Protothaca staminea,CLAMST,whole,50,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Steamer clam,Protothaca staminea,CLAMST,whole,40,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Steamer clam,Protothaca staminea,CLAMST,whole,50,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Steamer clam,Protothaca staminea,CLAMST,whole,50,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Steamer clam,Protothaca staminea,CLAMST,whole,48,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Steamer clam,Protothaca staminea,CLAMST,whole,50,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Steamer clam,Protothaca staminea,CLAMST,whole,50,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Steamer clam,Protothaca staminea,CLAMST,whole,48,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Steamer clam,Protothaca staminea,CLAMST,whole,60,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Steamer clam,Protothaca staminea,CLAMST,whole,50,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Steamer clam,Protothaca staminea,CLAMST,whole,55,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Steamer clam,Protothaca staminea,CLAMST,whole,50,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Steamer clam,Protothaca staminea,CLAMST,whole,55,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Steamer clam,Protothaca staminea,CLAMST,whole,50,,Ginny Eckert
REFU,A,Refugio,2020,7/22/20,20200722,Outside,100,Bentnose macoma,Macoma nasuta,CLAMMB,whole,50,,Ginny Eckert
NFEI,A,North Fish Egg Island,2020,7/18/20,20200718,Inside,100,NA,NA,NA,NA,0,no shells,Ginny Eckert
NFEI,A,North Fish Egg Island,2020,7/18/20,20200718,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,63,,Ginny Eckert
NFEI,A,North Fish Egg Island,2020,7/18/20,20200718,Edge,100,Bentnose macoma,Macoma nasuta,CLAMMB,whole,62,,Ginny Eckert
NFEI,A,North Fish Egg Island,2020,7/18/20,20200718,Outside,100,Steamer clam,Protothaca staminea,CLAMST,crab,25,,Ginny Eckert
NFEI,A,North Fish Egg Island,2020,7/18/20,20200718,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,30,,Ginny Eckert
NFEI,A,North Fish Egg Island,2020,7/18/20,20200718,Outside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,22,,Ginny Eckert
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,sea otter,60,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,sea otter,43,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,sea otter,50,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,sea otter,60,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,sea otter,65,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,sea otter,42,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,sea otter,60,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,sea otter,50,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,sea otter,58,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,38,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,38,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,32,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,42,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,28,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,37,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,32,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,32,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,35,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,32,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,25,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,45,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,44,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,35,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,44,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,37,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,33,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,40,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,sea otter,22,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,crab,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,crab,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,crab,27,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,crab,35,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,crab,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,crab,26,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,crab,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,35,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,28,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,25,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,34,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,26,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,32,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,39,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,37,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,25,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,35,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,25,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,35,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,24,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,25,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,28,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,29,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,25,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,36,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,26,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,28,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,35,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,27,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,29,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,25,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,31,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,40,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,28,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,26,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,36,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,41,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,31,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,35,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,31,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,26,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,27,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,36,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,38,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,33,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,25,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,32,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,31,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,29,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,31,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,28,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,40,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,32,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,35,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,25,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,33,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,35,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,28,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,34,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,35,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,30,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,25,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,25,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,25,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,45,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,27,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,21,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,35,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,28,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,32,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,36,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,36,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,20,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,35,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,27,,Adri Penix
GUKT,A,Guktu Bay,2020,8/4/20,20200804,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,33,,Adri Penix
