bay_code,bay_sample,site_code,place_name,latitude_N,longitude_E,so_region,year,date_MMDDYY,date_YYYYMMDD,trans_loc,bin_loc_transect_m,bin_area_m2,pit_count_bin,pit_count_m2,sed1_type,sed2_type,sed1_no,sed2_no,sed_avg_no,field_collector,notes,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Edge,80,20,0,0,Sand,Pebble,4,6,5,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Edge,90,20,0,0,Pebble,Sand,6,4,5,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Edge,100,20,0,0,Sand,Pebble,4,6,5,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Inside,10,20,0,0,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Inside,20,20,0,0,Sand,Sand,4,4,4,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Inside,30,20,0,0,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Inside,40,20,0,0,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Inside,50,20,0,0,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Inside,60,20,0,0,Sand,Pebble,4,6,5,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Inside,70,20,1,0.05,Sand,Pebble,4,6,5,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Inside,80,20,0,0,Sand,Sand,4,4,4,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Inside,90,20,0,0,Sand,Pebble,4,6,5,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Inside,100,20,0,0,Sand,Sand,4,4,4,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Outside,10,20,0,0,Gravel,Sand,7,4,5.5,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Outside,20,20,0,0,Gravel,Sand,7,4,5.5,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Outside,30,20,0,0,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Outside,40,20,1,0.05,Gravel,Sand,7,4,5.5,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Outside,50,20,0,0,Sand,Pebble,4,6,5,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Outside,60,20,0,0,Sand,Pebble,4,6,5,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Outside,70,20,0,0,Gravel,Sand,7,4,5.5,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Outside,80,20,0,0,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Outside,90,20,0,0,Sand,Pebble,4,6,5,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2017,7/14/2017,20170715,Outside,100,20,0,0,Sand,Pebble,4,6,5,"Tiff Stephens, Wendel Raymond",NA,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2018,6/14/18,20180614,Inside,10,40,4,0.1,muddy sand,sand,3,4,3.5,"Lia, Liz","Less dense seagrass than south pass. Pits when present were small, diameter of about 15 cm.",,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2018,6/14/18,20180614,Inside,20,40,5,0.125,muddy sand,sand,3,4,3.5,"Lia, Liz",,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2018,6/14/18,20180614,Inside,30,40,2,0.05,muddy sand,pebble,3,6,4.5,"Lia, Liz",,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2018,6/14/18,20180614,Inside,40,40,2,0.05,muddy sand,pebble,3,6,4.5,"Lia, Liz",,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2018,6/14/18,20180614,Inside,50,40,2,0.05,muddy sand,pebble,3,6,4.5,"Lia, Liz",,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2018,6/14/18,20180614,Edge,10,40,3,0.075,muddy sand,pebble,3,6,4.5,"Lia, Liz",,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2018,6/14/18,20180614,Edge,20,40,4,0.1,muddy sand,pebble,3,6,4.5,"Lia, Liz",,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2018,6/14/18,20180614,Edge,30,40,1,0.025,sand,pebble,4,6,5,"Lia, Liz",,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2018,6/14/18,20180614,Edge,40,40,4,0.1,sand,pebble,4,6,5,"Lia, Liz",,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2018,6/14/18,20180614,Edge,50,40,6,0.15,muddy sand,pebble,3,6,4.5,"Lia, Liz",,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2018,6/14/18,20180614,Outside,10,40,1,0.025,course sand,gravel,5,7,6,"Lia, Liz",,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2018,6/14/18,20180614,Outside,20,40,3,0.075,course sand,pebble,5,6,5.5,"Lia, Liz",,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2018,6/14/18,20180614,Outside,30,40,6,0.15,course sand,pebble,5,6,5.5,"Lia, Liz",,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2018,6/14/18,20180614,Outside,40,40,5,0.125,course sand,gravel,5,7,6,"Lia, Liz",,,,,,,
GOAT,A,L_02_a,Goats Mouth Inlet a,55.19286,-132.9,low,2018,6/14/18,20180614,Outside,50,40,4,0.1,course sand,gravel,5,7,6,"Lia, Liz",,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Edge,10,20,15,0.75,Muddy Sand,Pebble,3,6,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Edge,20,20,8,0.4,Sandy mud,Sand,2,4,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Edge,30,20,7,0.35,Sandy mud,Sand,2,4,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Edge,40,20,9,0.45,Mud,Sandy mud,1,2,1.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Edge,50,20,12,0.6,Mud,Mud,1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Edge,60,20,9,0.45,Mud,Mud,1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Edge,70,20,15,0.75,Mud,Mud,1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Edge,80,20,5,0.25,Mud,Mud,1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Edge,90,20,10,0.5,Mud,Mud,1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Edge,100,20,6,0.3,Mud,Mud,1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Inside,10,20,5,0.25,Muddy Sand,Mud,3,1,2,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Inside,20,20,5,0.25,Mud,Mud,1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Inside,30,20,3,0.15,Mud,Mud,1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Inside,40,20,3,0.15,Mud,Mud,1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Inside,50,20,6,0.3,Mud,Mud,1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Inside,60,20,4,0.2,Mud,Mud,1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Inside,70,20,2,0.1,Mud,Mud,1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Inside,80,20,9,0.45,Mud,Mud,1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Inside,90,20,2,0.1,Mud,Mud,1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Inside,100,20,7,0.35,Mud,Mud,1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Outside,10,20,4,0.2,Muddy Sand,Mud,3,1,2,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Outside,20,20,15,0.75,Pebble,Sand,6,4,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Outside,30,20,14,0.7,Muddy Sand,Pebble,3,6,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Outside,40,20,22,1.1,Muddy Sand,Pebble,3,6,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Outside,50,20,19,0.95,Mud,Cobble,1,8,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Outside,60,20,12,0.6,Mud,Gravel,1,7,4,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Outside,70,20,7,0.35,Mud,Mud,1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Outside,80,20,4,0.2,Mud,Mud,1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Outside,90,20,2,0.1,Mud,Mud,1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_a,Guktu Bay a,55.739816,-133.31202,high,2017,7/23/2017,20170724,Outside,100,20,3,0.15,Mud,Sandy mud,1,2,1.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
GUKT,A,H_06_b,Guktu Bay b,55.740264,-133.311306,high,2018,5/31/18,20180531,Inside,10,40,6,0.15,mud,sandy mud,1,2,1.5,"Lia, Mel",Occasional cobble. Firm mud. Placed at waters edge.,,,,,,
GUKT,A,H_06_b,Guktu Bay b,55.740264,-133.311306,high,2018,5/31/18,20180531,Inside,20,40,6,0.15,mud,sandy mud,1,2,1.5,"Lia, Mel",,,,,,,
GUKT,A,H_06_b,Guktu Bay b,55.740264,-133.311306,high,2018,5/31/18,20180531,Inside,30,40,4,0.1,mud,sandy mud,1,2,1.5,"Lia, Mel",,,,,,,
GUKT,A,H_06_b,Guktu Bay b,55.740264,-133.311306,high,2018,5/31/18,20180531,Inside,40,40,14,0.35,mud,sandy mud,1,2,1.5,"Lia, Mel",,,,,,,
GUKT,A,H_06_b,Guktu Bay b,55.740264,-133.311306,high,2018,5/31/18,20180531,Inside,50,40,24,0.6,mud,sandy mud,1,2,1.5,"Lia, Mel",,,,,,,
GUKT,A,H_06_b,Guktu Bay b,55.740264,-133.311306,high,2018,5/31/18,20180531,Edge,10,40,7,0.175,mud,sandy mud,1,2,1.5,"Lia, Mel",,,,,,,
GUKT,A,H_06_b,Guktu Bay b,55.740264,-133.311306,high,2018,5/31/18,20180531,Edge,20,40,4,0.1,mud,sandy mud,1,2,1.5,"Lia, Mel",,,,,,,
GUKT,A,H_06_b,Guktu Bay b,55.740264,-133.311306,high,2018,5/31/18,20180531,Edge,30,40,5,0.125,mud,sandy mud,1,2,1.5,"Lia, Mel",,,,,,,
GUKT,A,H_06_b,Guktu Bay b,55.740264,-133.311306,high,2018,5/31/18,20180531,Edge,40,40,4,0.1,mud,sandy mud,1,2,1.5,"Lia, Mel",,,,,,,
GUKT,A,H_06_b,Guktu Bay b,55.740264,-133.311306,high,2018,5/31/18,20180531,Edge,50,40,6,0.15,mud,sandy mud,1,2,1.5,"Lia, Mel",,,,,,,
GUKT,A,H_06_b,Guktu Bay b,55.740264,-133.311306,high,2018,5/31/18,20180531,Outside,10,40,2,0.05,mud,sandy mud,1,2,1.5,"Lia, Mel",,,,,,,
GUKT,A,H_06_b,Guktu Bay b,55.740264,-133.311306,high,2018,5/31/18,20180531,Outside,20,40,1,0.025,mud,sandy mud,1,2,1.5,"Lia, Mel",At 11-30 meters cobble present roughly 30-40%.,,,,,,
GUKT,A,H_06_b,Guktu Bay b,55.740264,-133.311306,high,2018,5/31/18,20180531,Outside,30,40,1,0.025,muddy sand,mud,3,1,2,"Lia, Mel",,,,,,,
GUKT,A,H_06_b,Guktu Bay b,55.740264,-133.311306,high,2018,5/31/18,20180531,Outside,40,40,4,0.1,mud,muddy sand,1,3,2,"Lia, Mel",,,,,,,
GUKT,A,H_06_b,Guktu Bay b,55.740264,-133.311306,high,2018,5/31/18,20180531,Outside,50,40,6,0.15,mud,sandy mud,1,2,1.5,"Lia, Mel",,,,,,,
GUKT,A,2017_H_06,Guktu Cove,55.739816,-133.312022,high,2019,5/18/19,20190518,Inside,Shells collected along entire transect,20,0,0,Sandy Mud,Sandy Mud,2,2,2,"Becca, Lassie",NA,,,,,,
GUKT,A,2017_H_06,Guktu Cove,55.739816,-133.312022,high,2019,5/18/19,20190518,Inside,Shells collected along entire transect,20,2,0.1,Sandy Mud,Sandy Mud,2,2,2,"Becca, Lassie",NA,,,,,,
GUKT,A,2017_H_06,Guktu Cove,55.739816,-133.312022,high,2019,5/18/19,20190518,Inside,Shells collected along entire transect,20,1,0.05,Sandy Mud,Mud,2,1,1.5,"Becca, Lassie",NA,,,,,,
GUKT,A,2017_H_06,Guktu Cove,55.739816,-133.312022,high,2019,5/18/19,20190518,Inside,Shells collected along entire transect,20,0,0,Sandy Mud,Mud,2,1,1.5,"Becca, Lassie",NA,,,,,,
GUKT,A,2017_H_06,Guktu Cove,55.739816,-133.312022,high,2019,5/18/19,20190518,Inside,Shells collected along entire transect,20,0,0,Sandy Mud,Mud,2,1,1.5,"Becca, Lassie",NA,,,,,,
GUKT,A,2017_H_06,Guktu Cove,55.739816,-133.312022,high,2019,5/18/19,20190518,Edge,Shells collected along entire transect,20,0,0,Sandy Mud,Sandy Mud,2,2,2,"Becca, Lassie",NA,,,,,,
GUKT,A,2017_H_06,Guktu Cove,55.739816,-133.312022,high,2019,5/18/19,20190518,Edge,Shells collected along entire transect,20,0,0,Sandy Mud,Mud,2,1,1.5,"Becca, Lassie",NA,,,,,,
GUKT,A,2017_H_06,Guktu Cove,55.739816,-133.312022,high,2019,5/18/19,20190518,Edge,Shells collected along entire transect,20,0,0,Sandy Mud,Mud,2,1,1.5,"Becca, Lassie",NA,,,,,,
GUKT,A,2017_H_06,Guktu Cove,55.739816,-133.312022,high,2019,5/18/19,20190518,Edge,Shells collected along entire transect,20,0,0,Sandy Mud,Sandy Mud,2,2,2,"Becca, Lassie",NA,,,,,,
GUKT,A,2017_H_06,Guktu Cove,55.739816,-133.312022,high,2019,5/18/19,20190518,Edge,Shells collected along entire transect,20,0,0,Sandy Mud,Sandy Mud,2,2,2,"Becca, Lassie",NA,,,,,,
GUKT,A,2017_H_06,Guktu Cove,55.739816,-133.312022,high,2019,5/18/19,20190518,Outside ,Shells collected along entire transect,20,0,0,Gravel,Muddy Sand,7,3,5,"Becca, Lassie",Sparse Cobble 21-30m,,,,,,
GUKT,A,2017_H_06,Guktu Cove,55.739816,-133.312022,high,2019,5/18/19,20190518,Outside ,Shells collected along entire transect,20,0,0,Gravel,Muddy Sand,7,3,5,"Becca, Lassie",Sparse Cobble 21-30m,,,,,,
GUKT,A,2017_H_06,Guktu Cove,55.739816,-133.312022,high,2019,5/18/19,20190518,Outside ,Shells collected along entire transect,20,0,0,Muddy Sand,Muddy Sand,3,3,3,"Becca, Lassie",Sparse Cobble 21-30m,,,,,,
GUKT,A,2017_H_06,Guktu Cove,55.739816,-133.312022,high,2019,5/18/19,20190518,Outside ,Shells collected along entire transect,20,0,0,Muddy Sand,Muddy Sand,3,3,3,"Becca, Lassie",Sparse Cobble 21-30m,,,,,,
GUKT,A,2017_H_06,Guktu Cove,55.739816,-133.312022,high,2019,5/18/19,20190518,Outside ,Shells collected along entire transect,20,0,0,Muddy Sand,Mud,3,1,2,"Becca, Lassie",Sparse Cobble 21-30m,,,,,,
HECA,A,,Heceta Island,55.77583333,-133.5319444,moderate,2019,6/15/19,20190615,Inside ,Shells collected along entire transect,20,0,0,Mud,Mud,1,1,1,Lia ,"Done on snorkle, Narrow fringing bed, Ege of bed composed of Chordia, Long break in bed 12m-17m, Bed ends at 45m",,,,,,
HECA,A,,Heceta Island,55.77583333,-133.5319444,moderate,2019,6/15/19,20190615,Inside ,Shells collected along entire transect,20,0,0,Mud,Mud,1,1,1,Lia ,"Done on snorkle, Narrow fringing bed, Ege of bed composed of Chordia, Long break in bed 12m-17m, Bed ends at 45m",,,,,,
HECA,A,,Heceta Island,55.77583333,-133.5319444,moderate,2019,6/15/19,20190615,Inside ,Shells collected along entire transect,20,0,0,Mud,Mud,1,1,1,Lia ,"Done on snorkle, Narrow fringing bed, Ege of bed composed of Chordia, Long break in bed 12m-17m, Bed ends at 45m",,,,,,
HECA,A,,Heceta Island,55.77583333,-133.5319444,moderate,2019,6/15/19,20190615,Inside ,Shells collected along entire transect,20,1,0.05,Mud,Mud,2,1,1.5,Lia ,"Done on snorkle, Narrow fringing bed, Ege of bed composed of Chordia, Long break in bed 12m-17m, Bed ends at 45m",,,,,,
HECA,A,,Heceta Island,55.77583333,-133.5319444,moderate,2019,6/15/19,20190615,Inside ,Shells collected along entire transect,20,7,0.35,Sandy Mud ,Gravel ,1,7,4,Lia ,"Done on snorkle, Narrow fringing bed, Ege of bed composed of Chordia, Long break in bed 12m-17m, Bed ends at 45m",,,,,,
HECA,A,,Heceta Island,55.77583333,-133.5319444,moderate,2019,6/15/19,20190615,Outside ,Shells collected along entire transect,20,5,0.25,Mud,Cobble ,1,8,4.5,"Bryce, Adri ",NA,,,,,,
HECA,A,,Heceta Island,55.77583333,-133.5319444,moderate,2019,6/15/19,20190615,Outside ,Shells collected along entire transect,20,2,0.1,Mud,Mud ,1,1,1,"Bryce, Adri ",NA,,,,,,
HECA,A,,Heceta Island,55.77583333,-133.5319444,moderate,2019,6/15/19,20190615,Outside ,Shells collected along entire transect,20,4,0.2,Mud,Cobble ,1,8,4.5,"Bryce, Adri ",NA,,,,,,
HECA,A,,Heceta Island,55.77583333,-133.5319444,moderate,2019,6/15/19,20190615,Outside ,Shells collected along entire transect,20,2,0.1,Mud,Mud ,1,1,1,"Bryce, Adri ",NA,,,,,,
HECA,A,,Heceta Island,55.77583333,-133.5319444,moderate,2019,6/15/19,20190615,Outside ,Shells collected along entire transect,20,7,0.35,Muddy Sand,Gravel ,3,7,5,"Bryce, Adri ",NA,,,,,,
HECA,A,,Heceta Island,55.77583333,-133.5319444,moderate,2019,6/15/19,20190615,Edge ,Shells collected along entire transect,20,0,0,Mud,Mud ,1,1,1,Lia ,"Done on snorkle, Sparse sea grass, Bed ends at 45m",,,,,,
HECA,A,,Heceta Island,55.77583333,-133.5319444,moderate,2019,6/15/19,20190615,Edge ,Shells collected along entire transect,20,0,0,Mud,Mud ,1,1,1,Lia ,"Done on snorkle, Sparse sea grass, Bed ends at 45m",,,,,,
HECA,A,,Heceta Island,55.77583333,-133.5319444,moderate,2019,6/15/19,20190615,Edge ,Shells collected along entire transect,20,0,0,Mud,Mud ,1,1,1,Lia ,"Done on snorkle, Sparse sea grass, Bed ends at 45m",,,,,,
HECA,A,,Heceta Island,55.77583333,-133.5319444,moderate,2019,6/15/19,20190615,Edge ,Shells collected along entire transect,20,1,0.05,Mud,Mud ,1,1,1,Lia ,"Done on snorkle, Sparse sea grass, Bed ends at 45m",,,,,,
HECA,A,,Heceta Island,55.77583333,-133.5319444,moderate,2019,6/15/19,20190615,Edge ,Shells collected along entire transect,20,5,0.25,Sandy Mud ,Gravel ,2,7,4.5,Lia ,"Done on snorkle, Sparse sea grass, Bed ends at 45m",,,,,,
HETA,A,L_07_a,Hetta Cove a,55.155625,-132.589934,low,2017,7/21/2017,20170723,Edge,10,20,0,0,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
HETA,A,L_07_a,Hetta Cove a,55.155625,-132.589934,low,2017,7/21/2017,20170723,Edge,20,20,0,0,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
HETA,A,L_07_a,Hetta Cove a,55.155625,-132.589934,low,2017,7/21/2017,20170723,Edge,30,20,0,0,Sandy mud,Gravel,2,7,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
HETA,A,L_07_a,Hetta Cove a,55.155625,-132.589934,low,2017,7/21/2017,20170723,Edge,40,20,1,0.05,Sandy mud,Gravel,2,7,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
HETA,A,L_07_a,Hetta Cove a,55.155625,-132.589934,low,2017,7/21/2017,20170723,Edge,50,20,0,0,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
HETA,A,L_07_a,Hetta Cove a,55.155625,-132.589934,low,2017,7/21/2017,20170723,Edge,60,20,0,0,Sand,Muddy Sand,4,3,3.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
HETA,A,L_07_a,Hetta Cove a,55.155625,-132.589934,low,2017,7/21/2017,20170723,Edge,70,20,0,0,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
HETA,A,L_07_a,Hetta Cove a,55.155625,-132.589934,low,2017,7/21/2017,20170723,Edge,80,20,0,0,Sandy mud,Gravel,2,7,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
HETA,A,L_07_a,Hetta Cove a,55.155625,-132.589934,low,2017,7/21/2017,20170723,Edge,90,20,0,0,Sandy mud,Gravel,2,7,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
HETA,A,L_07_a,Hetta Cove a,55.155625,-132.589934,low,2017,7/21/2017,20170723,Edge,100,20,0,0,Sandy mud,Gravel,2,7,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
HETA,A,L_07_a,Hetta Cove a,55.155625,-132.589934,low,2017,7/21/2017,20170723,Inside,10,20,0,0,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",NA,,,,,,
