"","bay_code","bay_sample","site_code","place_name","latitude","longitude","date_YYYYMMDD","year","trans_loc","bin_loc_transect_m","trans_bin","bin_area_m2","pit_count_bin","pit_count_m2","sed1_type","sed2_type","sed1_no","sed2_no","sed_avg_no","field_collector","notes"
"303","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"edge","30",3,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond",""
"304","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"edge","40",4,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond",""
"305","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"edge","50",5,10,0,0,"sand","pebble",4,6,5,"Tiff Stephens, Wendel Raymond",""
"306","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"edge","60",6,10,0,0,"sand","pebble",4,6,5,"Tiff Stephens, Wendel Raymond",""
"307","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"edge","70",7,10,0,0,"sand","pebble",4,6,5,"Tiff Stephens, Wendel Raymond",""
"308","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"edge","80",8,10,0,0,"sand","pebble",4,6,5,"Tiff Stephens, Wendel Raymond",""
"309","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"edge","90",9,10,0,0,"pebble","sand",6,4,5,"Tiff Stephens, Wendel Raymond",""
"310","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"edge","100",10,10,0,0,"sand","pebble",4,6,5,"Tiff Stephens, Wendel Raymond",""
"311","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"inside","10",1,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond",""
"312","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"inside","20",2,10,0,0,"sand","sand",4,4,4,"Tiff Stephens, Wendel Raymond",""
"313","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"inside","30",3,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond",""
"314","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"inside","40",4,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond",""
"315","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"inside","50",5,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond",""
"316","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"inside","60",6,10,0,0,"sand","pebble",4,6,5,"Tiff Stephens, Wendel Raymond",""
"317","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"inside","70",7,10,1,0.1,"sand","pebble",4,6,5,"Tiff Stephens, Wendel Raymond",""
"318","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"inside","80",8,10,0,0,"sand","sand",4,4,4,"Tiff Stephens, Wendel Raymond",""
"319","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"inside","90",9,10,0,0,"sand","pebble",4,6,5,"Tiff Stephens, Wendel Raymond",""
"320","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"inside","100",10,10,0,0,"sand","sand",4,4,4,"Tiff Stephens, Wendel Raymond",""
"321","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"outside","10",1,10,0,0,"gravel","sand",7,4,5.5,"Tiff Stephens, Wendel Raymond",""
"322","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"outside","20",2,10,0,0,"gravel","sand",7,4,5.5,"Tiff Stephens, Wendel Raymond",""
"323","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"outside","30",3,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond",""
"324","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"outside","40",4,10,1,0.1,"gravel","sand",7,4,5.5,"Tiff Stephens, Wendel Raymond",""
"325","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"outside","50",5,10,0,0,"sand","pebble",4,6,5,"Tiff Stephens, Wendel Raymond",""
"326","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"outside","60",6,10,0,0,"sand","pebble",4,6,5,"Tiff Stephens, Wendel Raymond",""
"327","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"outside","70",7,10,0,0,"gravel","sand",7,4,5.5,"Tiff Stephens, Wendel Raymond",""
"328","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"outside","80",8,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond",""
"329","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"outside","90",9,10,0,0,"sand","pebble",4,6,5,"Tiff Stephens, Wendel Raymond",""
"330","GOAT","A","2017_L_02","Goats mouth inlet",55.192784,-132.900113,2017-07-15,2017,"outside","100",10,10,0,0,"sand","pebble",4,6,5,"Tiff Stephens, Wendel Raymond",""
"331","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"edge","10",1,10,0,0,"sandy mud","sandy mud",2,2,2,"Ashley Bolwerk",""
"332","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"edge","20",2,10,0,0,"sandy mud","sandy mud",2,2,2,"Ashley Bolwerk",""
"333","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"edge","30",3,10,0,0,"sandy mud","mud",2,1,1.5,"Ashley Bolwerk",""
"334","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"edge","40",4,10,0,0,"sandy mud","mud",2,1,1.5,"Ashley Bolwerk",""
"335","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"edge","50",5,10,0,0,"mud","sandy mud",1,2,1.5,"Ashley Bolwerk",""
"336","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"edge","60",6,10,0,0,"sand","pebble",4,6,5,"Ashley Bolwerk",""
"337","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"edge","70",7,10,0,0,"pebble","pebble",6,6,6,"Ashley Bolwerk",""
"338","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"edge","80",8,10,0,0,"sand","pebble",4,6,5,"Ashley Bolwerk",""
"339","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"edge","90",9,10,0,0,"sandy mud","sandy mud",2,2,2,"Ashley Bolwerk",""
"340","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"edge","100",10,10,0,0,"sand","sandy mud",4,2,3,"Ashley Bolwerk",""
"341","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"inside","10",1,10,0,0,"mud","sandy mud",1,2,1.5,"Ashley Bolwerk",""
"342","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"inside","20",2,10,0,0,"sandy mud","sandy mud",2,2,2,"Ashley Bolwerk",""
"343","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"inside","30",3,10,1,0.1,"sandy mud","gravel",2,7,4.5,"Ashley Bolwerk",""
"344","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"inside","40",4,10,0,0,"muddy sand","gravel",3,7,5,"Ashley Bolwerk",""
"345","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"inside","50",5,10,0,0,"muddy sand","gravel",3,7,5,"Ashley Bolwerk",""
"346","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"inside","60",6,10,0,0,"gravel","sand",7,4,5.5,"Ashley Bolwerk",""
"347","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"inside","70",7,10,0,0,"gravel","sand",7,4,5.5,"Ashley Bolwerk",""
"348","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"inside","80",8,10,0,0,"sandy mud","gravel",2,7,4.5,"Ashley Bolwerk",""
"349","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"inside","90",9,10,0,0,"mud","gravel",1,7,4,"Ashley Bolwerk",""
"350","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"inside","100",10,10,0,0,"mud","gravel",1,7,4,"Ashley Bolwerk",""
"351","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"outside","10",1,10,0,0,"gravel","sandy mud",7,2,4.5,"Ashley Bolwerk",""
"352","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"outside","20",2,10,0,0,"gravel","pebble",7,6,6.5,"Ashley Bolwerk",""
"353","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"outside","30",3,10,0,0,"gravel","cobble",7,8,7.5,"Ashley Bolwerk",""
"354","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"outside","40",4,10,0,0,"gravel","sandy mud",7,2,4.5,"Ashley Bolwerk",""
"355","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"outside","50",5,10,0,0,"gravel","sandy mud",7,2,4.5,"Ashley Bolwerk",""
"356","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"outside","60",6,10,0,0,"gravel","sandy mud",7,2,4.5,"Ashley Bolwerk",""
"357","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"outside","70",7,10,0,0,"gravel","sandy mud",7,2,4.5,"Ashley Bolwerk",""
"358","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"outside","80",8,10,0,0,"gravel","cobble",7,8,7.5,"Ashley Bolwerk",""
"359","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"outside","90",9,10,0,0,"gravel","sand",7,4,5.5,"Ashley Bolwerk",""
"360","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2017-07-24,2017,"outside","100",10,10,0,0,"gravel","sand",7,4,5.5,"Ashley Bolwerk",""
"361","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"edge","10",1,10,0,0,"sandy mud","cobble",2,8,5,"Tiff Stephens",""
"362","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"edge","20",2,10,0,0,"sandy mud","sandy mud",2,2,2,"Tiff Stephens",""
"363","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"edge","30",3,10,0,0,"sandy mud","mud",2,1,1.5,"Tiff Stephens",""
"364","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"edge","40",4,10,0,0,"sandy mud","gravel",2,7,4.5,"Tiff Stephens",""
"365","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"edge","50",5,10,0,0,"gravel","sandy mud",7,2,4.5,"Tiff Stephens",""
"366","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"edge","60",6,10,0,0,"sandy mud","gravel",2,7,4.5,"Tiff Stephens",""
"367","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"edge","70",7,10,0,0,"sandy mud","gravel",2,7,4.5,"Tiff Stephens",""
"368","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"edge","80",8,10,0,0,"gravel","sandy mud",7,2,4.5,"Tiff Stephens",""
"369","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"edge","90",9,10,0,0,"gravel","sandy mud",7,2,4.5,"Tiff Stephens",""
"370","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"edge","100",10,10,0,0,"gravel","sandy mud",7,2,4.5,"Tiff Stephens",""
"371","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"inside","10",1,10,0,0,"muddy sand","muddy sand",3,3,3,"Wendel Raymond",""
"372","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"inside","20",2,10,0,0,"muddy sand","muddy sand",3,3,3,"Wendel Raymond",""
"373","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"inside","30",3,10,0,0,"muddy sand","muddy sand",3,3,3,"Wendel Raymond",""
"374","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"inside","40",4,10,0,0,"muddy sand","muddy sand",3,3,3,"Wendel Raymond",""
"375","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"inside","50",5,10,0,0,"gravel","muddy sand",7,3,5,"Wendel Raymond",""
"376","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"inside","60",6,10,0,0,"gravel","muddy sand",7,3,5,"Wendel Raymond",""
"377","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"inside","70",7,10,0,0,"gravel","muddy sand",7,3,5,"Wendel Raymond",""
"378","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"inside","80",8,10,0,0,"gravel","muddy sand",7,3,5,"Wendel Raymond",""
"379","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"inside","90",9,10,0,0,"muddy sand","muddy sand",3,3,3,"Wendel Raymond",""
"380","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"inside","100",10,10,0,0,"muddy sand","muddy sand",3,3,3,"Wendel Raymond",""
"381","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"outside","10",1,10,0,0,"sandy mud","cobble",2,8,5,"Tiff Stephens",""
"382","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"outside","20",2,10,0,0,"sandy mud","mud",2,1,1.5,"Tiff Stephens",""
"383","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"outside","30",3,10,0,0,"sandy mud","gravel",2,7,4.5,"Tiff Stephens",""
"384","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"outside","40",4,10,0,0,"sandy mud","gravel",2,7,4.5,"Tiff Stephens",""
"385","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"outside","50",5,10,0,0,"sandy mud","gravel",2,7,4.5,"Tiff Stephens",""
"386","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"outside","60",6,10,0,0,"gravel","sandy mud",7,2,4.5,"Tiff Stephens",""
"387","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"outside","70",7,10,0,0,"gravel","sandy mud",7,2,4.5,"Tiff Stephens",""
"388","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"outside","80",8,10,0,0,"gravel","sandy mud",7,2,4.5,"Tiff Stephens",""
"389","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"outside","90",9,10,0,0,"sandy mud","gravel",2,7,4.5,"Tiff Stephens",""
"390","NATZ","A","2017_L_04","Natzuhini Bay",55.25051,-132.883,2017-06-28,2017,"outside","100",10,10,0,0,"gravel","sandy mud",7,2,4.5,"Tiff Stephens",""
"391","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"edge","10",1,10,0,0,"sandy mud","gravel",2,7,4.5,"Tiff Stephens",""
"392","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"edge","20",2,10,0,0,"sandy mud","sand",2,4,3,"Tiff Stephens",""
"393","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"edge","30",3,10,0,0,"sandy mud","sand",2,4,3,"Tiff Stephens",""
"394","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"edge","40",4,10,0,0,"sandy mud","gravel",2,7,4.5,"Tiff Stephens",""
"395","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"edge","50",5,10,0,0,"sandy mud","gravel",2,7,4.5,"Tiff Stephens",""
"396","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"edge","60",6,10,0,0,"sandy mud","cobble",2,8,5,"Tiff Stephens",""
"397","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"edge","70",7,10,0,0,"sandy mud","cobble",2,8,5,"Tiff Stephens",""
"398","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"edge","80",8,10,0,0,"sandy mud","cobble",2,8,5,"Tiff Stephens",""
"399","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"edge","90",9,10,0,0,"sandy mud","cobble",2,8,5,"Tiff Stephens",""
"400","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"edge","100",10,10,0,0,"sandy mud","cobble",2,8,5,"Tiff Stephens",""
"401","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"inside","10",1,10,0,0,"sandy mud","sandy mud",2,2,2,"Wendel Raymond",""
"402","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"inside","20",2,10,0,0,"sandy mud","sandy mud",2,2,2,"Wendel Raymond",""
"403","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"inside","30",3,10,0,0,"sandy mud","sandy mud",2,2,2,"Wendel Raymond",""
"404","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"inside","40",4,10,0,0,"sandy mud","sandy mud",2,2,2,"Wendel Raymond",""
"405","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"inside","50",5,10,0,0,"sandy mud","sandy mud",2,2,2,"Wendel Raymond",""
"406","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"inside","60",6,10,0,0,"sandy mud","sandy mud",2,2,2,"Wendel Raymond",""
"407","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"inside","70",7,10,0,0,"sandy mud","sandy mud",2,2,2,"Wendel Raymond",""
"408","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"inside","80",8,10,0,0,"sandy mud","sandy mud",2,2,2,"Wendel Raymond",""
"409","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"inside","90",9,10,0,0,"sandy mud","sandy mud",2,2,2,"Wendel Raymond",""
"410","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"inside","100",10,10,0,0,"sandy mud","sandy mud",2,2,2,"Wendel Raymond",""
"411","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"outside","10",1,10,0,0,"sandy mud","gravel",2,7,4.5,"Ginny Eckert",""
"412","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"outside","20",2,10,0,0,"sandy mud","cobble",2,8,5,"Ginny Eckert",""
"413","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"outside","30",3,10,0,0,"sand","sand",4,4,4,"Ginny Eckert",""
"414","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"outside","40",4,10,0,0,"sand","sand",4,4,4,"Ginny Eckert",""
"415","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"outside","50",5,10,0,0,"sand","sand",4,4,4,"Ginny Eckert",""
"416","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"outside","60",6,10,0,0,"sandy mud","cobble",2,8,5,"Ginny Eckert",""
"417","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"outside","70",7,10,0,0,"sandy mud","cobble",2,8,5,"Ginny Eckert",""
"418","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"outside","80",8,10,0,0,"sandy mud","cobble",2,8,5,"Ginny Eckert",""
"419","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"outside","90",9,10,0,0,"sandy mud","cobble",2,8,5,"Ginny Eckert",""
"420","DUNB","A","2017_L_05","Dunbar Inlet",55.0848,-132.826,2017-06-27,2017,"outside","100",10,10,0,0,"sandy mud","cobble",2,8,5,"Ginny Eckert",""
"421","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"edge","10",1,10,0,0,"coarse sand","gravel",5,7,6,"Tiff Stephens",""
"422","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"edge","20",2,10,0,0,"coarse sand","pebble",5,6,5.5,"Tiff Stephens",""
"423","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"edge","30",3,10,0,0,"coarse sand","gravel",5,7,6,"Tiff Stephens",""
"424","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"edge","40",4,10,0,0,"coarse sand","gravel",5,7,6,"Tiff Stephens",""
"425","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"edge","50",5,10,0,0,"coarse sand","gravel",5,7,6,"Tiff Stephens",""
"426","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"edge","60",6,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens",""
"427","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"edge","70",7,10,0,0,"sand","sand",4,4,4,"Tiff Stephens",""
"428","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"edge","80",8,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens",""
"429","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"edge","90",9,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens",""
"430","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"edge","100",10,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens",""
"431","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"inside","10",1,10,0,0,"muddy sand","muddy sand",3,3,3,"Tiff Stephens",""
"432","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"inside","20",2,10,0,0,"muddy sand","sand",3,4,3.5,"Tiff Stephens",""
"433","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"inside","30",3,10,0,0,"sand","muddy sand",4,3,3.5,"Tiff Stephens",""
"434","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"inside","40",4,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens",""
"435","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"inside","50",5,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens",""
"436","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"inside","60",6,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens",""
"437","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"inside","70",7,10,0,0,"sand","sand",4,4,4,"Tiff Stephens",""
"438","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"inside","80",8,10,0,0,"sand","sand",4,4,4,"Tiff Stephens",""
"439","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"inside","90",9,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens",""
"440","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"inside","100",10,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens",""
"441","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"outside","10",1,10,0,0,"gravel","cobble",7,8,7.5,"Tiff Stephens",""
"442","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"outside","20",2,10,0,0,"coarse sand","gravel",5,7,6,"Tiff Stephens",""
"443","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"outside","30",3,10,0,0,"coarse sand","gravel",5,7,6,"Tiff Stephens",""
"444","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"outside","40",4,10,0,0,"pebble","gravel",6,7,6.5,"Tiff Stephens",""
"445","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"outside","50",5,10,0,0,"coarse sand","gravel",5,7,6,"Tiff Stephens",""
"446","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"outside","60",6,10,0,0,"coarse sand","gravel",5,7,6,"Tiff Stephens",""
"447","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"outside","70",7,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens",""
"448","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"outside","80",8,10,0,0,"sand","sand",4,4,4,"Tiff Stephens",""
"449","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"outside","90",9,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens",""
"450","FARA","A","2017_L_06","Farallon Bay",55.19112,-133.105314,2017-07-23,2017,"outside","100",10,10,0,0,"gravel","sand",7,4,5.5,"Tiff Stephens",""
"451","HETA","A","2017_L_07","Hetta Cove",55.155625,-132.589934,2017-07-23,2017,"edge","10",1,10,0,0,"muddy sand","gravel",3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"452","HETA","A","2017_L_07","Hetta Cove",55.155625,-132.589934,2017-07-23,2017,"edge","20",2,10,0,0,"muddy sand","gravel",3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"453","HETA","A","2017_L_07","Hetta Cove",55.155625,-132.589934,2017-07-23,2017,"edge","30",3,10,0,0,"sandy mud","gravel",2,7,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
