"sp_code","bay_id","date","start_time","end_time","slope","tide_height","tide_time","species_common","species_scientific","fork_length","taxon","abundance","mass_g","julian","year","latitude","longitude","habitat","place_name"
"PERCHSH","HALI_A",2022-07-26,"550","605","moderate","-0.3","631","Shiner perch","Cymatogaster aggregata",46,"fish",1,1.95687580240517,207,2022,55.216791,-132.969439,"mixed","Halibut Nose"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",117,"fish",1,32.8061989146819,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",121,"fish",1,36.3116872930615,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",118,"fish",1,33.6603225609226,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",124,"fish",1,39.0992206228319,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",115,"fish",1,31.1416836917932,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",118,"fish",1,33.6603225609226,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",121,"fish",1,36.3116872930615,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",132,"fish",1,47.2245560194992,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",132,"fish",1,47.2245560194992,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",135,"fish",1,50.5408558854464,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",119,"fish",1,34.5291935108706,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",120,"fish",1,35.412939251962,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",93,"fish",1,16.4003499836413,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",117,"fish",1,32.8061989146819,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",122,"fish",1,37.2255651642876,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",122,"fish",1,37.2255651642876,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",126,"fish",1,41.0349262871449,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",139,"fish",1,55.2000292845564,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",118,"fish",1,33.6603225609226,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",135,"fish",1,50.5408558854464,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",123,"fish",1,38.1547004168403,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","NATZ_A",2022-07-15,"645","705","gentle","-2.5","848","Shiner perch","Cymatogaster aggregata",45,"fish",1,1.83120262813224,196,2022,55.25051,-132.883,"eelgrass","Natzuhini Bay"
"PERCHSH","NATZ_A",2022-07-15,"645","705","gentle","-2.5","848","Shiner perch","Cymatogaster aggregata",45,"fish",1,1.83120262813224,196,2022,55.25051,-132.883,"eelgrass","Natzuhini Bay"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",122,"fish",1,37.2255651642876,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",119,"fish",1,34.5291935108706,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",120,"fish",1,35.412939251962,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",120,"fish",1,35.412939251962,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",133,"fish",1,48.3132849215722,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",119,"fish",1,34.5291935108706,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",135,"fish",1,50.5408558854464,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",118,"fish",1,33.6603225609226,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",121,"fish",1,36.3116872930615,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",41,"fish",1,1.3824258900023,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",47,"fish",1,2.08819062825471,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",135,"fish",1,50.5408558854464,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",120,"fish",1,35.412939251962,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",43,"fish",1,1.59628101029159,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",45,"fish",1,1.83120262813224,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",42,"fish",1,1.48678259490795,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",43,"fish",1,1.59628101029159,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",120,"fish",1,35.412939251962,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",109,"fish",1,26.488821401182,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",119,"fish",1,34.5291935108706,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",123,"fish",1,38.1547004168403,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",120,"fish",1,35.412939251962,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",120,"fish",1,35.412939251962,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ILDE_A",2022-06-26,"530","545","moderate","-0.2","609","Shiner perch","Cymatogaster aggregata",118,"fish",1,33.6603225609226,177,2022,55.577071,-133.26439,"mixed","Point Ildefonso"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",117,"fish",1,32.8061989146819,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",39,"fish",1,1.18863831288804,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",43,"fish",1,1.59628101029159,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",50,"fish",1,2.51723652349758,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",44,"fish",1,1.71104603553394,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",43,"fish",1,1.59628101029159,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",119,"fish",1,34.5291935108706,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",118,"fish",1,33.6603225609226,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",133,"fish",1,48.3132849215722,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",105,"fish",1,23.6606294748899,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",120,"fish",1,35.412939251962,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",139,"fish",1,55.2000292845564,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",93,"fish",1,16.4003499836413,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",43,"fish",1,1.59628101029159,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",120,"fish",1,35.412939251962,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",135,"fish",1,50.5408558854464,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",122,"fish",1,37.2255651642876,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",120,"fish",1,35.412939251962,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",123,"fish",1,38.1547004168403,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",43,"fish",1,1.59628101029159,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",121,"fish",1,36.3116872930615,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",120,"fish",1,35.412939251962,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",139,"fish",1,55.2000292845564,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",118,"fish",1,33.6603225609226,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",121,"fish",1,36.3116872930615,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",122,"fish",1,37.2255651642876,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",130,"fish",1,45.0965725127829,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",120,"fish",1,35.412939251962,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",124,"fish",1,39.0992206228319,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",120,"fish",1,35.412939251962,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",42,"fish",1,1.48678259490795,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",43,"fish",1,1.59628101029159,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",133,"fish",1,48.3132849215722,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","SHIN_A",2022-07-14,"600","620","gentle","-2.7","801","Shiner perch","Cymatogaster aggregata",146,"fish",1,64.0295184817405,195,2022,55.59929,-133.16,"eelgrass","Shinaku Inlet"
"PERCHSH","SHIN_A",2022-07-14,"600","620","gentle","-2.7","801","Shiner perch","Cymatogaster aggregata",124,"fish",1,39.0992206228319,195,2022,55.59929,-133.16,"eelgrass","Shinaku Inlet"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",124,"fish",1,39.0992206228319,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","NFEI_A",2022-07-17,"845","900","gentle","-1.2","1017","Shiner perch","Cymatogaster aggregata",109,"fish",1,26.488821401182,198,2022,55.49709,-133.17,"eelgrass","North Fish Egg Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",121,"fish",1,36.3116872930615,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",122,"fish",1,37.2255651642876,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",119,"fish",1,34.5291935108706,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","BLAQ_A",2022-07-02,"805","820","moderate/steep","-0.3","943","Shiner perch","Cymatogaster aggregata",126,"fish",1,41.0349262871449,183,2022,55.62082,-133.38664,"eelgrass","Blanquizal Point"
"PERCHSH","BLAQ_A",2022-07-02,"805","820","moderate/steep","-0.3","943","Shiner perch","Cymatogaster aggregata",139,"fish",1,55.2000292845564,183,2022,55.62082,-133.38664,"eelgrass","Blanquizal Point"
"PERCHSH","NFEI_A",2022-07-17,"845","900","gentle","-1.2","1017","Shiner perch","Cymatogaster aggregata",43,"fish",1,1.59628101029159,198,2022,55.49709,-133.17,"eelgrass","North Fish Egg Island"
"PERCHSH","NFEI_A",2022-07-17,"845","900","gentle","-1.2","1017","Shiner perch","Cymatogaster aggregata",44,"fish",1,1.71104603553394,198,2022,55.49709,-133.17,"eelgrass","North Fish Egg Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",118,"fish",1,33.6603225609226,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",122,"fish",1,37.2255651642876,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",122,"fish",1,37.2255651642876,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",129,"fish",1,44.0570624213828,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",139,"fish",1,55.2000292845564,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",118,"fish",1,33.6603225609226,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",130,"fish",1,45.0965725127829,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",130,"fish",1,45.0965725127829,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",122,"fish",1,37.2255651642876,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",46,"fish",1,1.95687580240517,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",42,"fish",1,1.48678259490795,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",135,"fish",1,50.5408558854464,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",43,"fish",1,1.59628101029159,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",42,"fish",1,1.48678259490795,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",43,"fish",1,1.59628101029159,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",43,"fish",1,1.59628101029159,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","KLWA_A",2022-07-25,"450","510","gentle","0.2","546","Shiner perch","Cymatogaster aggregata",44,"fish",1,1.71104603553394,206,2022,55.577767,-133.0941,"eelgrass","Klawock Airport"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",123,"fish",1,38.1547004168403,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ILDE_A",2022-06-26,"530","545","moderate","-0.2","609","Shiner perch","Cymatogaster aggregata",108,"fish",1,25.7616901799822,177,2022,55.577071,-133.26439,"mixed","Point Ildefonso"
"PERCHSH","ILDE_A",2022-06-26,"530","545","moderate","-0.2","609","Shiner perch","Cymatogaster aggregata",128,"fish",1,43.0337031461026,177,2022,55.577071,-133.26439,"mixed","Point Ildefonso"
"PERCHSH","ILDE_A",2022-06-26,"530","545","moderate","-0.2","609","Shiner perch","Cymatogaster aggregata",120,"fish",1,35.412939251962,177,2022,55.577071,-133.26439,"mixed","Point Ildefonso"
"PERCHSH","ILDE_A",2022-06-26,"530","545","moderate","-0.2","609","Shiner perch","Cymatogaster aggregata",108,"fish",1,25.7616901799822,177,2022,55.577071,-133.26439,"mixed","Point Ildefonso"
"PERCHSH","ILDE_A",2022-06-26,"530","545","moderate","-0.2","609","Shiner perch","Cymatogaster aggregata",112,"fish",1,28.7523297015208,177,2022,55.577071,-133.26439,"mixed","Point Ildefonso"
"PERCHSH","ILDE_A",2022-06-26,"530","545","moderate","-0.2","609","Shiner perch","Cymatogaster aggregata",81,"fish",1,10.8058607918932,177,2022,55.577071,-133.26439,"mixed","Point Ildefonso"
"PERCHSH","ILDE_A",2022-06-26,"530","545","moderate","-0.2","609","Shiner perch","Cymatogaster aggregata",82,"fish",1,11.2137906902,177,2022,55.577071,-133.26439,"mixed","Point Ildefonso"
"PERCHSH","ILDE_A",2022-06-26,"530","545","moderate","-0.2","609","Shiner perch","Cymatogaster aggregata",115,"fish",1,31.1416836917932,177,2022,55.577071,-133.26439,"mixed","Point Ildefonso"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",130,"fish",1,45.0965725127829,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",122,"fish",1,37.2255651642876,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",126,"fish",1,41.0349262871449,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ILDE_A",2022-06-26,"530","545","moderate","-0.2","609","Shiner perch","Cymatogaster aggregata",72,"fish",1,7.57144462800173,177,2022,55.577071,-133.26439,"mixed","Point Ildefonso"
"PERCHSH","ILDE_A",2022-06-26,"530","545","moderate","-0.2","609","Shiner perch","Cymatogaster aggregata",99,"fish",1,19.8085597156275,177,2022,55.577071,-133.26439,"mixed","Point Ildefonso"
"PERCHSH","ILDE_A",2022-06-26,"530","545","moderate","-0.2","609","Shiner perch","Cymatogaster aggregata",110,"fish",1,27.2295535338537,177,2022,55.577071,-133.26439,"mixed","Point Ildefonso"
"PERCHSH","ILDE_A",2022-06-26,"530","545","moderate","-0.2","609","Shiner perch","Cymatogaster aggregata",90,"fish",1,14.8541221136888,177,2022,55.577071,-133.26439,"mixed","Point Ildefonso"
"PERCHSH","ILDE_A",2022-06-26,"530","545","moderate","-0.2","609","Shiner perch","Cymatogaster aggregata",121,"fish",1,36.3116872930615,177,2022,55.577071,-133.26439,"mixed","Point Ildefonso"
"PERCHSH","ILDE_A",2022-06-26,"530","545","moderate","-0.2","609","Shiner perch","Cymatogaster aggregata",54,"fish",1,3.17587767231548,177,2022,55.577071,-133.26439,"mixed","Point Ildefonso"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",117,"fish",1,32.8061989146819,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",124,"fish",1,39.0992206228319,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",117,"fish",1,32.8061989146819,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",130,"fish",1,45.0965725127829,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
"PERCHSH","ABES_A",2022-07-18,"1015","1030","moderate","-0.2","111","Shiner perch","Cymatogaster aggregata",118,"fish",1,33.6603225609226,199,2022,55.554811,-133.174355,"eelgrass","Abbess Island"
