site,date,YYYYMMDD,start_time,end_time,slope,tide_height,tide_time,species_common,species_scientific,sp_code,fork_length,unmeasured,QA/QV,same?,Sex,Notes:
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,45,,45,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,85,,85,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,147,,147,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,143,,143,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,168,,168,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,,137,137,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,85,,85,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,87,,87,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,102,,102,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,83,,83,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,108,,108,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,47,,47,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,114,,114,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,89,,89,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,110,,110,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,115,,115,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,90,,90,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,135,,135,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,100,,100,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,150,,150,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,91,,91,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,114,,114,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,105,,105,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,110,,110,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,98,,98,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,153,,153,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,99,,99,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,100,,100,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,100,,100,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,103,,103,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,125,,125,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,118,,118,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,100,,100,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,46,,46,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,98,,98,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,119,,119,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,100,,100,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,113,,113,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,,115,115,,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,135,,135,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,120,,120,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,100,,100,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,172,,172,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,98,,98,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,130,,130,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,90,,90,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,95,,95,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,95,,95,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,92,,92,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,130,,130,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,95,,95,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,100,,100,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,70,,70,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,85,,85,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,95,,95,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,129,,129,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,160,,160,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,110,,110,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,140,,140,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,90,,90,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,110,,110,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,95,,95,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,90,,90,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,35,,35,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,90,,90,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,90,,90,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,80,,80,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,165,,165,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,94,,94,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,90,,90,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Crescent gunnel,Pholis laeta,GUNNCRE,,53,53,,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,26,,26,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,103,,103,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,53,,53,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,138,,138,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,96,,96,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,140,,140,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,54,,54,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,103,,103,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,100,,100,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,55,,55,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,108,,108,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,44,,44,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,136,,136,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,135,,135,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,101,,101,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,140,,140,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,147,,147,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,137,,137,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,149,,149,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,136,,136,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,143,,143,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,123,,123,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,121,,121,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,152,,152,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,155,,155,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,95,,95,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,128,,128,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,47,,47,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,114,,114,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,Crescent gunnel,Pholis laeta,GUNNCRE,102,,102,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,English sole,Parophrys vetulus,SOLEENG,120,,120,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,English sole,Parophrys vetulus,SOLEENG,113,,113,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,English sole,Parophrys vetulus,SOLEENG,105,,105,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,English sole,Parophrys vetulus,SOLEENG,145,,145,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,English sole,Parophrys vetulus,SOLEENG,72,,72,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,English sole,Parophrys vetulus,SOLEENG,96,,96,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,English sole,Parophrys vetulus,SOLEENG,55,,55,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,English sole,Parophrys vetulus,SOLEENG,80,,80,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,English sole,Parophrys vetulus,SOLEENG,60,,60,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,English sole,Parophrys vetulus,SOLEENG,117,,117,MATCH,,
Nossuk Photographers point,8/6/18,20180806,1315,1325,gradual,0.6,14:11:00,English sole,Parophrys vetulus,SOLEENG,114,,114,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Tubenose poacher,Pallasina barbata,TUBEPOA,59,,59,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Tubenose poacher,Pallasina barbata,TUBEPOA,68,,68,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Decorator crab,Oregonia gracilis,CRABDEC,,,,,F,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Lingcod,Ophiodon elongatus,LINGCOD,55,,55,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Coho salmon,Oncorhynchus kisutch,SALCOHO,153,,153,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Chum salmon,Oncorhynchus keta,SALCHUM,67,,67,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Chum salmon,Oncorhynchus keta,SALCHUM,74,,74,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Chum salmon,Oncorhynchus keta,SALCHUM,84,,84,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Chum salmon,Oncorhynchus keta,SALCHUM,80,,80,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Chum salmon,Oncorhynchus keta,SALCHUM,85,,85,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Chum salmon,Oncorhynchus keta,SALCHUM,84,,84,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Chum salmon,Oncorhynchus keta,SALCHUM,75,,75,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Chum salmon,Oncorhynchus keta,SALCHUM,70,,70,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Chum salmon,Oncorhynchus keta,SALCHUM,80,,80,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Chum salmon,Oncorhynchus keta,SALCHUM,80,,80,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,340,,340,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,410,,410,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,161,,161,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,76,,76,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,55,,55,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,56,,56,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,45,,45,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,65,,65,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,47,,47,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,80,,80,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,50,,50,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,77,,77,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,60,,60,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,65,,65,MATCH,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,50,,50,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,301,,301,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,302,,302,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,192,,192,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,90,,90,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,225,,225,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,100,,100,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,67,,67,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,61,,61,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,78,,78,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,78,,78,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,90,,90,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,63,,63,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,78,,78,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,215,,215,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,81,,81,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,190,,190,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,70,,70,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,160,,160,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,68,,68,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,50,,50,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,47,,47,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,41,,41,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,40,,40,MATCH,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,55,,55,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,102,,102,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,113,,113,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,110,,110,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,200,,200,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,165,,165,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,105,,105,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,168,,168,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,105,,105,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,243,,243,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,110,,110,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,162,,162,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,231,,231,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,156,,156,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,128,,128,MATCH,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Snake prickleback,Lumpenus sagitta,PRICKSN,103,,103,MATCH,,
